N	2gram	Bakhtin_KF_1	RusskieA
1	и в	24	36
2	не только	5	22
3	том что	4	19
4	что в	4	19
5	в том	6	17
6	но и	9	16
7	так как	1	15
8	в этом	14	12
9	и на	3	10
10	в этот	1	10
11	это не	10	10
12	как и	5	10
13	вместе с	1	10
14	потому что	2	10
15	об этом	1	9
16	а в	4	9
17	и по	1	8
18	с тем	2	8
19	о том	3	8
20	один из	2	8
21	может быть	45	8
22	как это	1	8
23	так и	2	7
24	между тем	4	7
25	что и	7	7
26	и других	2	7
27	мы не	3	6
28	в виде	2	6
29	при этом	4	6
30	не имеет	5	6
31	с этого	2	6
32	уже не	7	6
33	и не	26	6
34	все это	10	6
35	для нас	4	6
36	то что	7	6
37	как в	2	5
38	все же	5	5
39	с ними	3	5
40	одно из	1	5
41	как бы	9	5
42	мы имеем	5	4
43	еще не	4	4
44	во всех	11	4
45	с собой	1	4
46	входит в	3	4
47	в их	8	4
48	что этот	3	4
49	тому что	2	4
50	одна из	1	4
51	к тому	1	4
52	его с	2	4
53	и их	6	4
54	тем что	3	4
55	а с	2	4
56	и др	1	4
57	того что	3	4
58	но это	6	4
59	не может	27	4
60	только в	16	4
61	к этому	2	4
62	их и	1	3
63	в своем	16	3
64	не можем	1	3
65	что это	3	3
66	думать что	2	3
67	на этом	1	3
68	то же	5	3
69	но все	5	3
70	несмотря на	1	3
71	в этих	1	3
72	точки зрения	12	3
73	с точки	9	3
74	она в	1	3
75	тем не	2	3
76	их в	1	3
77	не менее	3	3
78	этого момента	1	3
79	ничего не	3	3
80	к таким	1	3
81	и другой	1	3
82	можно сделать	1	3
83	приводит к	1	3
84	не с	1	3
85	то есть	1	3
86	настоящее время	1	3
87	от них	1	3
88	в качестве	2	3
89	только на	1	3
90	слова в	2	3
91	в одном	4	3
92	к ним	4	3
93	много и	1	3
94	в области	2	3
95	и из	1	3
96	в это	2	3
97	этого слова	2	3
98	не будем	1	3
99	в настоящее	1	3
100	и к	1	3
101	в свою	3	3
102	но эти	1	3
103	можно говорить	1	2
104	как не	1	2
105	в ней	3	2
106	на самом	3	2
107	но не	12	2
108	христа в	1	2
109	не просто	1	2
110	отнюдь не	6	2
111	независимо от	3	2
112	что именно	1	2
113	с этим	1	2
114	мы можем	1	2
115	хотя и	1	2
116	и как	2	2
117	его к	2	2
118	но в	5	2
119	та же	2	2
120	в целом	10	2
121	все эти	10	2
122	в нашем	1	2
123	и до	1	2
124	и всей	1	2
125	к выводу	1	2
126	что она	1	2
127	в нем	28	2
128	всех этих	3	2
129	не значит	6	2
130	его от	1	2
131	в каждом	3	2
132	же не	1	2
133	главным образом	1	2
134	и с	1	2
135	с целью	1	2
136	в жизни	2	2
137	такой же	1	2
138	в один	1	2
139	том же	1	2
140	для этого	2	2
141	она не	1	2
142	что ему	1	2
143	до того	1	2
144	и здесь	7	2
145	могут быть	3	2
146	день и	1	2
147	имеет место	1	2
148	ничего общего	2	2
149	свою очередь	1	2
150	ни одно	5	2
151	подойти к	1	2
152	с ним	5	2
153	на все	1	2
154	в различных	1	2
155	связь между	1	2
156	в его	40	2
157	к ней	1	2
158	значит что	1	2
159	в какой	1	2
160	но ни	2	2
161	в разные	1	2
162	их не	1	2
163	в большинстве	1	2
164	его и	2	2
165	не было	8	2
166	чем в	1	2
167	себя и	2	2
168	но есть	2	2
169	с ней	1	2
170	и пр	3	2
171	только по	2	2
172	до конца	3	2
173	а не	17	2
174	его как	5	2
175	большинстве случаев	1	2
176	и потому	2	2
177	относятся к	1	2
178	там где	5	2
179	быть и	3	2
180	только для	1	2
181	между прочим	1	2
182	мы видим	1	2
183	и для	9	2
184	или в	1	2
185	когда он	1	2
186	мы должны	1	2
187	и начало	1	2
188	в своих	3	2
189	ту же	1	1
190	говоря о	1	1
191	также и	1	1
192	о каких	1	1
193	чтобы не	2	1
194	место при	1	1
195	мы здесь	2	1
196	самом деле	3	1
197	зависимости от	1	1
198	в первом	1	1
199	что эти	1	1
200	и ее	2	1
201	противном случае	1	1
202	оно было	1	1
203	должна быть	4	1
204	видеть в	1	1
205	и за	2	1
206	включая и	1	1
207	мы уже	1	1
208	из всех	1	1
209	вопрос о	2	1
210	время от	1	1
211	имеет смысла	1	1
212	говорить о	2	1
213	и говорят	1	1
214	ему в	2	1
215	нет но	1	1
216	жизни это	1	1
217	того же	1	1
218	и он	1	1
219	не был	1	1
220	всего этого	1	1
221	в чем	4	1
222	с его	1	1
223	этих случаях	1	1
224	а следовательно	3	1
225	жизни основы	1	1
226	имеем здесь	1	1
227	на основе	7	1
228	а только	1	1
229	по отношению	26	1
230	не путем	1	1
231	себе и	3	1
232	отличаются от	1	1
233	только этот	1	1
234	относится к	1	1
235	в истории	1	1
236	же с	1	1
237	его на	2	1
238	от до	1	1
239	оторванное от	1	1
240	показать что	1	1
241	определить в	2	1
242	в противном	1	1
243	и наконец	1	1
244	тем же	1	1
245	от этого	2	1
246	поэтому и	1	1
247	можно установить	1	1
248	значения как	1	1
249	и неясно	1	1
250	в которой	1	1
251	из жизни	1	1
252	в час	3	1
253	ни одна	2	1
254	вообще а	1	1
255	в себе	21	1
