N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	41
2	то есть	3	24
3	во всех	1	17
4	таким образом	1	17
5	в нем	4	16
6	и с	7	16
7	и его	6	13
8	но и	4	13
9	в этом	9	12
10	как мы	1	12
11	все эти	3	11
12	все это	4	11
13	в самом	2	10
14	не только	8	10
15	и др	1	10
16	прежде всего	4	10
17	то что	4	10
18	и на	7	9
19	в образах	1	9
20	о том	2	9
21	и все	4	9
22	но в	6	8
23	в этой	4	8
24	никогда не	2	8
25	и до	2	7
26	в них	1	7
27	как и	5	7
28	том что	4	7
29	в его	3	7
30	у него	6	7
31	в особенности	1	7
32	как бы	7	7
33	этот образ	4	7
34	что в	4	7
35	например в	1	6
36	в году	9	6
37	в эпоху	1	6
38	в то	5	6
39	в образе	6	6
40	один из	3	6
41	мы видим	1	6
42	с помощью	1	6
43	вместе с	1	6
44	что он	6	6
45	что образ	3	5
46	подчеркнуть что	1	5
47	и он	3	5
48	с его	2	5
49	в ее	2	5
50	в своем	3	5
51	что это	5	5
52	в себе	4	5
53	то же	5	5
54	той же	1	5
55	рядом с	1	5
56	еще в	2	5
57	но он	1	5
58	в эпизоде	1	5
59	во всем	1	5
60	тем что	2	5
61	так и	5	5
62	и что	4	5
63	а также	1	5
64	же время	6	5
65	в литературе	1	5
66	в одном	2	5
67	так же	4	5
68	в той	1	5
69	рот и	1	5
70	одним из	1	4
71	самом деле	1	4
72	в ней	1	4
73	он был	2	4
74	как в	3	4
75	и как	3	4
76	и наконец	1	4
77	а затем	1	4
78	в другом	1	4
79	не в	2	4
80	но они	2	4
81	того чтобы	1	4
82	все же	5	4
83	и образ	1	4
84	роль в	1	4
85	с ним	3	4
86	все время	1	4
87	с одной	1	4
88	именно на	1	4
89	уже в	3	4
90	в результате	1	4
91	в котором	1	4
92	и даже	4	4
93	именно в	1	4
94	и от	1	4
95	не может	5	4
96	как во	1	3
97	вместо того	1	3
98	он сам	7	3
99	людей в	1	3
100	в чем	1	3
101	как у	2	3
102	в голове	1	3
103	перед нами	2	3
104	в первом	2	3
105	при этом	3	3
106	и сам	3	3
107	на все	1	3
108	и их	1	3
109	также что	1	3
110	потому что	2	3
111	мы встречаем	1	3
112	в духе	1	3
113	говорили что	1	3
114	к нему	3	3
115	романа в	1	3
116	того что	1	3
117	только в	1	3
118	есть в	1	3
119	что не	1	3
120	и особенно	1	3
121	в данном	2	3
122	и не	7	3
123	с этой	1	3
124	но это	4	3
125	не мог	2	3
126	в книге	1	3
127	если б	2	2
128	с образом	1	2
129	и то	2	2
130	это и	1	2
131	из самых	2	2
132	должна быть	1	2
133	xvii века	1	2
134	же легко	1	2
135	но уже	1	2
136	но не	1	2
137	за пределы	1	2
138	в истории	1	2
139	в центре	1	2
140	что именно	1	2
141	за свои	1	2
142	он в	1	2
143	этого образа	1	2
144	как он	1	2
145	так сказать	1	2
146	он не	2	2
147	на этом	1	2
148	что все	2	2
149	лишь в	1	2
150	это было	1	2
151	заключается в	1	2
152	повод для	1	2
153	а за	1	2
154	в развитии	1	2
155	но если	1	2
156	в своей	1	2
157	бранью и	1	2
158	представление о	1	2
159	но эта	2	2
160	борьбу с	1	2
161	связан и	1	2
162	так что	2	2
163	связи с	1	2
164	это уже	2	2
165	один раз	1	2
166	к себе	1	2
167	не могут	2	2
168	мы узнаем	1	2
169	в области	1	2
170	данном случае	2	2
171	в дальнейшем	5	2
172	литературы и	1	2
173	конечно в	1	2
174	в романе	10	2
175	доходит до	1	2
176	между тем	1	2
177	сильнее и	1	2
178	говорит он	1	2
179	он стал	1	2
180	человека с	1	2
181	эти образы	1	2
182	понятно что	1	2
183	характерно что	1	2
184	никто не	3	2
185	в конце	3	2
186	как его	1	2
187	может быть	7	2
188	в форме	1	2
189	человека и	1	2
190	а на	1	2
191	до конца	2	2
192	а не	1	2
193	одну из	1	2
194	в последней	1	2
195	в частности	2	2
196	и потому	1	2
197	как это	3	2
198	не был	2	2
199	для нас	1	2
200	от него	1	2
201	бы в	1	2
202	в том	2	2
203	состоит из	2	2
204	что даже	1	2
205	в кругу	1	2
206	есть и	1	2
207	отметить что	1	2
208	ту же	1	1
209	узнаем в	1	1
210	в сфере	1	1
211	с жизнью	1	1
212	наших дней	1	1
213	сам по	1	1
214	он показывает	1	1
215	отметим что	1	1
216	роль играет	1	1
217	эта речь	1	1
218	к людям	3	1
219	то в	1	1
220	последней главе	1	1
221	в мыслях	1	1
222	мире при	1	1
223	смотреть на	1	1
224	образы и	1	1
225	вещами и	1	1
226	за себя	1	1
227	что уже	1	1
228	из своих	2	1
229	чтобы не	1	1
230	роман в	1	1
231	не вполне	1	1
232	в последующих	1	1
233	ему в	1	1
234	веке в	1	1
235	из ее	1	1
236	откуда же	1	1
237	камень в	1	1
238	в xix	1	1
239	и силе	1	1
240	еще не	4	1
241	на них	1	1
242	между собой	1	1
243	и мира	1	1
244	бы не	1	1
245	эпизод с	3	1
246	значение и	1	1
247	свою жизнь	1	1
248	отношение к	2	1
249	в x	1	1
250	не просто	2	1
251	друга и	1	1
252	и я	2	1
253	чем же	1	1
254	как говорит	2	1
255	материалом для	1	1
256	что когда	1	1
257	встречаем такие	1	1
258	и хотя	1	1
259	смеются и	1	1
260	со своей	1	1
261	в письмах	2	1
262	в которой	1	1
263	в целом	4	1
264	сливается с	1	1
265	говорит не	1	1
266	имеет для	1	1
267	если он	1	1
268	не могла	1	1
269	между этими	2	1
270	роли в	1	1
271	и если	1	1
272	жизнью и	2	1
273	перестает быть	1	1
274	не как	1	1
275	и вот	1	1
276	на земле	1	1
277	и по	1	1
278	с собой	1	1
279	с такими	1	1
280	но все	2	1
281	на нее	1	1
282	презрение к	4	1
283	эта книга	1	1
284	за то	1	1
285	она находит	1	1
286	был первым	1	1
287	его в	2	1
288	обоих случаях	1	1
289	в глазах	2	1
290	и сердце	1	1
291	он есть	1	1
292	отца и	2	1
293	никакой роли	1	1
294	с начала	1	1
295	бедствия и	1	1
296	эти же	1	1
297	со стола	1	1
298	но затем	1	1
299	с тем	2	1
300	эту тему	1	1
301	со своими	1	1
302	которой он	1	1
303	он и	2	1
304	несмотря на	5	1
305	романа прежде	1	1
306	отвращение к	1	1
307	двумя образами	1	1
308	очень важный	1	1
309	обратимся к	1	1
310	заставляет ее	1	1
311	игры в	1	1
312	ничего подобного	1	1
313	во времена	1	1
314	не столько	1	1
315	могло бы	1	1
316	своего рода	3	1
317	одном из	2	1
318	дается в	1	1
319	чтоб я	1	1
320	не понимает	1	1
321	в iii	1	1
322	страха и	1	1
323	не играют	2	1
324	смертной казни	1	1
325	по всем	1	1
326	не могли	1	1
327	того кто	1	1
328	что имя	1	1
329	по себе	1	1
330	перед собою	1	1
331	не менее	1	1
332	не раз	1	1
333	это чувство	1	1
334	что с	3	1
335	в обоих	1	1
336	того как	1	1
337	без конца	1	1
338	но только	1	1
339	значение этого	1	1
340	он с	1	1
341	не имеет	2	1
342	это мы	1	1
343	ничего не	2	1
344	входит и	1	1
345	одна из	2	1
346	он пытался	1	1
347	xix веке	2	1
348	особое значение	1	1
349	входят в	1	1
350	как будто	3	1
351	в момент	1	1
352	могут быть	1	1
353	его за	2	1
354	его с	1	1
355	свое значение	1	1
356	где он	1	1
357	и это	2	1
358	и о	1	1
359	всего этого	1	1
360	новую жизнь	1	1
361	же не	1	1
362	отметим также	1	1
363	веру в	2	1
364	его самого	1	1
365	можно было	1	1
366	не за	2	1
367	раз он	2	1
368	начала и	1	1
369	мог бы	3	1
370	когда его	1	1
371	жизнь и	3	1
372	а там	1	1
373	эту сцену	1	1
374	стремление к	1	1
375	об этом	4	1
376	о нем	1	1
377	и здесь	2	1
378	известной степени	1	1
379	и т.д	1	1
380	в глаза	2	1
381	после того	1	1
382	только за	1	1
383	времени в	2	1
384	это была	1	1
385	восходит к	1	1
386	за этим	1	1
387	что и	2	1
388	это не	5	1
389	есть с	1	1
390	говорит в	1	1
391	нашел в	1	1
392	казалось что	1	1
393	оказалось что	1	1
394	с ними	1	1
395	как нечто	1	1
396	это очень	5	1
397	во ii	1	1
398	был так	1	1
399	но особо	1	1
