N	2gram	Bakhtin_KF_1	Myshleni
1	в этом	14	29
2	точки зрения	12	28
3	и в	24	26
4	для себя	5	24
5	не только	5	24
6	то что	7	24
7	с точки	9	21
8	того чтобы	2	19
9	для того	3	18
10	в том	6	18
11	и не	26	18
12	том что	4	17
13	потому что	2	16
14	как и	5	15
15	того что	3	14
16	так как	1	14
17	и его	17	12
18	вместе с	1	12
19	что в	4	12
20	мысли и	1	11
21	в которой	1	11
22	только не	1	11
23	но и	9	11
24	не может	27	11
25	слова и	1	10
26	по своей	1	10
27	в самом	1	9
28	в себе	21	9
29	смысловой стороны	1	9
30	тому что	2	9
31	мысли в	1	9
32	мышления и	2	9
33	слово и	1	9
34	тем что	3	9
35	что мы	1	9
36	по своему	3	9
37	то же	5	8
38	той же	1	8
39	что она	1	8
40	что он	2	8
41	только в	16	8
42	ее в	1	8
43	тем самым	4	8
44	и то	2	7
45	мы не	3	7
46	и к	1	7
47	к тому	1	7
48	может быть	45	7
49	прежде всего	2	7
50	самом деле	3	6
51	вопрос о	2	6
52	во всех	11	6
53	по отношению	26	6
54	все же	5	6
55	что это	3	6
56	все эти	10	6
57	было бы	8	6
58	и тем	3	6
59	в ее	16	6
60	что эта	2	6
61	в сознании	2	6
62	связь между	1	6
63	в какой	1	6
64	именно в	5	6
65	а не	17	6
66	как бы	9	6
67	в смысле	6	6
68	мы должны	1	6
69	все что	1	6
70	связи между	1	5
71	тем же	1	5
72	из всех	1	5
73	оба эти	2	5
74	в целом	10	5
75	и с	1	5
76	нашего исследования	1	5
77	с тем	2	5
78	что этот	3	5
79	она не	1	5
80	тогда когда	3	5
81	в процессе	2	5
82	же самое	1	5
83	во второй	1	5
84	если бы	8	5
85	в виду	3	5
86	можно сказать	1	5
87	в качестве	2	5
88	если мы	1	5
89	одно из	1	5
90	себе в	1	5
91	и их	6	5
92	слова в	2	5
93	до конца	3	5
94	как это	1	5
95	в данном	2	5
96	отношению к	22	5
97	и для	9	5
98	только что	1	5
99	показать что	1	4
100	едва ли	2	4
101	еще не	4	4
102	в нашем	1	4
103	это и	2	4
104	смысловой и	1	4
105	как в	2	4
106	но в	5	4
107	не можем	1	4
108	нами в	1	4
109	на то	1	4
110	и во	1	4
111	чем в	1	4
112	в котором	24	4
113	не в	12	4
114	не менее	3	4
115	не по	4	4
116	никогда не	5	4
117	в области	2	4
118	в момент	3	4
119	не есть	20	4
120	имеет место	1	4
121	приводит к	1	4
122	о том	3	4
123	мысль не	2	4
124	в его	40	4
125	и только	6	4
126	одной из	1	4
127	друг друга	1	4
128	это есть	2	4
129	должны быть	1	4
130	и от	1	4
131	и наконец	1	4
132	гораздо более	1	4
133	на самом	3	3
134	в первом	1	3
135	что эти	1	3
136	мы уже	1	3
137	совпадает с	1	3
138	в ней	3	3
139	в чем	4	3
140	мышления как	2	3
141	но не	12	3
142	нет и	3	3
143	в этой	2	3
144	как к	2	3
145	в этот	1	3
146	целому и	1	3
147	к выводу	1	3
148	он не	6	3
149	в первой	1	3
150	отношений между	1	3
151	содержит в	1	3
152	и по	1	3
153	так и	2	3
154	об этом	1	3
155	не совпадает	1	3
156	это положение	1	3
157	такой же	1	3
158	для него	8	3
159	в своей	10	3
160	тем не	2	3
161	для нее	7	3
162	по себе	2	3
163	что ему	1	3
164	в основе	5	3
165	но только	1	3
166	я не	6	3
167	во всем	7	3
168	только по	2	3
169	представляется нам	1	3
170	отличается от	1	3
171	его с	2	3
172	с собой	1	3
173	мог бы	1	3
174	для этого	2	3
175	с ним	5	3
176	нашей работы	1	3
177	но мы	1	3
178	и психологического	1	3
179	во втором	1	3
180	нуждается в	1	3
181	что и	7	3
182	это не	10	3
183	к нему	12	3
184	мысль и	2	3
185	мы видим	1	3
186	только на	1	3
187	менее всего	6	3
188	мы можем	1	3
189	как раз	1	3
190	момент в	7	3
191	были бы	2	3
192	в живом	1	3
193	своей структуре	1	3
194	деятельности и	2	3
195	и потому	2	3
196	смысле этого	1	3
197	этого слова	2	3
198	и о	1	3
199	но это	6	3
200	о его	1	3
201	все это	10	3
202	не является	1	3
203	к пониманию	1	3
204	между ними	1	3
205	первом случае	1	3
206	в то	3	3
207	и другой	1	3
