N	4gram	Vinokur_Ku_1	Psycholo
1	заключается в том что	2	7
2	в том случае если	1	4
3	и в самом деле	2	4
4	только в том случае	1	4
5	в том что он	3	3
6	в том что она	1	3
7	совершенно справедливо указывает что	1	2
8	точно так же как	1	2
9	в то же время	2	2
10	по крайней мере в	1	1
11	для того чтобы дать	2	1
12	которым приходится иметь дело	1	1
13	в том смысле что	1	1
14	одно и то же	1	1
15	получить некоторое знание о	1	1
16	не что иное как	1	1
17	что же касается до	1	1
18	и т п так	2	1
19	с этой точки зрения	1	1
20	никак не может быть	1	1
21	во всяком случае все	1	1
22	свидетельствует о том что	1	1
23	одного и того же	2	1
24	а с другой стороны	2	1
25	из того факта что	1	1
26	в силу того что	2	1
27	это можно было бы	1	1
28	в чем здесь дело	1	1
