N	3gram	Losev_Prob_3	VerxiiNi
1	с одной стороны	1	7
2	с точки зрения	2	6
3	во всяком случае	6	6
4	более или менее	1	5
5	до сих пор	2	5
6	по крайней мере	5	5
7	для того чтобы	1	5
8	о том что	3	4
9	к тому же	1	4
10	так или иначе	1	3
11	точно так же	3	3
12	в конце концов	3	3
13	так же как	1	3
14	всяком случае не	1	3
15	в связи с	7	3
16	тем не менее	10	3
17	в том что	9	3
18	в том виде	2	2
19	таким образом если	1	2
20	и связанные с	1	2
21	еще только в	1	2
22	то ясно что	1	2
23	и потому что	1	2
24	то же самое	7	2
25	потому что и	1	2
26	может быть даже	3	2
27	с этой точки	1	2
28	то или иное	2	2
29	может быть и	3	2
30	то ни было	3	2
31	по сравнению с	2	2
32	бы то ни	4	2
33	таким образом в	1	2
34	ничего общего с	2	2
35	этой точки зрения	2	2
36	той или иной	8	2
37	можно сказать что	2	2
38	на то что	1	2
39	в то же	4	2
40	и в этом	6	2
41	и того же	1	1
42	и все же	1	1
43	и есть то	1	1
44	что в этом	1	1
45	ничем не отличаются	1	1
46	сказать что в	1	1
47	в прямом смысле	1	1
48	это не означает	1	1
49	иметь в виду	1	1
50	с первого взгляда	3	1
51	имеется и в	1	1
52	значение в связи	1	1
53	в котором он	1	1
54	в самом деле	1	1
55	в настоящее время	2	1
56	одного и того	1	1
57	крайней мере в	1	1
58	о том как	2	1
59	а потому что	1	1
60	сказать и о	1	1
61	ввиду того что	1	1
62	в таком случае	4	1
63	в одно нераздельное	1	1
64	сами по себе	6	1
65	в первую очередь	3	1
66	с тем что	1	1
67	другими словами в	1	1
68	не имеет самостоятельного	1	1
69	но когда мы	1	1
70	том или ином	2	1
71	и состоит из	1	1
72	но все они	1	1
73	не указывает на	1	1
74	жизни и только	1	1
75	в том или	2	1
76	в данном случае	7	1
77	в нашем смысле	2	1
78	в первом случае	1	1
79	на этот раз	3	1
80	тот факт что	1	1
81	смысле этого слова	1	1
82	но при этом	1	1
83	имеет самостоятельного значения	1	1
84	в отличие от	2	1
85	мы видели выше	1	1
86	или по крайней	4	1
87	нашем смысле слова	1	1
88	и в этой	1	1
89	указывает на то	1	1
90	все же есть	2	1
91	еще и потому	1	1
92	данном случае мы	1	1
93	когда мы читаем	1	1
94	друг к другу	1	1
95	не имеет никакого	3	1
96	одно нераздельное целое	1	1
97	с другой стороны	5	1
98	речь идет о	1	1
99	сливаются в одно	1	1
100	только то что	2	1
101	не может быть	5	1
102	только с первого	1	1
103	но с другой	2	1
104	не было когда	1	1
105	в то время	4	1
106	так и в	1	1
107	нет ничего кроме	1	1
108	это и есть	1	1
109	первого взгляда может	1	1
110	и никогда не	1	1
111	не только не	1	1
112	да и сами	1	1
113	есть то самое	1	1
114	то есть о	1	1
115	может показаться что	1	1
116	связи с тем	1	1
117	что мы можем	2	1
118	ни на какие	1	1
119	может быть в	1	1
120	как на нечто	1	1
121	в себе не	1	1
122	что и в	3	1
123	могло бы быть	2	1
124	только тогда когда	1	1
125	и только в	2	1
126	именно потому что	3	1
127	и здесь не	1	1
