N	3gram	Losev_Dial_3	Istorich
1	с другой стороны	2	8
2	и т д	23	8
3	с одной стороны	3	7
4	в том что	3	5
5	до сих пор	1	4
6	в мифе о	1	4
7	о том что	5	4
8	мы имеем в	1	4
9	в данном случае	1	3
10	то время как	4	3
11	но так как	1	3
12	в то время	4	3
13	не может быть	6	3
14	том что в	1	2
15	на первый план	4	2
16	точно так же	2	2
17	т е в	4	2
18	во всяком случае	2	2
19	как и в	3	2
20	что и в	1	2
21	и только он	1	1
22	что иное как	6	1
23	в подобных случаях	1	1
24	в этом мире	1	1
25	в чистом виде	1	1
26	только потому что	1	1
27	как только мы	1	1
28	то это значит	4	1
29	т е становится	1	1
30	более или менее	1	1
31	но то что	2	1
32	и в особенности	1	1
33	того или другого	1	1
34	одной стороны и	1	1
35	же как и	1	1
36	и не может	1	1
37	в таком случае	10	1
38	в зависимости от	2	1
39	друг на друга	1	1
40	миф не есть	5	1
41	есть одно и	1	1
42	убежден в том	1	1
43	а иногда и	1	1
44	с этой точки	2	1
45	и тем не	2	1
46	они уже давно	1	1
47	одно и то	2	1
48	это может быть	1	1
49	ведь эти же	1	1
50	так же как	2	1
51	что есть еще	1	1
52	и то же	2	1
53	а именно как	1	1
54	так или иначе	2	1
55	мы не видим	2	1
56	то что все	1	1
57	это не значит	1	1
58	что у него	1	1
59	между мифом и	1	1
60	значит что она	1	1
61	и в том	1	1
62	в том смысле	1	1
63	этой точки зрения	2	1
64	есть не что	3	1
65	от того что	1	1
66	том смысле что	1	1
67	не забудем что	1	1
68	он был бы	1	1
69	что в ней	1	1
70	вообще ничего не	2	1
71	это значит что	21	1
72	подобно тому как	4	1
73	речь идет о	1	1
74	не менее в	1	1
75	с этой стороны	1	1
76	не было ни	2	1
77	на то что	3	1
78	из этих двух	1	1
79	не значит что	1	1
80	не что иное	6	1
81	не имели в	1	1
82	тем не менее	10	1
83	не только то	1	1
84	в сравнении с	3	1
85	но как только	1	1
86	в себе не	1	1
87	религиозный миф и	1	1
