N	3gram	Voloshinov_1	Psycholo
1	для того чтобы	7	19
2	в том что	1	12
3	все то что	2	11
4	о том что	2	10
5	в самом деле	1	7
6	то же самое	4	6
7	к тому что	2	5
8	на самом деле	3	5
9	с самого начала	4	5
10	с точки зрения	5	4
11	можно было бы	1	4
12	мы никогда не	5	3
13	в конце концов	3	3
14	смысле этого слова	2	3
15	и в этом	1	3
16	то что мы	4	3
17	до сих пор	1	3
18	какое значение имеет	1	2
19	точном смысле этого	2	2
20	которая могла бы	1	2
21	вместе с тем	2	2
22	в каком порядке	1	2
23	одна и та	1	2
24	с другой стороны	1	2
25	и той же	2	2
26	же самое и	1	2
27	не только не	1	2
28	с целым рядом	1	2
29	мы видим что	2	2
30	одной и той	2	2
31	и та же	1	2
32	если мы будем	1	2
33	мы уже знаем	1	2
34	но если бы	1	2
35	что иное как	2	1
36	иметь дело с	1	1
37	если бы нам	1	1
38	или хотя бы	2	1
39	прежде всего на	1	1
40	та же самая	2	1
41	все же должно	1	1
42	равно как и	2	1
43	в этом сложном	1	1
44	мы должны перейти	1	1
45	в том и	1	1
46	в одной и	1	1
47	мы не можем	1	1
48	на две группы	1	1
49	никогда не сумеем	2	1
50	по самой своей	1	1
51	у нас на	1	1
52	в той же	3	1
53	при этом мы	1	1
54	хотя бы одного	1	1
55	не было бы	2	1
56	и другом случае	1	1
57	том и другом	1	1
58	то же время	7	1
59	и не может	1	1
60	видим что и	1	1
61	на этот вопрос	1	1
62	если мы прибавим	1	1
63	и здесь мы	1	1
64	что могло бы	1	1
65	построения и в	3	1
66	в своем развитии	1	1
67	того как перейти	1	1
68	и вот это	1	1
69	приходится иметь дело	2	1
70	на первый взгляд	1	1
71	тот факт что	1	1
72	и в то	2	1
73	в которой мы	1	1
74	и не было	1	1
75	и никак не	1	1
76	и к тому	1	1
77	его со всех	1	1
78	и уже в	1	1
79	в свою очередь	4	1
80	что эти три	1	1
81	тем же самым	1	1
82	мы совершенно не	1	1
83	которое существует между	1	1
84	и в каком	1	1
85	в точном смысле	2	1
86	это только одна	1	1
87	как бы в	3	1
88	как в зеркале	1	1
89	но и вообще	1	1
90	как перейти к	1	1
91	мысль о том	1	1
92	не может быть	2	1
93	только одна из	1	1
94	но об этом	2	1
95	не что иное	2	1
96	ни в какой	1	1
97	всего того что	1	1
98	не забудем что	3	1
99	и никогда не	1	1
100	до того как	1	1
101	не только в	3	1
102	в конечном счете	1	1
103	мы будем говорить	2	1
104	можно сказать что	2	1
105	с тем и	2	1
106	они как бы	1	1
107	в то же	9	1
108	как мы уже	2	1
109	нам придется еще	1	1
110	это как бы	1	1
111	в каком направлении	1	1
112	мы приходим к	1	1
113	тем самым мы	1	1
114	мы легко можем	1	1
115	как и искусства	1	1
116	в душе человека	1	1
117	мы увидим что	2	1
118	в жизни и	1	1
119	точку зрения на	1	1
120	этом мы условно	1	1
121	что оно является	1	1
