N	2gram	Bakhtin_KF_1	EvropaiE
1	и в	24	37
2	в отношении	1	32
3	точки зрения	12	23
4	что в	4	21
5	не только	5	18
6	с точки	9	17
7	в то	3	16
8	то же	5	15
9	хотя бы	4	15
10	отношении к	2	15
11	в своем	16	14
12	но в	5	14
13	же время	2	14
14	в качестве	2	14
15	но и	9	14
16	и не	26	14
17	в этом	14	12
18	в их	8	11
19	в области	2	11
20	в том	6	11
21	так и	2	10
22	отнюдь не	6	9
23	в себе	21	9
24	только в	16	9
25	прежде всего	2	9
26	не может	27	9
27	в смысле	6	9
28	в ее	16	8
29	думать что	2	8
30	было бы	8	8
31	в своей	10	8
32	к тому	1	8
33	между тем	4	8
34	также и	1	7
35	того что	3	7
36	так как	1	7
37	как и	5	7
38	по своему	3	7
39	между прочим	1	7
40	может быть	45	6
41	и на	3	6
42	во всех	11	6
43	на то	1	6
44	то есть	1	6
45	том что	4	6
46	того чтобы	2	6
47	вовсе не	7	6
48	для того	3	6
49	и даже	1	6
50	как бы	9	6
51	то что	7	6
52	столь же	1	5
53	но не	12	5
54	не в	12	5
55	и по	1	5
56	тем самым	4	5
57	одной из	1	5
58	в виде	2	5
59	со стороны	7	5
60	от этого	2	5
61	и потому	2	5
62	мы не	3	4
63	вопрос о	2	4
64	в некотором	3	4
65	в ней	3	4
66	независимо от	3	4
67	в самом	1	4
68	то ни	2	4
69	того или	3	4
70	несмотря на	1	4
71	чем в	1	4
72	лежат в	1	4
73	в предыдущем	1	4
74	не имеет	5	4
75	в процессе	2	4
76	к ней	1	4
77	той или	3	4
78	бы то	2	4
79	по себе	2	4
80	можно сказать	1	4
81	именно в	5	4
82	ни было	4	4
83	для удовлетворения	1	4
84	само по	1	4
85	или иной	2	4
86	мира в	6	4
87	как это	1	4
88	для нас	4	4
89	или иного	3	4
90	культуры в	1	4
91	в каком	4	4
92	из всех	1	3
93	бы и	3	3
94	того же	1	3
95	как в	2	3
96	когда он	1	3
97	и к	1	3
98	или иную	1	3
99	в известном	1	3
100	мы можем	1	3
101	не будет	2	3
102	не дает	3	3
103	большинстве случаев	1	3
104	и мы	2	3
105	этом смысле	3	3
106	и тем	3	3
107	с тем	2	3
108	во второй	1	3
109	она в	1	3
110	можно ли	1	3
111	дело в	2	3
112	никогда не	5	3
113	потому что	2	3
114	уже и	1	3
115	ли это	2	3
116	во все	1	3
117	настоящему моменту	1	3
118	бы ни	1	3
119	о том	3	3
120	от них	1	3
121	место в	5	3
122	что и	7	3
123	и только	6	3
124	известном смысле	1	3
125	в стороне	1	3
126	всяком случае	1	3
127	этот факт	2	3
128	различия в	1	3
129	не из	2	3
130	в данной	1	3
131	ту или	1	3
132	себе в	1	3
133	к ним	4	3
134	тем что	3	3
135	в свою	3	3
136	там где	5	3
137	ни на	1	3
138	в данном	2	3
139	к настоящему	1	3
140	не является	1	3
141	и для	9	3
142	и от	1	3
143	в результате	1	3
144	мира и	4	3
145	не более	1	3
146	жизни в	5	3
147	на своем	3	3
148	ее в	1	3
149	во всяком	1	3
150	данной области	1	2
151	и то	2	2
152	мира не	3	2
153	что эти	1	2
154	ведь и	1	2
155	должна быть	4	2
156	и этот	3	2
157	именно к	1	2
158	культуры из	1	2
159	культурного творчества	1	2
160	не нужно	2	2
161	но как	5	2
162	за вычетом	6	2
163	в истории	1	2
164	более чем	1	2
165	его на	2	2
166	с этим	1	2
167	помнить что	1	2
168	хотя и	1	2
169	и как	2	2
170	можно в	1	2
171	что это	3	2
172	в этой	2	2
173	этот процесс	1	2
174	как оно	2	2
175	главным образом	1	2
176	он не	6	2
177	прочим и	1	2
178	отношений между	1	2
179	поскольку она	2	2
180	это значит	1	2
181	в мире	6	2
182	и с	1	2
183	все другие	1	2
184	и рядом	1	2
185	в своих	3	2
186	одна и	1	2
187	в не	1	2
188	такой же	1	2
189	культуры с	1	2
190	и того	2	2
191	в эту	1	2
192	в этих	1	2
193	жизни мира	1	2
194	но поскольку	1	2
195	в котором	24	2
196	не к	1	2
197	при условии	2	2
198	к такой	1	2
199	она не	1	2
200	тогда когда	3	2
201	и имеет	1	2
202	на язык	3	2
203	могут стать	2	2
204	по своей	1	2
205	к той	1	2
206	культурные ценности	3	2
207	могут быть	3	2
208	оставить в	1	2
209	всего в	1	2
210	только одно	1	2
211	имеет место	1	2
212	утверждать что	1	2
213	как не	1	2
214	свою очередь	1	2
215	на основе	7	2
216	культуры и	5	2
217	мог бы	1	2
218	на месте	1	2
219	ценность в	1	2
220	если бы	8	2
221	в содержании	1	2
222	того мира	1	2
223	и та	2	2
224	второй половине	1	2
225	кажется что	2	2
226	в значительной	1	2
227	и во	1	2
228	к нему	12	2
229	ее от	1	2
230	во втором	1	2
231	в его	40	2
232	во всей	4	2
233	и можно	1	2
234	мы должны	1	2
235	но с	1	2
236	в какой	1	2
237	и теперь	1	2
238	не можем	1	2
239	в большинстве	1	2
240	и других	2	2
241	бы совершенно	1	2
242	в одном	4	2
243	другой и	1	2
244	во власти	1	2
245	а именно	1	2
246	будет ли	2	2
247	каких бы	1	2
248	только к	1	2
249	а не	17	2
250	и тут	1	2
251	что все	1	2
252	нужно думать	1	2
253	вместе с	1	2
254	относятся к	1	2
255	ко всему	5	2
256	поскольку он	2	2
257	и каждая	1	2
258	и таким	1	2
259	мира но	4	2
260	или в	1	2
261	и все	7	2
262	еще более	2	2
263	стороны в	3	2
264	и наконец	1	2
265	же в	1	2
266	мы видим	1	2
267	а в	4	2
268	не есть	20	2
269	между ними	1	2
270	культуры как	1	2
271	жизни и	8	2
272	и эта	2	2
273	нужно помнить	1	1
274	себя как	2	1
275	даже более	1	1
276	ту же	1	1
277	место при	1	1
278	мы здесь	2	1
279	сомнения что	1	1
280	не делает	1	1
281	и это	12	1
282	от своей	5	1
283	в чисто	1	1
284	и до	1	1
285	права и	1	1
286	исходит из	1	1
287	противном случае	1	1
288	и утверждается	1	1
289	той же	1	1
290	именно при	1	1
291	что между	1	1
292	это что	1	1
293	чтобы не	2	1
294	говорить о	2	1
295	только это	2	1
296	а для	2	1
297	когда мы	1	1
298	может дать	3	1
299	быть в	4	1
300	с его	1	1
301	конечно это	1	1
302	тем как	3	1
303	мы будем	1	1
304	к которой	2	1
305	его построения	1	1
306	по отношению	26	1
307	и будет	1	1
308	в оценке	1	1
309	только путем	1	1
310	и факта	1	1
311	относится к	1	1
312	ней в	1	1
313	все остальные	1	1
314	все же	5	1
315	в противном	1	1
316	смысле этого	1	1
317	не являются	1	1
318	его к	2	1
319	этого мира	3	1
320	в этот	1	1
321	значения как	1	1
322	та же	2	1
323	эти положения	1	1
324	это есть	2	1
325	в нашем	1	1
326	близости к	1	1
327	разных точек	1	1
328	один и	1	1
329	нами в	1	1
330	и тот	1	1
331	бы только	1	1
332	но его	1	1
333	жизнью и	1	1
334	на его	1	1
335	к выводу	1	1
336	при этом	4	1
337	жизни вообще	1	1
338	области и	3	1
339	но само	1	1
340	не значит	6	1
341	эта последняя	1	1
342	другой в	1	1
343	и когда	2	1
344	в принципе	2	1
345	не как	4	1
346	в корне	2	1
347	действительно имеют	1	1
348	этом мире	2	1
349	на этом	1	1
350	но все	5	1
351	значительной степени	1	1
352	а затем	1	1
353	в нем	28	1
354	том случае	1	1
355	характерной чертой	1	1
356	своеобразный мир	1	1
357	ценности и	4	1
358	лишь в	8	1
359	входит в	3	1
360	и иных	1	1
361	человечества но	1	1
362	весь мир	2	1
363	в жизни	2	1
364	который по	1	1
365	времени можно	1	1
366	рядом с	3	1
367	она и	1	1
368	соответствии с	2	1
369	выйти в	2	1
370	жизни но	3	1
371	и было	1	1
372	как таковой	1	1
373	и всей	1	1
374	и поскольку	1	1
375	и культуры	1	1
376	момент во	1	1
377	к действительному	1	1
378	от себя	10	1
