N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	24
2	не только	26	21
3	что он	5	21
4	и т	2	17
5	может быть	10	14
6	не может	8	14
7	что в	4	13
8	в этих	1	13
9	мы имеем	3	12
10	как в	5	12
11	в этом	13	12
12	и здесь	2	12
13	но и	15	11
14	это не	3	10
15	том что	13	10
16	и что	2	10
17	у него	6	10
18	а в	9	10
19	все же	6	9
20	с другой	5	9
21	не в	8	9
22	о том	5	9
23	потому что	2	9
24	то же	4	8
25	еще не	2	8
26	что и	2	8
27	а не	17	8
28	все это	1	8
29	или в	1	8
30	во всех	1	7
31	то что	8	7
32	таким образом	5	7
33	одна из	3	7
34	с собой	1	7
35	к нему	1	7
36	один из	3	7
37	в том	14	7
38	вместе с	1	7
39	что это	4	6
40	но не	3	6
41	как он	2	6
42	в нем	5	6
43	он не	5	6
44	об этом	4	6
45	как и	4	6
46	для нас	2	6
47	и все	4	6
48	а именно	1	6
49	того что	6	6
50	только в	11	6
51	ответ на	5	6
52	тем что	1	6
53	так же	2	6
54	с этой	3	6
55	во время	2	6
56	в чем	2	5
57	с одной	5	5
58	отношение к	1	5
59	но в	6	5
60	что она	2	5
61	здесь мы	1	5
62	не менее	4	5
63	от героя	1	5
64	с ним	4	5
65	дело не	1	5
66	ничего не	6	5
67	так и	9	5
68	дочь и	1	5
69	представляют собой	2	5
70	одной стороны	5	5
71	видно что	2	5
72	героя и	2	5
73	же как	2	4
74	начинается с	1	4
75	он может	2	4
76	мы не	2	4
77	представляет собой	16	4
78	жениться на	1	4
79	первый взгляд	1	4
80	как бы	6	4
81	при этом	14	4
82	не всегда	1	4
83	на первый	1	4
84	точки зрения	5	4
85	своего рода	9	4
86	тем не	5	4
87	не имеет	2	4
88	никогда не	6	4
89	со своим	2	4
90	в других	2	4
91	что у	2	4
92	с того	1	4
93	представления о	2	4
94	ли он	1	4
95	то и	3	4
96	вовсе не	2	4
97	если не	2	4
98	в данном	10	4
99	и не	14	4
100	мы должны	1	4
101	одной из	1	4
102	например в	1	3
103	видеть в	1	3
104	не вполне	2	3
105	и он	2	3
106	в ответ	3	3
107	с его	3	3
108	тогда как	15	3
109	себе и	2	3
110	что они	3	3
111	этой стороны	1	3
112	к себе	7	3
113	хотя и	5	3
114	когда он	1	3
115	и наконец	1	3
116	из этих	2	3
117	на то	2	3
118	после этого	1	3
119	и по	3	3
120	а его	1	3
121	которой он	3	3
122	она в	1	3
123	вопрос о	1	3
124	волшебный помощник	1	3
125	в конце	4	3
126	но они	1	3
