N	2gram	Potebnia_M_1	Problema
1	то есть	42	46
2	в его	5	43
3	и не	18	42
4	и в	39	38
5	познания и	2	30
6	и проч	1	28
7	не может	22	27
8	может быть	27	26
9	как бы	6	22
10	по отношению	13	21
11	отношению к	13	19
12	и с	3	17
13	и его	5	16
14	в этом	15	15
15	в нем	20	15
16	и т	6	14
17	только в	25	13
18	т п	4	13
19	прежде всего	4	13
20	независимо от	6	13
21	но не	8	12
22	за пределы	2	12
23	в единстве	2	12
24	во всех	5	11
25	в области	1	11
26	ни в	1	11
27	и для	5	11
28	таким образом	13	10
29	в их	2	10
30	к нему	1	10
31	не только	21	9
32	не имеет	5	9
33	его в	1	9
34	имеет дело	1	9
35	но и	20	9
36	и как	6	8
37	входит в	1	8
38	было бы	12	8
39	точки зрения	8	8
40	для нее	2	8
41	в том	26	8
42	то что	10	8
43	еще не	6	7
44	в самом	3	7
45	как и	9	7
46	не в	15	7
47	как мы	2	7
48	с другой	7	7
49	между тем	5	7
50	слова в	2	7
51	совершенно не	1	7
52	в своей	3	7
53	что в	22	7
54	отношения к	1	6
55	самом деле	1	6
56	там где	4	6
57	не всегда	1	6
58	с точки	3	6
59	не есть	10	6
60	ничего не	1	6
61	дело с	1	6
62	есть чисто	1	6
63	мы можем	2	6
64	все же	6	6
65	а в	5	6
66	высшей степени	1	5
67	тем как	3	5
68	в своем	3	5
69	все эти	1	5
70	при этом	6	5
71	то же	6	5
72	это не	7	5
73	в них	3	5
74	рядом с	1	5
75	далеко не	1	5
76	так и	13	5
77	и о	2	5
78	никогда не	4	5
79	с ним	3	5
80	не на	1	5
81	а не	21	5
82	со словом	3	5
83	могут быть	9	5
84	быть только	5	5
85	должно быть	7	5
86	все они	2	5
87	имеет место	2	5
88	на самом	1	4
89	должна быть	3	4
90	нашел бы	1	4
91	в виду	2	4
92	в ней	7	4
93	относится к	3	4
94	как в	10	4
95	но в	9	4
96	в нашем	1	4
97	в себе	13	4
98	перестает быть	1	4
99	в данном	1	4
100	значение слова	1	4
101	не менее	6	4
102	тем самым	4	4
103	о значении	1	4
104	в то	4	4
105	представлять себе	1	4
106	должны быть	7	4
107	здесь не	1	4
108	в ее	1	4
109	в произведении	1	4
110	можно было	1	4
111	не с	1	4
112	о том	2	4
113	с ними	1	4
114	в предмете	1	4
115	в других	2	4
116	и только	2	4
117	к которому	3	4
118	что не	10	4
119	более того	1	4
120	только по	2	4
121	и потому	5	4
122	в более	4	4
123	хотя бы	2	4
124	вне себя	1	4
125	между ними	1	4
126	сказать что	3	4
127	другой стороны	5	4
128	ли мы	1	3
129	например в	1	3
130	противном случае	3	3
131	едва ли	1	3
132	на них	1	3
133	бы то	2	3
134	мы будем	2	3
135	связи и	1	3
136	помнить что	3	3
137	в целом	2	3
138	вследствие этого	1	3
139	он не	3	3
140	то ни	3	3
141	в мире	3	3
142	а как	2	3
143	с другими	1	3
144	может стать	1	3
