N	2gram	Bakhtin_Fr_5	KFilosof
1	может быть	2	43
2	в его	13	39
3	в нем	10	31
4	не может	5	27
5	и не	15	26
6	по отношению	1	25
7	и в	45	22
8	в себе	1	21
9	в котором	1	21
10	отношению к	1	21
11	для меня	1	20
12	и его	13	17
13	а не	4	17
14	только в	4	16
15	в этом	14	13
16	точки зрения	4	13
17	и это	4	12
18	но не	4	12
19	ни в	3	12
20	для него	3	12
21	все эти	5	11
22	в своей	3	11
23	не в	7	11
24	к нему	2	11
25	во всех	13	10
26	в едином	1	10
27	в своем	11	10
28	это не	3	10
29	с точки	2	10
30	все это	7	10
31	из себя	1	10
32	и есть	2	9
33	в их	4	9
34	в целом	2	9
35	для нее	1	9
36	его целом	1	9
37	но и	10	9
38	как бы	12	9
39	и для	3	9
40	и все	7	9
41	лишь в	2	8
42	было бы	2	8
43	мир в	1	8
44	если бы	1	8
45	не было	3	8
46	жизни и	8	8
47	то что	2	7
48	должен быть	2	7
49	в себя	5	7
50	и здесь	4	7
51	что и	7	7
52	себя в	1	7
53	конечно не	2	7
54	вовсе не	8	7
55	менее всего	3	6
56	мира в	1	6
57	он не	6	6
58	смысл и	1	6
59	в мире	1	6
60	этот момент	3	6
61	и только	2	6
62	и их	5	6
63	но это	5	6
64	в том	10	6
65	мир где	1	5
66	но как	1	5
67	все же	2	5
68	но в	14	5
69	не только	14	5
70	то же	11	5
71	но все	1	5
72	его в	5	5
73	как и	10	5
74	что я	1	5
75	от его	3	5
76	но эта	2	5
77	не имеет	3	5
78	никогда не	1	5
79	бытия как	1	5
80	ни одно	1	5
81	с ним	5	5
82	со всем	1	5
83	именно в	3	5
84	его как	4	5
85	там где	3	5
86	ее и	1	5
87	в основе	4	5
88	хотя бы	2	5
89	жизни в	2	5
90	не знает	1	5
91	ко всему	2	5
92	в чем	2	4
93	как моменты	1	4
94	при этом	2	4
95	время и	1	4
96	не как	1	4
97	к ним	1	4
98	не по	1	4
99	чем не	2	4
100	о нем	1	4
101	с ними	1	4
102	и т.д	2	4
103	времени и	1	4
104	мира и	8	4
105	между тем	2	4
106	во всей	1	4
107	нисколько не	3	4
108	в одном	3	4
109	том что	7	4
110	а в	4	4
111	что в	12	4
112	самом деле	5	3
113	на самом	5	3
114	из его	2	3
115	и этот	1	3
116	мы не	4	3
117	что это	2	3
118	это единство	1	3
119	в ней	8	3
120	еще не	1	3
121	и на	5	3
122	тем как	1	3
123	нет и	2	3
124	в акте	5	3
125	независимо от	2	3
126	бы и	1	3
127	бы не	1	3
128	всех этих	6	3
129	для того	6	3
130	из него	1	3
131	в каждом	2	3
132	в другом	3	3
133	рядом с	2	3
134	нигде не	1	3
135	не должно	1	3
136	что этот	1	3
137	не менее	3	3
138	тогда когда	1	3
139	где он	1	3
140	ничего не	4	3
141	здесь не	6	3
142	отсюда и	1	3
143	здесь нет	3	3
144	но здесь	1	3
145	исторический материализм	1	3
146	о том	4	3
147	того что	3	3
148	быть и	1	3
149	не дает	1	3
150	и должна	1	3
151	тем что	1	3
152	от того	3	3
153	что не	1	3
154	и пр	1	3
155	до конца	1	3
156	и жизни	2	3
157	по своему	4	3
158	смысл в	1	3
159	котором он	1	3
160	от него	1	3
161	и ни	3	3
162	в свою	1	3
163	в то	11	3
164	на своем	1	3
165	чтобы не	2	2
166	мы здесь	1	2
167	не остается	1	2
168	он может	1	2
169	это и	5	2
170	а как	1	2
171	дан в	1	2
172	ему в	1	2
173	с его	7	2
174	в данном	2	2
175	свою жизнь	1	2
176	как в	3	2
177	сознания в	1	2
178	и как	5	2
179	от этого	2	2
180	истины и	1	2
181	та же	1	2
182	этих моментов	1	2
183	в этой	6	2
184	нами в	1	2
185	человек не	1	2
186	как оно	1	2
187	в виде	1	2
188	ни был	1	2
189	так и	6	2
190	не будет	1	2
191	конечно в	2	2
192	и мы	1	2
193	он ни	1	2
194	весь мир	6	2
195	это целое	1	2
196	в жизни	1	2
197	из нее	1	2
198	их для	1	2
199	с тем	2	2
200	место и	1	2
