N	2gram	Ircho_Kome_2	SlovoVZh
1	не может	3	16
2	может быть	11	14
3	точки зрения	4	14
4	как бы	2	13
5	и его	12	13
6	таким образом	6	12
7	и в	26	12
8	по отношению	3	11
9	в нашем	2	11
10	отношению к	3	11
11	и не	14	10
12	если бы	9	9
13	так как	4	9
14	прежде всего	4	8
15	сказать что	1	7
16	для нас	3	7
17	в ней	3	6
18	в том	11	6
19	только в	4	6
20	с помощью	1	6
21	в нем	6	6
22	все время	2	6
23	то же	3	5
24	в виду	2	5
25	отнюдь не	2	5
26	как в	3	5
27	но в	3	5
28	в жизни	1	5
29	героя и	1	5
30	а не	1	5
31	как и	4	5
32	и следовательно	1	5
33	том что	9	5
34	никогда не	1	5
35	хотя бы	2	5
36	то что	6	5
37	к нему	3	4
38	в литературе	1	4
39	в этом	10	4
40	все же	4	4
41	в самом	4	4
42	не только	7	4
43	ни было	2	4
44	отношение к	2	4
45	от того	2	4
46	так и	12	4
47	с другой	2	4
48	что не	1	4
49	не в	2	4
50	его в	4	4
51	и является	1	4
52	и к	2	4
53	жизни и	3	4
54	и на	7	4
55	самом деле	1	3
56	в котором	3	3
57	в пределах	1	3
58	ясно что	8	3
59	еще не	6	3
60	мы не	2	3
61	о том	6	3
62	бы то	2	3
63	но и	10	3
64	между тем	4	3
65	нуждается в	1	3
66	в художественном	1	3
67	когда он	1	3
68	имеет в	2	3
69	и ее	2	3
70	все эти	1	3
71	только на	1	3
72	конечно не	1	3
73	в себе	1	3
74	да и	3	3
75	в творчестве	1	3
76	для него	1	3
77	то ни	2	3
78	и с	5	3
79	до сих	2	3
80	ни в	5	3
81	в них	4	3
82	и уже	1	3
83	в своей	3	3
84	так же	1	3
85	тем не	1	3
86	как к	1	3
87	и более	1	3
88	из этого	2	3
89	по себе	1	3
90	произведения и	1	3
91	сих пор	2	3
92	не менее	4	3
93	все это	3	3
94	и для	4	3
95	это как	1	3
96	ее и	1	3
97	так называемой	3	3
98	с ним	1	3
99	в каком	1	3
100	как не	2	2
101	как это	4	2
102	в себя	1	2
103	действия и	1	2
104	едва ли	14	2
105	не отражает	1	2
106	мы имеем	2	2
107	со словом	1	2
108	и здесь	6	2
109	возможна только	1	2
110	и та	1	2
111	с его	5	2
112	но мы	1	2
113	и что	2	2
114	между собой	1	2
115	в чем	1	2
116	той социальной	1	2
117	в его	4	2
118	что и	7	2
119	независимо от	5	2
120	в своем	6	2
121	как уже	1	2
122	дело с	3	2
123	в какой	2	2
124	с одной	2	2
125	выражение в	1	2
126	уже в	4	2
127	тому же	11	2
128	он не	2	2
129	не так	1	2
130	содержания и	1	2
131	мы можем	3	2
132	общения и	1	2
133	но все	3	2
134	на все	1	2
135	на примере	1	2
136	это не	2	2
137	и дает	2	2
138	героя или	1	2
139	одной стороны	2	2
140	можем сказать	1	2
141	до конца	1	2
142	другой стороны	1	2
143	была бы	1	2
144	там где	1	2
145	автора и	1	2
146	связь с	1	2
147	нет ничего	1	2
148	вместе с	9	2
149	можно найти	1	2
150	к его	2	2
151	но не	3	2
152	общего с	1	2
153	место в	4	2
154	вместе со	1	2
155	с этой	3	2
156	еще раз	1	2
157	с точки	1	2
158	в то	6	2
159	ничего не	1	2
160	этих двух	1	2
161	и все	2	2
162	в этих	4	2
163	между ними	1	2
164	от всех	2	2
165	содержанию и	2	2
166	и вполне	1	2
167	на это	2	2
168	что в	9	2
169	как на	1	2
170	частной жизни	1	2
171	и другие	2	2
172	к этому	5	2
173	за ее	1	1
174	и это	2	1
175	наконец из	1	1
176	найдем в	1	1
177	например в	3	1
178	как мы	4	1
179	совпадают с	1	1
180	свою очередь	1	1
181	а из	2	1
182	на основе	1	1
183	на события	1	1
184	тем же	1	1
185	из трех	1	1
186	с самого	2	1
187	то время	3	1
188	из его	2	1
189	самому существу	1	1
190	не имеют	1	1
191	в рамки	1	1
192	из двух	1	1
193	можно было	4	1
194	обойтись без	1	1
195	было в	1	1
196	себе как	1	1
197	остается только	1	1
198	жизнь и	1	1
199	та же	1	1
200	является в	1	1
201	на что	2	1
202	творчества с	1	1
203	в содержании	1	1
204	не вполне	2	1
205	на себя	7	1
206	то она	1	1
207	сводится к	1	1
208	в порядке	1	1
209	быть более	1	1
210	чем отличается	1	1
211	за пределами	1	1
212	там же	1	1
213	столь же	9	1
214	в предварительном	1	1
215	мы понимаем	2	1
216	во всех	3	1
217	и во	2	1
218	то мы	1	1
219	от его	1	1
220	гораздо чаще	1	1
221	конечном счете	1	1
222	каком направлении	1	1
223	в общем	1	1
224	и целых	1	1
225	в свои	1	1
226	именно в	1	1
227	в одной	2	1
228	если она	1	1
229	в лице	2	1
230	опирается на	1	1
231	что именно	2	1
232	замечает что	1	1
233	не зная	1	1
234	второй план	1	1
235	в современной	1	1
236	комнаты и	1	1
237	как например	1	1
238	поле зрения	2	1
239	в новой	1	1
240	хотя и	4	1
241	в двух	6	1
242	тот же	2	1
243	более или	1	1
244	следующим образом	1	1
245	пор не	1	1
246	по мнению	1	1
247	отношения между	1	1
248	что это	4	1
249	в целом	4	1
250	если мы	1	1
251	себя в	3	1
252	думать что	1	1
253	он то	1	1
254	в большинстве	1	1
255	двух других	2	1
256	не обходится	1	1
257	значение и	1	1
258	что она	2	1
259	богатым и	1	1
260	ей в	1	1
261	обращение к	1	1
262	одно из	2	1
263	и их	3	1
264	всяком случае	2	1
265	в одном	2	1
266	вовсе не	2	1
267	у нее	2	1
268	друг друга	3	1
269	чувства в	1	1
270	как его	1	1
271	у него	4	1
272	речь и	1	1
273	этими словами	1	1
274	на этом	2	1
275	в окно	1	1
276	нее не	1	1
277	само собой	1	1
278	том же	1	1
279	найти его	1	1
280	в другом	1	1
281	связанных с	2	1
282	другого и	1	1
283	ни одной	1	1
284	зрения на	1	1
285	и из	1	1
286	входит в	1	1
287	только опираясь	1	1
288	на протяжении	10	1
289	них в	1	1
290	и тех	2	1
291	и мы	1	1
292	было бы	8	1
293	и создает	1	1
294	к которому	1	1
295	этом смысле	2	1
296	этого приема	1	1
297	что для	4	1
298	говорит о	1	1
299	же для	1	1
300	от нее	1	1
301	но уже	1	1
302	люди не	1	1
303	не было	3	1
304	рядом с	2	1
305	на второй	1	1
306	а с	1	1
307	не знает	1	1
308	берет на	2	1
309	и самый	1	1
310	не на	1	1
311	в ее	2	1
312	не всегда	2	1
313	он имеет	1	1
314	которой он	1	1
315	одна и	1	1
316	несмотря на	1	1
317	в руках	4	1
318	во взаимоотношениях	1	1
319	о чем	3	1
320	так называемый	1	1
321	взаимоотношения между	1	1
322	всех других	1	1
323	же не	2	1
324	и некоторые	1	1
325	в истории	5	1
326	и тогда	1	1
327	со всей	1	1
328	для этой	2	1
329	себя на	1	1
330	мы видели	1	1
331	или менее	1	1
332	все более	1	1
333	но если	3	1
