N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	40
2	то есть	12	18
3	и его	3	17
4	прежде всего	7	16
5	в этом	16	15
6	в романе	1	15
7	не только	10	13
8	в его	3	13
9	и не	15	13
10	вовсе не	1	12
11	что в	5	12
12	как и	16	11
13	но и	11	11
14	таким образом	1	10
15	и т.п	12	10
16	в сущности	1	9
17	он не	3	9
18	в них	3	9
19	может быть	16	9
20	и все	3	9
21	и до	1	8
22	той же	2	8
23	и на	5	8
24	отношение к	2	8
25	все эти	3	8
26	и с	2	8
27	в эпоху	1	8
28	в том	8	8
29	но в	11	8
30	то же	6	7
31	в своем	5	7
32	до нас	1	7
33	в одном	4	7
34	и др	1	7
35	во всех	1	6
36	в самом	1	6
37	в этих	3	6
38	в то	5	6
39	же время	5	6
40	до конца	1	6
41	в той	2	6
42	в своей	6	6
43	к этому	4	6
44	в году	1	5
45	в нем	7	5
46	так сказать	1	5
47	в основе	4	5
48	и для	2	5
49	хвала и	5	5
50	в особенности	1	5
51	для него	5	5
52	то что	5	5
53	не было	3	5
54	а не	14	5
55	в своих	6	5
56	также и	3	4
57	жизни и	3	4
58	в ней	2	4
59	xix века	1	4
60	в истории	1	4
61	в нашем	1	4
62	жизнью и	2	4
63	в мире	11	4
64	ни в	7	4
65	том что	10	4
66	хвалы и	2	4
67	страха и	1	4
68	даже в	1	4
69	в области	2	4
70	и смертью	2	4
71	о том	4	4
72	так в	1	4
73	роль в	4	4
74	и здесь	1	4
75	а также	8	4
76	и во	1	4
77	один из	1	4
78	только на	1	4
79	из них	3	4
80	и даже	1	4
81	здесь в	3	4
82	века и	1	4
83	в данном	7	4
84	все это	2	4
85	видно что	1	4
86	в культуре	1	4
87	ни для	4	4
88	и брани	1	4
89	еще более	1	4
90	самом деле	1	3
91	и есть	1	3
92	брань и	1	3
93	он был	1	3
94	с его	6	3
95	по отношению	4	3
96	отличие от	12	3
97	в этой	4	3
98	и как	3	3
99	и наконец	3	3
100	истины и	1	3
101	в себе	19	3
102	при этом	17	3
103	заявляет что	1	3
104	об этом	1	3
105	но именно	1	3
106	в отличие	12	3
107	их в	2	3
108	для этого	1	3
109	вплоть до	1	3
110	в таких	1	3
111	дело не	1	3
112	одна из	1	3
113	между жизнью	2	3
114	во всем	1	3
115	о нем	1	3
116	они были	1	3
117	начиная с	1	3
118	но все	1	3
119	здесь не	2	3
120	в ее	1	3
121	не подлежит	2	3
122	еще в	3	3
123	в другом	3	3
124	никак не	1	3
125	в значительной	1	3
126	между тем	2	3
127	что и	2	3
128	и брань	1	3
129	и следовательно	1	3
130	еще не	6	3
131	только в	3	3
132	поэтому и	1	3
133	так и	9	3
134	же и	1	3
135	одно из	4	3
136	тем что	1	3
137	в других	1	3
138	и прежде	2	3
139	сказать что	1	3
140	там где	1	3
141	в частности	12	3
142	не может	9	3
143	вместе с	2	3
144	от страха	1	3
145	как в	8	3
146	такого рода	9	3
147	как бы	4	3
148	и смерти	1	3
149	и от	1	3
150	но это	3	3
151	а в	2	3
152	слово в	1	3
153	между ними	1	3
154	том числе	1	3
155	одним из	1	2
156	например в	3	2
157	того же	2	2
158	переход от	1	2
159	это и	1	2
160	по преимуществу	2	2
161	мы не	1	2
162	перехода от	1	2
163	основе этого	1	2
164	не был	1	2
165	но не	7	2
166	тут же	2	2
167	из важнейших	2	2
168	вот как	1	2
169	что он	2	2
170	все же	6	2
171	и той	1	2
172	в этот	1	2
173	лежит на	2	2
174	в которой	1	2
175	в целом	2	2
176	из этих	3	2
177	раз в	1	2
178	говорят о	1	2
179	и еще	1	2
180	не к	2	2
181	одной и	1	2
182	на этом	1	2
183	значительной степени	1	2
184	для характеристики	1	2
185	лишь в	1	2
186	форму и	1	2
187	далеко не	2	2
188	характер и	1	2
189	точки зрения	4	2
190	в котором	3	2
191	в условиях	1	2
192	жизни с	1	2
193	своего рода	10	2
194	одном из	3	2
195	том же	1	2
196	не менее	7	2
197	как о	1	2
198	дело в	2	2
199	этом отношении	4	2
200	ему не	1	2
201	числе и	1	2
202	той или	3	2
203	и это	2	2
204	момент в	2	2
205	данном случае	6	2
206	смертью в	1	2
207	и сам	1	2
208	времени и	2	2
209	одного из	4	2
210	поэтому в	1	2
211	можно сказать	3	2
212	в разных	1	2
213	но здесь	2	2
214	говорит об	2	2
215	основе своей	2	2
216	с другой	5	2
217	нас в	1	2
218	в языке	2	2
219	это не	3	2
220	как нечто	1	2
221	и так	1	2
222	включает в	1	2
223	и ее	3	2
224	об их	1	2
225	и они	1	2
226	на их	1	2
227	в форме	1	2
228	не были	1	2
229	или иной	3	2
230	именно в	2	2
231	еще и	1	2
232	нового времени	5	2
233	о чем	2	2
234	все то	1	2
235	к жизни	3	2
236	в состоянии	1	2
237	слова и	1	2
238	своей жизни	1	2
239	о мире	1	2
240	в книге	1	2
241	же к	1	2
242	потому что	4	2
243	хотя в	1	2
244	его произведениях	1	2
245	одной из	1	2
246	одном лице	1	2
247	одновременно и	1	2
248	отношению к	4	2
249	из этого	1	2
250	это в	2	2
251	художественного произведения	1	1
252	переходит к	1	1
253	биографии не	1	1
254	жеста и	1	1
255	др в	1	1
256	с таким	2	1
257	есть не	1	1
258	мы имеем	2	1
259	в поход	1	1
260	не была	1	1
261	принадлежит к	3	1
262	требует от	1	1
263	этом так	1	1
264	жизни как	2	1
265	но даже	1	1
266	начала в	1	1
267	на мир	1	1
268	во мне	1	1
269	брани к	1	1
270	бы то	1	1
271	тем как	1	1
272	во внешнем	1	1
273	о смерти	1	1
274	свойственной ему	1	1
275	оно до	1	1
276	связи и	1	1
277	в одной	1	1
278	и выражения	1	1
279	от содержания	1	1
280	низа и	1	1
281	такова же	1	1
282	перед нами	3	1
283	когда он	1	1
284	себе не	1	1
285	характер как	2	1
286	со своей	1	1
287	и низкое	1	1
288	представляет собой	11	1
289	т.п но	1	1
290	художественного мышления	1	1
291	право на	1	1
292	им в	1	1
293	в ряду	2	1
294	претендует на	1	1
295	но на	1	1
296	по словам	2	1
297	от греческого	1	1
298	к миру	1	1
299	он должен	1	1
300	не как	1	1
301	речи в	2	1
302	но прежде	1	1
303	уже неоднократно	1	1
304	в первом	1	1
305	свое время	2	1
306	подобно тому	2	1
307	что ни	2	1
308	что может	1	1
309	в образе	1	1
310	я бы	1	1
311	то ни	1	1
312	мы его	1	1
313	самого автора	1	1
314	его в	3	1
315	мире как	1	1
316	своей основе	1	1
317	бранное слово	1	1
318	особое отношение	1	1
319	из первых	1	1
320	с незавершенным	1	1
321	жизни то	1	1
322	в контексте	3	1
323	этого не	1	1
324	несмотря на	1	1
325	должно быть	2	1
326	этом в	2	1
327	ряде других	1	1
328	такой же	2	1
329	со всей	1	1
330	восприятия и	1	1
331	на первый	2	1
332	этом случае	2	1
333	и их	1	1
334	при изучении	1	1
335	нас не	1	1
336	и смерть	1	1
337	с точки	2	1
338	к одному	1	1
339	всякий раз	2	1
340	о знаменитых	1	1
341	втором случае	1	1
342	не в	3	1
343	и более	1	1
344	функционирование в	1	1
345	что этот	1	1
346	для нее	1	1
347	в детских	1	1
348	случае мы	1	1
349	на историческую	1	1
350	книги или	1	1
351	текстом и	1	1
352	но они	1	1
353	тем самым	6	1
354	с теми	1	1
355	самого начала	1	1
356	ничего не	1	1
357	речевыми жанрами	1	1
358	а внутренней	1	1
359	мы все	1	1
360	прошлым и	3	1
361	о них	1	1
362	никогда не	2	1
363	а для	1	1
364	на язык	1	1
365	и проклятия	1	1
366	всего на	1	1
367	как она	1	1
368	все дело	1	1
369	по своей	6	1
370	мире и	3	1
371	что русский	1	1
372	как будто	3	1
373	что на	2	1
374	и несколько	1	1
375	таков по	1	1
376	выпадает из	1	1
377	внутреннюю свободу	1	1
378	одно и	2	1
379	пытается придать	1	1
380	на границе	1	1
381	с телом	1	1
382	отличается от	1	1
383	всего в	1	1
384	жанров и	2	1
385	был даже	1	1
386	речь не	1	1
387	в применении	1	1
388	самой земле	1	1
389	значении в	1	1
390	и образ	1	1
391	людей в	1	1
392	в в	1	1
393	языка и	1	1
394	в собственном	1	1
395	только то	1	1
396	в себя	2	1
397	с самого	1	1
398	в пределах	4	1
399	к смерти	1	1
400	например о	1	1
401	в нескольких	1	1
402	не с	2	1
403	было в	3	1
404	здесь как	1	1
405	отсюда и	2	1
406	она была	1	1
407	не приводит	1	1
408	мы в	1	1
409	высокое и	1	1
410	с ним	1	1
411	это весьма	1	1
412	является по	1	1
413	произведения как	2	1
414	другом месте	1	1
415	возможна только	1	1
416	внимание на	1	1
417	и внутреннее	1	1
418	и что	1	1
419	там же	2	1
420	последних двух	2	1
421	от них	1	1
422	во втором	1	1
423	на одном	1	1
424	существенную роль	1	1
425	и только	1	1
426	в описании	1	1
427	при котором	2	1
428	на почве	2	1
429	того что	1	1
430	в современной	1	1
431	быть и	1	1
432	было это	1	1
433	и одновременно	2	1
434	такая же	1	1
435	и две	1	1
436	от современной	1	1
437	к их	2	1
438	нежели на	1	1
439	начало в	1	1
440	с одной	4	1
441	в качестве	16	1
442	устной речи	1	1
443	так что	1	1
444	для всех	1	1
445	и молитвы	1	1
446	слова не	2	1
447	как выражение	1	1
448	всяком случае	1	1
449	а ну	2	1
450	не для	1	1
451	каждый из	1	1
452	и оценки	1	1
453	он для	1	1
454	месте своего	1	1
455	но из	1	1
456	были бы	1	1
457	со свойственной	1	1
458	точек зрения	1	1
459	как художественного	1	1
460	с той	2	1
461	близок к	1	1
462	на чем	1	1
