N	2gram	Vygotskiy__1	Komedia
1	и в	31	26
2	едва ли	1	14
3	и не	16	14
4	и его	7	12
5	к тому	4	12
6	так и	3	12
7	тому же	3	11
8	может быть	22	11
9	в том	30	11
10	в этом	12	10
11	но и	2	10
12	столь же	4	9
13	том что	16	9
14	если бы	6	9
15	вместе с	8	9
16	что в	23	9
17	ясно что	19	8
18	было бы	6	8
19	и на	1	7
20	не только	13	7
21	что и	13	7
22	из них	2	7
23	ли не	1	7
24	еще не	1	6
25	в своем	3	6
26	о том	7	6
27	в нем	2	6
28	таким образом	20	6
29	в то	5	6
30	того чтобы	7	6
31	потому что	10	6
32	и здесь	2	6
33	в двух	1	6
34	то что	32	6
35	в которой	4	5
36	с его	1	5
37	что он	7	5
38	так что	5	5
39	независимо от	2	5
40	с этим	3	5
41	для того	6	5
42	а затем	1	5
43	ни в	9	5
44	на основании	7	5
45	с тем	3	5
46	и с	2	5
47	один из	4	5
48	действующих лиц	1	5
49	в качестве	2	5
50	к этому	4	5
51	уже в	3	4
52	меньше всего	1	4
53	хотя и	3	4
54	в самом	11	4
55	что это	6	4
56	в целом	5	4
57	из этих	6	4
58	с их	1	4
59	в них	2	4
60	как и	16	4
61	в этих	4	4
62	тому что	4	4
63	не менее	2	4
64	с и	5	4
65	это слово	1	4
66	как будто	5	4
67	как мы	2	4
68	что у	3	4
69	его в	2	4
70	между тем	4	4
71	в его	6	4
72	только в	14	4
73	же в	1	4
74	этот раз	1	4
75	так как	18	4
76	у него	4	4
77	на этот	1	4
78	что для	2	4
79	прежде всего	4	4
80	в частности	3	4
81	как это	4	4
82	о его	1	4
83	все же	5	4
84	и для	5	4
85	и от	2	4
86	одной из	1	4
87	точки зрения	15	4
88	речь идет	3	3
89	например в	3	3
90	тех же	2	3
91	в котором	4	3
92	то же	5	3
93	в их	1	3
94	той же	3	3
95	вопрос о	3	3
96	того же	2	3
97	это время	1	3
98	в ней	1	3
99	во всех	1	3
100	в обеих	1	3
101	но не	3	3
102	как в	9	3
103	но в	3	3
104	в этой	3	3
105	как он	2	3
106	но все	1	3
107	человека в	1	3
108	в каждом	3	3
109	могла бы	1	3
110	но если	1	3
111	того как	1	3
112	связи с	1	3
113	что на	3	3
114	в поле	1	3
115	то время	5	3
116	и поэтому	2	3
117	к нему	2	3
118	тех пор	1	3
119	дело с	3	3
120	для всех	4	3
121	ответ на	1	3
122	мы знаем	3	3
123	и их	2	3
124	никто не	1	3
125	представить себе	3	3
126	мы можем	4	3
127	здесь в	1	3
128	не было	3	3
129	о чем	2	3
130	в связи	2	3
131	из которых	3	3
132	и столь	1	3
133	в тех	1	3
134	с этой	4	3
135	все это	8	3
136	мы найдем	2	3
137	или в	1	3
138	для нас	5	3
139	а в	6	3
140	до тех	2	3
141	в своей	3	3
142	жизни и	3	3
143	по поводу	2	3
144	том числе	1	3
145	не может	17	3
146	и т	26	2
147	и есть	5	2
148	в первом	1	2
149	из его	3	2
150	мы имеем	4	2
151	мы не	12	2
152	из самых	1	2
153	время как	5	2
154	х годов	5	2
155	то это	1	2
156	в виду	4	2
157	и был	1	2
158	меньше чем	1	2
159	есть для	2	2
160	бы то	1	2
161	в ее	5	2
162	чем это	1	2
163	и другие	4	2
164	если в	1	2
165	отличие от	4	2
166	человеку и	1	2
167	отнюдь не	6	2
168	идет о	2	2
169	в одной	3	2
170	что именно	1	2
171	целый ряд	6	2
172	что по	3	2
173	имеет в	2	2
174	в действительности	1	2
175	и хотя	1	2
176	за собой	1	2
177	бы и	2	2
178	роль в	3	2
179	и если	4	2
180	что она	6	2
181	не следует	1	2
182	всех остальных	1	2
183	он не	3	2
184	и еще	1	2
185	в силу	3	2
186	других авторов	1	2
187	что ни	1	2
188	об этом	1	2
189	связанных с	1	2
190	это не	1	2
191	этом смысле	2	2
192	в это	1	2
193	не всегда	2	2
194	чем в	1	2
195	всяком случае	6	2
196	представление о	3	2
197	в отличие	3	2
198	признать что	1	2
199	не в	11	2
200	в конце	3	2
201	однако в	1	2
202	вовсе не	6	2
203	даже в	2	2
204	начинает с	2	2
205	одна из	4	2
206	в одном	2	2
207	такая же	1	2
208	с достаточной	2	2
209	не является	5	2
210	и почему	1	2
211	в духе	1	2
212	на это	2	2
213	и это	3	2
214	как не	1	2
215	с самого	1	2
216	и что	8	2
217	в мире	1	2
218	в состав	1	2
219	и во	2	2
220	и все	5	2
221	нем не	1	2
222	в другой	2	2
223	вслед за	6	2
224	наконец в	2	2
225	также в	1	2
226	представления о	1	2
227	все время	4	2
228	все больше	1	2
229	тот же	2	2
230	с ними	1	2
231	в какой	5	2
232	и ее	1	2
233	или его	3	2
234	с одной	5	2
235	и у	4	2
236	является не	1	2
237	одно из	2	2
238	т п	16	2
239	отношение к	2	2
240	от того	3	2
241	в других	1	2
242	нет и	1	2
243	со стороны	4	2
244	и к	3	2
245	до сих	3	2
246	с другой	5	2
247	одной стороны	6	2
248	должна была	2	2
249	для этой	1	2
250	так называемых	1	2
251	мы находим	1	2
252	по своему	1	2
253	в той	1	2
254	как бы	5	2
255	сих пор	3	2
256	каждой из	3	2
257	бы в	2	2
258	хотя бы	1	2
259	ни было	1	2
260	от ее	1	2
261	от всех	3	2
262	можно привести	1	2
263	из этого	2	2
264	этим объясняется	1	2
265	во всяком	8	2
266	в драматическом	1	1
267	то на	2	1
268	говоря о	1	1
269	как говорят	1	1
270	первые шаги	1	1
271	самом деле	9	1
272	драматическом искусстве	1	1
273	или к	1	1
274	мере в	1	1
275	как результат	2	1
276	что эти	3	1
277	самому существу	3	1
278	и этот	1	1
279	изображается в	1	1
280	сравнению с	1	1
281	та же	3	1
282	темы в	1	1
283	на эти	2	1
284	творчества с	2	1
285	в сущности	10	1
286	в полной	1	1
287	вместо того	1	1
288	привести и	1	1
289	ему в	1	1
290	большей частью	2	1
291	чем отличается	1	1
292	собой в	1	1
293	же мере	1	1
294	всегда можно	1	1
295	между собой	1	1
296	что нас	1	1
297	время в	1	1
298	в различных	1	1
299	в чем	2	1
300	только после	1	1
301	там и	1	1
302	не без	1	1
303	то мы	1	1
304	в область	2	1
305	о смерти	1	1
306	значение и	1	1
307	конечном счете	3	1
308	с совершенно	2	1
309	это сравнение	1	1
310	его творчество	1	1
311	и нам	1	1
312	составить себе	1	1
313	чем же	1	1
314	если она	2	1
315	для оценки	1	1
316	в художественном	3	1
317	как к	2	1
318	и нет	1	1
319	в распоряжении	1	1
320	тех случаях	1	1
321	в полном	2	1
322	и слова	1	1
323	как уже	1	1
324	не являются	1	1
325	тем же	3	1
326	более или	2	1
327	гораздо более	2	1
328	жизни в	1	1
329	роль играет	1	1
330	и вслед	1	1
331	с на	4	1
332	которого она	1	1
333	привести к	1	1
334	представляет собой	2	1
335	показала что	2	1
336	если мы	12	1
337	что автор	1	1
338	остановиться на	2	1
339	в себе	4	1
340	я дал	1	1
341	самым существенным	1	1
342	не приводит	1	1
343	на его	1	1
344	главным образом	2	1
345	время и	1	1
346	и легко	1	1
347	и более	1	1
348	евгения онегина	1	1
349	не могли	1	1
350	этот тезис	1	1
