N	2gram	Bakhtin_Pr_5	StatiiOP
1	и в	35	44
2	в том	5	36
3	что в	6	30
4	том что	3	29
5	в этом	14	21
6	вовсе не	7	19
7	не только	10	18
8	то что	10	18
9	было бы	3	17
10	о том	2	17
11	а в	7	17
12	а не	4	16
13	и не	27	16
14	может быть	14	15
15	в данном	1	14
16	как в	5	13
17	можно было	2	13
18	не в	10	12
19	в первой	1	12
20	самом деле	10	11
21	в этой	1	11
22	того чтобы	1	11
23	точки зрения	7	11
24	но в	19	10
25	для того	1	10
26	что он	24	10
27	только в	6	10
28	но и	14	10
29	как и	18	9
30	в отношении	9	9
31	в то	11	9
32	так и	8	9
33	если бы	1	9
34	того что	3	9
35	в его	21	9
36	с другой	4	9
37	например в	2	8
38	во всех	3	8
39	все же	8	8
40	но ведь	2	8
41	это не	3	8
42	из них	3	8
43	с точки	2	8
44	и его	14	8
45	не может	18	8
46	я не	8	7
47	что они	6	7
48	в самом	6	7
49	в статье	1	7
50	так например	1	7
51	таким образом	7	7
52	другой стороны	3	7
53	и об	2	7
54	этом отношении	1	7
55	до сих	1	7
56	прежде всего	12	7
57	сих пор	1	7
58	сказать что	3	7
59	на самом	9	6
60	в своей	4	6
61	потому что	8	6
62	данном случае	1	6
63	что и	3	6
64	всяком случае	4	6
65	так что	5	6
66	для него	14	6
67	дело в	1	6
68	в той	4	6
69	что же	7	6
70	но это	6	6
71	хотя бы	2	6
72	во всяком	4	6
73	и то	5	5
74	то же	15	5
75	той же	2	5
76	в целом	3	5
77	все эти	3	5
78	в нем	16	5
79	и по	2	5
80	в слове	6	5
81	такой же	3	5
82	в котором	3	5
83	в которых	2	5
84	не менее	2	5
85	никогда не	4	5
86	так как	4	5
87	тем что	4	5
88	и даже	5	5
89	там где	7	5
90	все это	14	5
91	того времени	2	5
92	так же	7	5
93	это и	3	4
94	в которой	2	4
95	вопрос о	2	4
96	столь же	2	4
97	бы и	2	4
98	что это	4	4
99	но все	4	4
100	эту тему	1	4
101	но я	2	4
102	том как	1	4
103	случае в	1	4
104	и очень	1	4
105	же время	10	4
106	это слово	4	4
107	своей статье	1	4
108	как будто	4	4
109	за что	1	4
110	в ее	3	4
111	что у	6	4
112	на вопрос	2	4
113	и что	6	4
114	во втором	1	4
115	этот вопрос	1	4
116	в качестве	1	4
117	же и	4	4
118	как раз	4	4
119	к которому	1	4
120	должна была	2	4
121	как бы	31	4
122	тем более	1	4
123	еще более	1	4
124	того или	1	4
125	это в	2	4
126	я уже	2	3
127	того же	1	3
128	и без	4	3
129	то это	1	3
130	конечно и	1	3
131	в ней	2	3
132	еще не	7	3
133	он был	1	3
134	в чем	4	3
135	своего рода	2	3
136	но не	6	3
137	не все	1	3
138	ответ на	1	3
139	по отношению	6	3
140	с этим	3	3
141	как к	5	3
142	что касается	1	3
143	говорит что	1	3
144	то в	2	3
145	что так	1	3
146	во многих	1	3
147	ведь и	4	3
148	же это	1	3
149	в каждом	6	3
150	за то	1	3
151	же касается	1	3
152	в другом	12	3
153	и с	12	3
154	лишь в	7	3
155	даже в	5	3
156	кажется что	2	3
157	ни в	2	3
158	что не	4	3
159	тому что	2	3
160	в г	1	3
161	во время	5	3
162	в конце	5	3
163	в основе	1	3
164	этих двух	2	3
165	из истории	1	3
166	очень часто	2	3
167	что оно	2	3
168	в применении	1	3
169	для себя	7	3
170	не хочу	4	3
171	об этом	1	3
172	поэтому в	1	3
173	и вообще	2	3
174	между тем	4	3
175	и только	1	3
176	но с	1	3
177	в двух	1	3
178	и так	4	3
179	это очень	1	3
180	в уста	1	3
181	с одной	1	3
182	в виде	7	3
183	в начале	3	3
184	в очень	1	3
185	без всякой	1	3
186	а именно	1	3
187	а с	3	3
188	говорит о	2	3
189	на этот	2	3
190	я вовсе	1	3
191	да и	5	3
192	материал для	2	3
193	эти вопросы	1	3
194	с этой	2	3
195	не является	1	3
196	и для	8	3
197	в результате	1	3
198	будто бы	2	3
199	отношению к	7	3
200	отношения к	1	2
201	жил в	1	2
202	кажется в	1	2
203	в первом	2	2
204	не хочет	2	2
205	его же	2	2
206	по его	1	2
207	которыми он	1	2
208	а как	2	2
209	мы не	1	2
210	в сущности	14	2
211	время как	2	2
212	совпадает с	2	2
213	быть в	2	2
