N	3gram	Losev_Dial_4	Istorich
1	и т д	15	22
2	мы видим что	2	8
3	не может быть	6	7
4	тем не менее	2	6
5	с другой стороны	1	5
6	на то что	3	4
7	в том что	9	4
8	дело в том	1	3
9	точно так же	2	3
10	в связи с	1	3
11	т д все	2	3
12	о том что	1	3
13	но все же	1	3
14	в зависимости от	1	2
15	и тем не	1	2
16	если бы мы	1	2
17	в отличие от	1	2
18	том что они	1	2
19	само по себе	4	2
20	вопрос о том	1	2
21	для всех этих	1	1
22	здесь идет речь	1	1
23	что в этом	1	1
24	это так то	1	1
25	мы имеем дело	1	1
26	иметь в виду	2	1
27	уже не может	1	1
28	прежде всего в	1	1
29	это было бы	1	1
30	равно как и	2	1
31	не говоря уже	3	1
32	подобно тому как	4	1
33	в этом смысле	4	1
34	о том как	2	1
35	в этом случае	1	1
36	необходимо не только	1	1
37	только тогда когда	4	1
38	в силу того	1	1
39	же как и	1	1
40	не было и	1	1
41	из них в	1	1
42	можно говорить о	1	1
43	и то в	1	1
44	это значило бы	1	1
45	на самом же	1	1
46	один из возможных	2	1
47	текстов из которых	1	1
48	говоря уже о	3	1
49	может быть только	1	1
50	д все это	1	1
51	и в области	1	1
52	день и ночь	2	1
53	и что это	1	1
54	в том случае	1	1
55	возникает вопрос о	1	1
56	и для этого	1	1
57	в это время	1	1
58	уже о том	2	1
59	а не только	1	1
60	того что он	4	1
61	еще ничего не	2	1
62	но в то	2	1
63	не только в	1	1
64	оказывается что это	1	1
65	это не так	1	1
66	в мифе о	1	1
67	а не как	1	1
68	если это так	1	1
69	не в том	4	1
70	тоже не всегда	1	1
71	к тем или	1	1
72	та же самая	1	1
73	самом же деле	1	1
74	по себе не	1	1
75	если мы будем	1	1
76	есть не что	5	1
77	хотя бы в	1	1
78	легко заметить что	1	1
79	как одно из	1	1
80	но так же	1	1
81	что иное как	8	1
82	он как бы	1	1
83	не более как	1	1
84	содержит в себе	1	1
85	в последней главе	1	1
86	после того как	1	1
87	в каком отношении	1	1
88	не значит что	1	1
89	не что иное	8	1
90	легко может быть	1	1
91	тех или иных	1	1
92	и этот момент	1	1
93	то же что	3	1
94	и в этом	3	1
95	необходимость прежде всего	1	1
96	для того чтобы	5	1
97	а именно в	1	1
98	все это не	1	1
99	ясно что это	3	1
100	по себе а	1	1
101	это или нет	1	1
102	но тем не	1	1
103	т д он	1	1
104	мы еще не	1	1
