N	3gram	Nazirov_Tr_1	Tvorches
1	преступлении и наказании	2	10
2	в преступлении и	2	10
3	то же время	5	7
4	в то же	5	7
5	в братьях карамазовых	1	6
6	по нашему мнению	1	4
7	в записках из	2	3
8	у достоевского в	1	3
9	в романе идиот	3	3
10	записках из подполья	1	3
11	не может быть	1	3
12	в образе князя	2	2
13	в самом деле	1	2
14	и не может	1	2
15	в отличие от	2	2
16	в известной мере	1	2
17	достоевский никогда не	1	2
18	в окончательном тексте	1	2
19	все же не	1	2
20	в xix веке	1	2
21	во всяком случае	1	2
22	так и в	3	2
23	не в силах	2	2
24	и т п	1	2
25	о том что	2	2
26	в одном из	1	2
27	в том что	2	2
28	достоевский в то	1	1
29	окончательном тексте в	1	1
30	и сам автор	1	1
31	если можно так	1	1
32	голод и холод	1	1
33	о золотом веке	1	1
34	униженные и оскорбленные	9	1
35	имеет в виду	1	1
36	в этой борьбе	1	1
37	мы понимаем что	1	1
38	братьях карамазовых не	1	1
39	и в дальнейшем	2	1
40	может быть в	1	1
41	по сей день	2	1
42	не может жить	1	1
43	иронию и юмор	1	1
44	можно так выразиться	1	1
45	униженных и оскорбленных	16	1
46	точно так же	2	1
47	застывших языковых метафор	1	1
48	и в истории	1	1
49	не могли удовлетворить	1	1
50	ставил перед собой	1	1
51	в iii части	1	1
52	в этой связи	1	1
53	в применении к	1	1
54	л п гроссмана	1	1
55	еще ничего не	1	1
56	но в то	2	1
57	в году в	2	1
58	в xx веке	1	1
59	в чем же	1	1
60	но при этом	1	1
61	в году и	1	1
62	и должно быть	1	1
63	и в этом	1	1
64	не могут быть	1	1
65	у достоевского не	1	1
66	с такой силой	1	1
67	в связи с	1	1
68	в мире достоевского	1	1
69	в третий раз	1	1
70	приходит в голову	1	1
71	отцов и детей	1	1
72	в рассказе бобок	1	1
73	большие голубые и	1	1
74	это и есть	1	1
75	с самого начала	1	1
76	в униженных и	6	1
77	мы узнаем в	1	1
78	на всем протяжении	1	1
79	это не просто	1	1
80	рассказывает о своих	1	1
81	у себя на	1	1
82	в высшей степени	1	1
83	в какой-то мере	1	1
84	как и в	1	1
85	степан трофимович в	1	1
86	же время с	1	1
87	эта грубость и	1	1
88	же время показывает	1	1
89	заставляет вспомнить о	1	1
