N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	34
2	и не	2	29
3	как бы	7	27
4	что он	9	23
5	в его	8	22
6	к другому	4	20
7	в нем	3	19
8	может быть	5	19
9	не может	7	19
10	и все	4	19
11	как и	9	18
12	о себе	1	18
13	себе самому	3	18
14	к себе	5	17
15	в этом	11	16
16	но в	5	16
17	и его	5	16
18	все это	2	16
19	он не	4	15
20	и с	4	15
21	что я	2	15
22	прежде всего	11	15
23	то же	9	14
24	самом деле	5	13
25	для него	10	13
26	и к	4	12
27	в то	8	12
28	же время	8	12
29	потому что	5	12
30	но и	5	12
31	т е	4	12
32	на самом	2	11
33	в сущности	1	11
34	вовсе не	1	11
35	с другим	2	11
36	то что	8	11
37	не только	12	10
38	не в	7	9
39	в отношении	1	9
40	героя и	5	9
41	а не	12	9
42	и т	11	8
43	с самого	1	8
44	самого начала	1	8
45	никогда не	6	8
46	в речах	1	8
47	с ним	4	8
48	в другом	2	8
49	в самом	4	8
50	себя и	2	8
51	что же	2	8
52	рассказа в	6	8
53	и слово	1	8
54	и для	3	8
55	точки зрения	5	8
56	я не	1	7
57	к герою	1	7
58	на него	2	7
59	как будто	4	7
60	я сам	1	7
61	как мы	3	7
62	слова в	2	7
63	и даже	3	7
64	что не	2	7
65	там где	1	7
66	все же	3	7
67	что в	6	7
68	мы уже	4	6
69	и на	3	6
70	с его	5	6
71	отношение к	1	6
72	что они	1	6
73	в пределах	3	6
74	что у	3	6
75	в плане	1	6
76	от себя	2	6
77	для себя	3	6
78	так и	13	6
79	в себе	11	6
80	только в	5	6
81	т п	8	6
82	от него	3	6
83	с ними	2	6
84	не знает	2	6
85	которым он	1	6
86	отношению к	8	6
87	на них	1	5
88	он сам	1	5
89	в чем	1	5
90	по отношению	8	5
91	и у	1	5
92	в целом	2	5
93	и вот	1	5
94	но все	1	5
95	лишь в	3	5
96	с тем	1	5
97	в слове	1	5
98	он и	1	5
99	не мог	1	5
100	в конце	4	5
101	даже в	3	5
102	к тому	7	5
103	я теперь	1	5
104	и что	2	5
105	в исповеди	1	5
106	это не	7	5
107	того что	4	5
108	и так	2	5
109	так что	2	5
110	из них	4	5
111	всяком случае	1	5
112	в одном	1	5
113	себе и	2	5
114	к своему	2	5
115	другого человека	1	5
116	и от	4	5
117	мы должны	1	5
118	хотя бы	1	5
119	самому и	1	5
120	а в	7	5
121	героя в	2	5
122	во всяком	1	5
123	из его	1	4
124	с таким	1	4
125	еще не	7	4
126	но не	3	4
127	но как	2	4
128	как в	8	4
129	он в	1	4
130	все эти	3	4
131	но на	1	4
132	на его	2	4
133	при этом	12	4
134	на этом	3	4
135	то ни	1	4
136	что все	1	4
137	в мире	3	4
138	его в	3	4
139	этом смысле	1	4
140	ни в	5	4
141	рядом с	1	4
142	все равно	2	4
143	с точки	3	4
144	но это	1	4
145	друг другу	1	4
146	ничего не	8	4
147	как раз	4	4
148	и это	4	4
149	если бы	3	4
150	он говорил	2	4
151	на вопрос	2	4
152	тотчас же	1	4
153	и кажется	1	4
154	только на	2	4
155	в начале	2	4
156	не принимает	1	4
157	в общем	1	4
158	так как	1	4
159	не о	2	4
160	у него	9	4
161	с другой	1	4
162	тем что	3	4
163	да и	2	4
164	как к	3	4
165	к чужому	1	4
166	я в	1	4
167	о другом	1	4
168	а между	1	3
169	в такой	2	3
170	и то	1	3
171	за собой	1	3
172	достоевского в	1	3
173	ведь и	1	3
174	высшей степени	1	3
175	говорить о	3	3
176	в виду	1	3
177	теперь на	1	3
178	в ней	4	3
179	что его	1	3
180	совсем не	1	3
181	для других	2	3
182	нет и	1	3
183	в одной	2	3
184	вот как	1	3
185	хотя и	2	3
186	и как	1	3
187	уже в	1	3
188	как он	2	3
189	к одному	1	3
190	не как	1	3
