N	2gram	Potebnia_M_1	StatiiOP
1	и в	39	44
2	в том	26	36
3	и т	6	30
4	что в	22	30
5	том что	16	29
6	в этом	15	21
7	т д	4	21
8	вовсе не	5	19
9	не только	21	18
10	то что	10	18
11	было бы	12	17
12	о том	2	17
13	а в	5	17
14	а не	21	16
15	и не	18	16
16	может быть	27	15
17	в области	1	14
18	в данном	1	14
19	как в	10	13
20	можно было	1	13
21	не в	15	12
22	самом деле	1	11
23	в этой	3	11
24	того чтобы	2	11
25	у нас	2	11
26	точки зрения	8	11
27	но в	9	10
28	для того	3	10
29	что он	1	10
30	только в	25	10
31	но и	20	10
32	как и	9	9
33	в отношении	1	9
34	в то	4	9
35	так и	13	9
36	если бы	14	9
37	того что	8	9
38	в его	5	9
39	т п	4	9
40	с другой	7	9
41	например в	1	8
42	во всех	5	8
43	все же	6	8
44	это не	7	8
45	из них	1	8
46	с точки	3	8
47	и его	5	8
48	не может	22	8
49	на эти	1	7
50	что они	1	7
51	в самом	3	7
52	так например	3	7
53	таким образом	13	7
54	другой стороны	5	7
55	для нас	9	7
56	и об	1	7
57	этом отношении	1	7
58	до сих	1	7
59	прежде всего	4	7
60	сих пор	1	7
61	сказать что	3	7
62	по поводу	3	7
63	на самом	1	6
64	со стороны	8	6
65	из этих	4	6
66	в своей	3	6
67	и языка	4	6
68	потому что	52	6
69	что и	6	6
70	всяком случае	1	6
71	так что	16	6
72	для него	4	6
73	именно в	1	6
74	дело в	2	6
75	что же	2	6
76	но это	5	6
77	хотя бы	2	6
78	во всяком	3	6
79	вряд ли	1	5
80	и то	3	5
81	то же	6	5
82	той же	3	5
83	уже о	1	5
84	в целом	2	5
85	все эти	1	5
86	в нем	20	5
87	и по	6	5
88	в слове	8	5
89	в котором	1	5
90	в которых	1	5
91	не менее	6	5
92	никогда не	4	5
93	могут быть	9	5
94	так как	21	5
95	тем что	9	5
96	и даже	4	5
97	там где	4	5
98	что мы	4	5
99	все это	1	5
100	была бы	2	5
101	совершенно не	1	5
102	жизни и	2	5
103	того времени	1	5
104	так же	5	5
105	в которой	2	4
106	вопрос о	4	4
107	столь же	3	4
108	что это	3	4
109	на то	2	4
110	что она	1	4
111	по словам	1	4
112	но все	2	4
113	но если	2	4
114	том как	3	4
115	времени не	1	4
116	не имеет	5	4
117	же время	4	4
118	это слово	1	4
119	как будто	2	4
120	в ее	1	4
121	языка и	17	4
122	что у	1	4
123	на вопрос	1	4
124	и что	10	4
125	заключается в	3	4
126	во втором	5	4
127	этот вопрос	2	4
128	никто не	3	4
129	мы находим	1	4
130	не было	4	4
131	к которому	3	4
132	как бы	6	4
133	тем более	2	4
134	еще более	2	4
135	того или	1	4
136	же как	1	3
137	того же	3	3
138	и без	3	3
139	тем же	2	3
140	должна быть	3	3
141	то это	5	3
142	в ней	7	3
143	еще не	6	3
144	в чем	1	3
145	но не	8	3
146	не все	2	3
147	ответ на	1	3
148	по отношению	13	3
149	к сожалению	1	3
150	в истории	7	3
151	общего с	1	3
152	с этим	7	3
153	что касается	1	3
154	говорит что	1	3
155	то в	5	3
156	что так	1	3
157	во многих	2	3
158	задний план	1	3
159	в каждом	4	3
160	связанные с	1	3
161	в другом	1	3
162	и с	3	3
163	лишь в	1	3
164	и тем	3	3
165	даже в	1	3
166	ни в	1	3
167	чем в	2	3
168	что не	10	3
169	тому что	3	3
170	в г	2	3
171	во время	1	3
172	о значении	1	3
173	а на	1	3
174	не по	4	3
175	стремление к	2	3
176	в каком	6	3
177	и вполне	1	3
178	должны быть	7	3
179	что оно	2	3
180	в применении	2	3
181	должен быть	1	3
182	для себя	3	3
183	и вообще	3	3
184	внимание на	1	3
185	между тем	5	3
186	и только	2	3
187	значит что	1	3
188	но с	2	3
189	в какой	1	3
190	по мнению	3	3
191	по этому	2	3
192	с одной	3	3
193	вопроса о	2	3
194	в виде	1	3
195	в начале	2	3
196	что для	3	3
197	на этот	2	3
198	применении к	2	3
199	в тех	1	3
200	да и	1	3
201	с этой	2	3
202	видно что	2	3
203	и для	5	3
204	не существует	2	3
205	в результате	1	3
206	будто бы	1	3
207	отношению к	13	3
208	в таком	5	3
209	ничего общего	2	3
210	отношения к	1	2
211	в первом	5	2
212	по его	7	2
213	а как	2	2
214	мы имеем	1	2
215	мы не	10	2
216	не была	1	2
217	оба эти	1	2
218	в сущности	2	2
219	или же	3	2
220	совпадает с	1	2
221	из того	2	2
222	то очевидно	1	2
223	за пределы	2	2
224	более чем	1	2
225	на которое	1	2
226	что как	3	2
227	в своем	3	2
228	есть в	2	2
229	смысле этого	1	2
230	от этого	1	2
231	бы не	6	2
232	думать что	3	2
233	в себе	13	2
234	но он	2	2
235	искать не	1	2
236	но на	2	2
237	не могла	2	2
238	будто на	1	2
239	при этом	6	2
240	он не	3	2
241	он должен	2	2
242	и более	2	2
243	ни были	3	2
244	что ни	1	2
245	что все	3	2
246	разница между	3	2
247	при помощи	2	2
248	его в	1	2
249	в свой	1	2
250	должен был	1	2
251	словам в	1	2
252	не всегда	1	2
253	и уже	1	2
254	нисколько не	2	2
255	только тем	2	2
256	в такой	1	2
257	что до	2	2
258	бы мы	1	2
259	без всяких	1	2
260	их в	1	2
261	тем самым	4	2
262	как можно	1	2
263	она не	3	2
264	что с	1	2
265	на него	3	2
266	случае не	1	2
267	вытекает из	2	2
268	ничего не	1	2
269	тем не	6	2
270	убедиться в	1	2
271	в сознании	3	2
272	что на	6	2
273	начиная с	1	2
274	есть только	11	2
275	что при	5	2
276	ср с	2	2
277	и это	3	2
278	при его	1	2
279	то время	1	2
280	подходят под	1	2
281	нужно было	3	2
282	что от	1	2
283	для этого	2	2
284	то есть	42	2
285	должно было	1	2
286	и все	3	2
287	все в	2	2
288	и во	3	2
289	а потому	10	2
290	крайней мере	2	2
291	следовало бы	1	2
292	о состоянии	2	2
293	к нему	1	2
294	на которой	1	2
295	по своей	1	2
296	д и	1	2
297	с которыми	1	2
298	из которого	3	2
299	уже в	1	2
300	если в	1	2
301	одно из	3	2
302	могло бы	3	2
303	не для	1	2
304	очевидно не	1	2
305	у него	1	2
306	в других	2	2
307	даже и	2	2
308	в теперешнем	1	2
309	еще и	1	2
310	превращается в	1	2
311	одной стороны	3	2
312	но разве	1	2
313	по крайней	2	2
314	языка не	5	2
315	его собственной	1	2
316	если не	2	2
317	стороны в	1	2
318	в представлении	1	2
319	что во	2	2
320	и потому	5	2
321	многих случаях	1	2
322	и их	3	2
323	такого рода	1	2
324	том смысле	4	2
325	этого слова	1	2
326	между прочим	2	2
327	но для	1	2
328	ли в	2	2
329	при таком	4	2
330	о котором	3	2
331	то не	3	2
332	в этих	7	2
333	хотя в	3	2
334	что этот	1	2
335	несмотря на	5	2
336	дело с	1	2
337	в своих	4	2
338	а между	3	1
339	показаться странным	1	1
340	если б	2	1
341	или языка	1	1
342	этого в	2	1
343	не должны	1	1
344	до него	1	1
345	чтобы не	2	1
346	не имел	1	1
347	но тогда	2	1
348	по моему	1	1
349	на деле	4	1
350	и есть	2	1
351	и всем	1	1
352	чего не	1	1
353	из его	1	1
354	много слов	1	1
355	что эти	1	1
356	видеть в	2	1
357	объясняется и	1	1
358	едва ли	1	1
359	в зависимости	1	1
360	и этот	1	1
361	и могут	1	1
362	живой речи	1	1
363	мы называем	2	1
364	его не	1	1
365	их и	2	1
366	полагает что	1	1
367	не подходят	1	1
368	и язык	11	1
369	этом не	1	1
370	из сказанного	1	1
371	и другая	1	1
372	с но	4	1
373	от друга	2	1
374	зависимости от	1	1
375	так а	1	1
376	и самого	1	1
377	и на	1	1
378	на них	1	1
379	внимание и	1	1
380	бы то	2	1
381	с его	1	1
382	мысль что	5	1
383	этих наук	1	1
384	о языке	3	1
385	видит в	1	1
386	но как	3	1
387	а только	4	1
388	нет не	1	1
389	только при	2	1
390	должны были	1	1
391	очевидно что	3	1
392	стих не	1	1
393	но которые	1	1
394	друг от	2	1
395	и таким	1	1
396	во что	1	1
397	они ни	2	1
398	в одной	1	1
399	каждая из	1	1
400	показать что	1	1
401	стороны и	2	1
402	предполагает в	2	1
403	в одних	2	1
404	этой стороны	1	1
405	перед нами	1	1
406	на человека	1	1
407	на память	2	1
408	хотя и	3	1
409	и понимания	9	1
410	что по	3	1
411	мысль в	2	1
412	в ожидании	1	1
413	значения как	1	1
414	еще на	1	1
415	указания на	2	1
