N	2gram	Propp_Isto_6	Narrotol
1	не только	10	32
2	может быть	11	25
3	но и	9	23
4	в качестве	3	21
5	и не	10	20
6	то есть	1	19
7	и в	26	19
8	в том	12	18
9	в этом	12	17
10	не в	3	14
11	в частности	3	14
12	том что	10	14
13	представляет собой	2	12
14	тогда как	2	12
15	своего рода	2	12
16	а не	2	12
17	то что	6	11
18	а в	3	11
19	точки зрения	1	10
20	не может	6	10
21	при этом	3	9
22	в мире	1	9
23	так и	5	9
24	в его	5	9
25	со стороны	3	9
26	в себе	3	8
27	с другой	10	8
28	не является	1	8
29	героя в	2	8
30	еще не	9	7
31	по отношению	2	7
32	как в	6	7
33	все же	8	7
34	в случае	1	7
35	как и	5	7
36	к тому	2	7
37	а также	4	7
38	с одной	7	7
39	одной стороны	7	7
40	с его	4	6
41	но не	2	6
42	тем самым	2	6
43	о том	7	6
44	что он	9	6
45	именно в	1	6
46	как это	5	6
47	отношению к	2	6
48	том числе	1	6
49	но в	7	6
50	между двумя	1	5
51	не все	1	5
52	отличие от	1	5
53	и как	2	5
54	уже не	7	5
55	в этой	2	5
56	далеко не	3	5
57	в основе	1	5
58	и его	7	5
59	к себе	2	5
60	к нему	1	5
61	в форме	2	5
62	в данном	3	5
63	можно сказать	2	5
64	речь идет	1	4
65	данном случае	3	4
66	все те	1	4
67	то же	5	4
68	из которых	3	4
69	здесь не	2	4
70	как правило	1	4
71	перед нами	2	4
72	за собой	5	4
73	в нем	8	4
74	в силу	1	4
75	но все	2	4
76	же не	2	4
77	и с	6	4
78	было бы	2	4
79	и тем	4	4
80	числе и	1	4
81	не столько	1	4
82	те же	1	4
83	одного из	1	4
84	только в	5	4
85	при всей	1	4
86	у него	7	4
87	в особенности	1	4
88	что не	2	4
89	прежде всего	4	4
90	как бы	4	4
91	отличается от	2	4
92	же в	1	4
93	одной из	1	4
94	сказать что	3	4
95	другой стороны	8	4
96	же как	3	3
97	и он	4	3
98	в ней	5	3
99	и на	12	3
100	еще одна	1	3
101	в ее	1	3
102	что они	2	3
103	как говорит	1	3
104	хотя и	1	3
105	когда он	3	3
106	что это	2	3
107	уже в	1	3
108	из этих	4	3
109	не есть	2	3
110	он не	2	3
111	не будет	5	3
112	ни в	2	3
113	обратимся к	1	3
114	тем не	1	3
115	не менее	1	3
116	в то	5	3
117	тем что	5	3
118	одна из	2	3
119	на него	2	3
120	никогда не	13	3
121	по своей	1	3
122	могут быть	3	3
123	как мы	4	3
124	с ее	1	3
125	сводится к	2	3
126	то или	2	3
127	на том	8	3
128	не с	1	3
129	о ней	1	3
130	восходит к	1	3
131	между тем	1	3
132	а именно	9	3
133	один из	3	3
134	и даже	1	3
135	даже не	1	3
136	или иначе	1	3
137	в свою	1	3
138	а с	2	3
139	как будто	3	3
140	не существует	1	3
141	что в	12	3
142	будто бы	1	3
143	а во	1	3
144	жизни и	2	3
145	отношения к	1	2
146	одним из	1	2
147	например в	7	2
148	таком случае	1	2
149	идет о	1	2
150	здесь и	2	2
151	к другому	1	2
152	и до	2	2
153	оно может	2	2
154	должна быть	3	2
155	мы имеем	14	2
156	со смертью	1	2
157	иное как	1	2
158	но как	4	2
159	отношение к	1	2
160	или иное	3	2
161	первый взгляд	1	2
162	независимо от	3	2
163	что именно	1	2
164	в своем	2	2
165	что касается	2	2
166	в полном	1	2
167	более или	1	2
168	в противоположность	1	2
169	так или	1	2
170	все эти	8	2
171	и тот	1	2
172	жизнью и	1	2
173	та же	3	2
174	ключ к	1	2
175	том свете	4	2
176	не как	1	2
177	подобно тому	1	2
178	человека в	2	2
179	а по	1	2
180	его в	5	2
181	того или	1	2
182	это не	4	2
183	в самую	1	2
184	несмотря на	1	2
185	на первый	3	2
186	или менее	1	2
187	и сейчас	2	2
188	при всех	1	2
189	однако в	2	2
190	даже в	2	2
191	а иногда	1	2
192	она не	3	2
193	в обоих	1	2
194	что иное	2	2
195	не могло	2	2
196	не имеет	2	2
197	ничего не	2	2
198	что на	1	2
199	когда мы	2	2
200	здесь совершенно	2	2
201	которая живет	1	2
202	оно не	1	2
203	утверждать что	2	2
204	приходит к	3	2
205	происходит и	2	2
206	приводит к	1	2
207	и когда	1	2
208	что у	2	2
209	можно было	2	2
210	другом и	1	2
211	или в	3	2
212	с человеком	1	2
213	он прямо	1	2
214	лица и	1	2
215	нет у	1	2
216	и только	3	2
217	идет по	1	2
218	дело с	1	2
219	может оказаться	1	2
220	всех его	2	2
221	и ее	3	2
222	в сказании	3	2
223	есть в	1	2
224	следует отметить	1	2
225	одно из	1	2
226	для него	1	2
227	или даже	1	2
228	не случайно	1	2
229	смерти и	2	2
230	имя которого	1	2
231	одну из	4	2
232	после смерти	2	2
233	по всей	1	2
234	и др	2	2
235	не было	3	2
236	зависит от	4	2
237	его как	1	2
238	как ни	1	2
239	наконец в	1	2
240	о чем	2	2
241	не всегда	4	2
242	к другой	1	2
243	как кажется	1	2
244	а если	1	2
245	наряду с	3	2
246	тому как	1	2
247	по существу	1	2
248	что мы	2	2
249	вокруг него	3	2
250	и для	1	2
251	в связи	1	2
252	у нее	1	2
253	мира и	2	2
254	каждый год	3	2
255	тем более	1	2
256	не от	1	2
257	и представляет	1	2
258	между ними	1	2
259	которая здесь	1	2
260	они все	1	2
261	в иной	1	2
262	не что	1	2
263	этого слова	1	2
264	себе не	1	2
265	так же	2	2
266	в таком	1	2
267	точно так	2	2
268	этой точки	1	2
269	они не	3	2
270	с природой	1	1
271	также и	1	1
272	наконец четвертая	1	1
273	могло и	1	1
274	и через	3	1
275	переходит к	1	1
276	того же	2	1
277	он почувствовал	1	1
278	и есть	1	1
279	солнца ни	1	1
280	др в	1	1
281	в какой-то	1	1
282	и больше	2	1
283	глаза были	1	1
284	элементы в	1	1
285	есть не	1	1
286	им самим	1	1
287	при анализе	1	1
288	понятия но	1	1
289	мир не	2	1
290	говоря и	1	1
291	героя но	1	1
292	этом не	1	1
293	он как	1	1
294	одновременно в	1	1
295	совпадает с	1	1
296	но она	1	1
297	в целом	1	1
298	не знают	1	1
299	пребывания в	1	1
300	к своему	3	1
301	думая о	1	1
302	во всех	1	1
303	бы она	1	1
304	тот или	1	1
305	ее к	3	1
306	могло быть	2	1
307	о смерти	9	1
308	видит в	1	1
309	только потому	1	1
310	иногда и	1	1
311	может считаться	1	1
312	мере в	1	1
313	это одно	1	1
314	что как	1	1
315	вспомним что	1	1
316	как нам	1	1
317	они есть	1	1
318	и где	1	1
319	и наконец	3	1
320	а утром	1	1
321	и к	1	1
322	от этого	3	1
323	поэтому и	1	1
324	идет не	1	1
325	и чрезвычайно	1	1
326	ни один	1	1
327	а во-вторых	1	1
328	сказать о	1	1
329	формы в	1	1
330	совершенно чуждо	1	1
331	будет сказано	1	1
332	из его	2	1
333	но на	1	1
334	на его	4	1
335	по-видимому не	1	1
336	силу и	2	1
337	широкое и	1	1
338	мире по	1	1
339	это явление	2	1
340	раз когда	1	1
341	и миф	2	1
342	ниже здесь	1	1
343	в первую	1	1
344	на земле	4	1
345	свое время	1	1
346	ночь а	1	1
347	говорилось выше	2	1
348	что ни	1	1
349	и по	4	1
350	на этом	1	1
351	встречаются в	1	1
352	таким образом	12	1
353	с белыми	1	1
354	здесь мы	4	1
355	и может	1	1
356	в другом	1	1
357	чего он	1	1
358	об этом	1	1
359	мы уже	6	1
360	и деревья	1	1
361	смерть и	2	1
362	с богом	1	1
363	от процесса	1	1
364	солнце и	2	1
365	но уже	1	1
366	в них	3	1
367	также не	2	1
368	соответствии с	1	1
369	он и	2	1
370	мы видели	11	1
371	оно имеет	1	1
372	с такой	1	1
373	в чистом	1	1
374	мы не	6	1
375	в один	1	1
376	их на	1	1
377	превратился в	3	1
378	что если	1	1
