N	2gram	Trubetskoy_1	Mirosoze
1	и в	23	46
2	в нем	3	22
3	у него	5	22
4	может быть	16	21
5	в этом	12	20
6	не только	7	18
7	и не	8	18
8	никогда не	4	18
9	для него	2	18
10	во имя	3	16
11	но и	9	15
12	не может	17	15
13	как и	9	13
14	а не	1	13
15	не есть	2	13
16	друг друга	2	12
17	прежде всего	3	12
18	потому что	9	12
19	не было	2	11
20	в ней	3	11
21	у нас	3	11
22	но в	4	10
23	та же	3	10
24	в себе	5	10
25	он не	3	10
26	не в	8	9
27	не знает	2	9
28	отношение к	4	8
29	в своем	10	8
30	на земле	3	8
31	так как	7	8
32	она не	2	8
33	как бы	10	8
34	в мире	6	7
35	как в	1	7
36	и к	5	7
37	в нашем	3	7
38	в этой	6	7
39	хотя бы	4	7
40	и потому	3	7
41	и для	6	7
42	что он	7	7
43	вопрос о	3	6
44	что это	5	6
45	не могу	1	6
46	он сам	1	6
47	в народе	4	6
48	так же	8	6
49	того что	6	6
50	и там	1	6
51	жизни и	2	6
52	то же	4	5
53	есть не	1	5
54	я не	2	5
55	друг к	2	5
56	совсем не	1	5
57	в самом	8	5
58	и вот	1	5
59	что она	1	5
60	что все	5	5
61	к другу	2	5
62	в своей	1	5
63	в отношении	1	5
64	в конце	4	5
65	во всем	3	5
66	и его	1	5
67	к тому	8	5
68	и это	3	5
69	те же	2	5
70	это не	3	5
71	один из	1	5
72	в его	5	5
73	для того	8	5
74	то что	18	5
75	и все	7	5
76	также и	2	4
77	с его	1	4
78	у них	6	4
79	на деле	1	4
80	чем у	8	4
81	в жизни	3	4
82	нет в	2	4
83	народа и	1	4
84	том что	19	4
85	с ума	1	4
86	жизнь и	3	4
87	тому что	2	4
88	не имеет	1	4
89	того чтобы	8	4
90	должны быть	3	4
91	они и	1	4
92	должен быть	1	4
93	что у	2	4
94	так и	10	4
95	на путь	1	4
96	для этого	7	4
97	уже не	1	4
98	вопроса о	1	4
99	что и	7	4
100	в свою	2	4
101	они не	2	4
102	до конца	1	4
103	самого себя	4	4
104	что в	8	4
105	все что	9	4
106	смысле слова	1	3
107	народ в	4	3
108	же как	3	3
109	чувствовать себя	1	3
110	это и	1	3
111	высшей степени	1	3
112	той же	1	3
113	начала в	1	3
114	и самого	1	3
115	и на	6	3
116	иное как	1	3
117	он в	1	3
118	идеи и	1	3
119	в каждом	1	3
120	не будет	5	3
121	и с	5	3
122	на все	5	3
123	его в	5	3
124	на почве	3	3
125	в них	2	3
126	в высшей	1	3
127	этого необходимо	1	3
128	в такой	4	3
129	можно ли	2	3
130	принадлежат к	1	3
131	того как	1	3
132	по своей	7	3
133	людей и	1	3
134	его он	1	3
135	только с	1	3
136	себя и	2	3
137	прогресса и	1	3
138	если бы	8	3
139	с ним	6	3
140	и перед	1	3
141	о том	7	3
142	не стоит	2	3
143	жизни он	1	3
144	что они	2	3
145	к которой	3	3
146	каждого человека	2	3
147	в том	30	3
148	только в	6	3
149	есть в	2	3
150	не так	4	3
151	тем что	1	3
152	от того	3	3
153	с другим	1	3
154	до сих	8	3
155	к которому	1	3
156	считает себя	2	3
157	русской истории	1	3
158	нет ничего	1	3
159	жизни в	1	3
160	сих пор	8	3
161	и от	5	3
162	сказать что	1	3
163	в своих	2	3
164	те которые	1	3
165	я и	1	2
166	он считает	2	2
167	от этой	1	2
168	а для	2	2
169	же что	2	2
170	социалистическое государство	1	2
171	не от	1	2
172	во всех	10	2
173	на сторону	1	2
174	по отношению	9	2
175	себе и	1	2
176	в центре	1	2
177	выйти из	1	2
178	как к	5	2
179	к европе	1	2
180	хотя и	4	2
181	увидим что	1	2
182	есть ли	1	2
183	от этого	1	2
184	от своей	2	2
185	то в	2	2
186	в которой	5	2
187	бы не	1	2
188	и те	2	2
189	если он	2	2
190	но на	2	2
191	этот процесс	2	2
192	и если	6	2
193	на его	1	2
194	не к	1	2
195	одной и	2	2
196	на этом	2	2
197	еще более	1	2
198	тут не	1	2
199	лишь в	5	2
200	стоит на	1	2
201	если я	1	2
202	а за	1	2
203	чем в	3	2
204	должно быть	4	2
205	не будут	2	2
206	в этих	3	2
207	точки зрения	13	2
208	нас не	1	2
209	в который	1	2
210	ее в	1	2
211	и той	1	2
212	сам он	1	2
213	а от	1	2
214	стоит в	1	2
215	тогда когда	3	2
216	ничего не	1	2
217	к ней	1	2
218	связи с	4	2
219	как будто	5	2
220	в основе	2	2
221	приходит к	1	2
222	на вершине	3	2
223	мысль о	1	2
224	свои силы	2	2
225	можно было	1	2
226	быть может	1	2
227	в разных	3	2
228	лишь одно	1	2
229	и поэтому	2	2
230	и та	1	2
231	и что	8	2
232	в сущности	2	2
233	к нему	2	2
234	не надо	1	2
235	у всех	1	2
236	но с	2	2
237	мы видим	1	2
238	тот же	3	2
239	на природу	1	2
240	а лишь	2	2
241	между тем	12	2
242	народа на	1	2
243	так что	5	2
244	же и	1	2
245	со своим	1	2
246	уже в	1	2
247	и других	2	2
248	не случайно	1	2
249	были бы	1	2
250	или иной	1	2
251	как у	3	2
252	и люди	1	2
253	так это	1	2
254	вместе с	6	2
255	в человеке	1	2
256	к своему	1	2
257	что за	2	2
258	это есть	4	2
259	что же	2	2
260	да и	1	2
261	из этой	2	2
262	сам не	1	2
263	но для	2	2
264	в более	1	2
265	народы европы	1	2
266	ее и	3	2
267	но когда	1	2
268	бы в	3	2
269	быть и	5	2
270	а в	3	2
271	это все	1	2
272	был до	1	2
273	но этот	1	2
274	на гибель	1	2
275	отношению к	9	2
276	это была	1	2
277	и эта	1	2
278	пор не	2	1
279	лишь из	1	1
280	на классы	1	1
281	многих людей	1	1
282	и то	4	1
283	самом деле	12	1
284	он может	1	1
285	другие народы	3	1
286	национальной и	3	1
287	из самых	1	1
288	с культурой	5	1
289	права и	1	1
290	ведь и	1	1
291	должна быть	5	1
292	со своей	1	1
293	мы не	1	1
294	что если	3	1
295	но по	3	1
296	в учении	1	1
297	говорить о	2	1
298	на практике	1	1
299	и ее	2	1
300	что вопрос	1	1
301	духе и	1	1
302	вывод что	1	1
303	и этого	1	1
304	быть в	1	1
305	тем как	1	1
306	а следовательно	1	1
307	друг на	1	1
308	только тогда	2	1
309	если в	1	1
310	него с	2	1
311	в совершенстве	1	1
312	друга и	1	1
313	нет и	1	1
314	земного шара	8	1
315	которые не	3	1
316	мы дадим	1	1
317	с этим	11	1
318	мира в	1	1
319	народа в	15	1
320	все остальные	1	1
321	и как	1	1
322	его к	1	1
323	части человечества	1	1
324	не быть	1	1
325	многие из	5	1
326	отказывается от	1	1
327	ни один	3	1
328	в целом	5	1
329	человечества не	1	1
330	все эти	19	1
331	то я	1	1
332	во многих	1	1
333	и кто	1	1
334	только один	2	1
335	на то	9	1
336	эту мысль	1	1
337	если для	1	1
338	все те	1	1
339	перестает быть	1	1
340	последствия этого	1	1
341	и социальной	2	1
342	он должен	2	1
343	европейской культуры	6	1
344	преклонения перед	1	1
345	что ни	1	1
346	всех своих	1	1
347	свобода которую	1	1
348	но все	5	1
349	же не	3	1
350	они должны	3	1
351	в другом	2	1
352	мире не	1	1
353	входит в	1	1
354	цивилизации и	2	1
355	было бы	3	1
356	он есть	1	1
357	всю свою	1	1
358	после этого	1	1
359	и тем	1	1
360	есть всегда	1	1
361	деле принцип	1	1
362	так называемого	5	1
363	он принадлежит	1	1
364	она и	1	1
365	этого не	1	1
366	с тем	2	1
367	на друга	1	1
368	и уже	2	1
369	которой он	1	1
370	в младенчестве	1	1
371	мире есть	1	1
372	с такой	1	1
373	в чистом	1	1
374	в развитии	1	1
375	потому и	2	1
376	культуры с	2	1
377	остается в	1	1
378	на себя	1	1
379	же я	1	1
380	которую он	2	1
381	бы на	1	1
382	но если	2	1
383	что такое	1	1
384	можно найти	1	1
385	как все	1	1
386	отсутствия у	1	1
387	и без	5	1
388	во времена	1	1
389	в котором	2	1
390	с точки	8	1
391	к одному	1	1
392	в которых	2	1
393	жизни с	1	1
394	признать что	3	1
395	сходства с	4	1
396	народ не	3	1
397	ответить на	2	1
398	ее он	1	1
399	и более	2	1
400	их в	2	1
401	народа всегда	2	1
402	теперь я	1	1
403	между двумя	5	1
404	все три	1	1
405	потому они	1	1
406	них много	1	1
407	он проявляет	1	1
408	человека но	1	1
409	с простым	1	1
410	из нас	1	1
411	культуры были	1	1
412	этого нужно	1	1
413	этими двумя	2	1
414	для каждого	1	1
415	как о	1	1
416	к этим	1	1
417	не по	1	1
418	жизни из	1	1
419	к такому	2	1
420	та или	1	1
421	следовательно и	1	1
422	народ имеет	1	1
423	отречься от	1	1
424	на два	1	1
425	и весь	1	1
426	или иная	1	1
427	мыслей и	1	1
428	и маленького	1	1
429	ему и	2	1
430	в сознании	6	1
431	того же	9	1
432	уже и	3	1
433	что на	1	1
434	не потому	2	1
435	быть оправдан	1	1
436	не могут	4	1
437	и часто	1	1
438	ее на	1	1
439	тогда и	1	1
440	бы он	1	1
441	отличается от	6	1
442	классы и	1	1
443	воля к	1	1
444	как человек	1	1
445	по сравнению	5	1
446	для себя	2	1
447	как не	2	1
448	тем в	1	1
449	зрелом возрасте	1	1
450	на той	1	1
451	говорили что	1	1
452	приводит к	1	1
453	роль в	1	1
454	принадлежать к	1	1
455	как с	1	1
456	веру в	1	1
457	не выдерживают	1	1
458	и сам	2	1
459	невозможно и	2	1
460	на нее	2	1
461	в борьбе	1	1
462	есть единственный	1	1
463	к тем	2	1
464	от начала	1	1
465	культура есть	1	1
466	будет уже	1	1
467	находится в	1	1
468	народом в	1	1
469	именно потому	2	1
470	в самой	2	1
471	на вопрос	4	1
472	культуре не	1	1
473	одно то	1	1
474	что такой	1	1
475	может не	3	1
476	все та	1	1
477	можно встретить	2	1
478	в значительной	1	1
479	все в	2	1
480	которой мы	2	1
481	раньше чем	1	1
482	во втором	2	1
483	стоит и	1	1
484	и только	2	1
485	кто в	1	1
486	они останутся	1	1
487	но так	2	1
488	этот роковой	1	1
489	социальной среды	1	1
490	же все	1	1
491	борьбы за	2	1
492	которых они	1	1
493	и всю	1	1
494	за себя	1	1
495	бы ни	1	1
496	а после	1	1
497	не то	3	1
498	как проявление	1	1
499	и у	4	1
500	народе в	2	1
501	человечество должно	1	1
502	искать в	1	1
503	а потому	5	1
504	что культура	5	1
505	никто не	2	1
506	народа но	3	1
507	в прошлом	1	1
508	от тех	3	1
509	смысле этого	1	1
510	и продолжает	1	1
511	нужно пройти	1	1
512	стоит вне	1	1
513	бы это	1	1
514	мир который	1	1
515	в государство	1	1
516	не были	1	1
517	возможно что	1	1
518	пришли к	1	1
519	с другой	6	1
520	лишь те	1	1
521	у многих	1	1
522	а с	4	1
523	на которые	1	1
524	окружающей его	1	1
525	при чем	6	1
526	европы и	1	1
527	может ли	1	1
528	перед которой	1	1
529	культурные ценности	1	1
530	вопрос можно	1	1
531	его собственной	4	1
532	на эту	1	1
533	принять не	1	1
534	чуждой и	1	1
535	они одинаково	1	1
536	от всех	1	1
537	умственной жизни	1	1
538	русской действительности	1	1
539	культуры не	1	1
540	не осталось	1	1
541	он принимает	1	1
542	исходит от	1	1
543	на самом	7	1
544	есть начало	3	1
545	все свое	1	1
546	независимо от	2	1
547	в европе	6	1
548	возможны три	1	1
549	по своему	5	1
550	сравнению с	5	1
551	а между	8	1
552	чтобы заставить	1	1
553	укладу жизни	1	1
554	а потом	1	1
555	в тот	1	1
556	многих других	2	1
557	мыслится как	1	1
558	как две	2	1
559	стремления к	1	1
560	этого слова	2	1
561	с этой	3	1
562	и народа	1	1
563	все это	11	1
564	в культуре	1	1
565	открытия которые	1	1
566	хранит в	1	1
567	эти ценности	1	1
568	народа они	1	1
569	культуры и	9	1
570	которые должны	1	1
571	тот путь	1	1
572	силой не	1	1
573	а все	1	1
574	своей собственной	1	1
575	а к	2	1
576	его природы	1	1
577	целый ряд	4	1
578	соединяются в	1	1
579	из себя	10	1
580	ним все	1	1
581	конце концов	4	1
582	мы должны	4	1
583	более всего	2	1
584	только что	3	1
585	все они	5	1
586	люди которые	1	1
587	на такой	1	1
588	этим он	1	1
589	если все	1	1
590	на их	1	1
591	между ними	2	1
592	с ней	1	1
593	две стороны	1	1
594	к культуре	14	1
595	была бы	1	1
596	это сознание	1	1
597	моих мыслей	1	1
598	ко всему	2	1
599	культуры в	10	1
600	из этого	6	1
601	путь который	1	1
602	этих разговоров	1	1
603	а может	1	1
604	к этому	5	1
605	как на	4	1
