N	2gram	Losev_Prob_4	EvropaiE
1	и в	20	37
2	в отношении	4	32
3	в пределах	2	25
4	точки зрения	14	23
5	что в	3	21
6	не только	24	18
7	с точки	11	17
8	в то	4	16
9	то же	7	15
10	хотя бы	7	15
11	отношении к	1	15
12	в своем	3	14
13	но в	8	14
14	в качестве	10	14
15	но и	14	14
16	и не	28	14
17	в этом	9	12
18	в их	1	11
19	в области	3	11
20	в том	20	11
21	так и	10	10
22	отнюдь не	10	9
23	в себе	12	9
24	только в	23	9
25	прежде всего	11	9
26	не может	5	9
27	так же	5	9
28	т е	1	9
29	в смысле	5	9
30	в ее	5	8
31	думать что	1	8
32	было бы	14	8
33	в своей	4	8
34	к тому	3	8
35	с одной	1	8
36	одной стороны	1	8
37	также и	13	7
38	нам кажется	2	7
39	а также	6	7
40	того что	1	7
41	так как	5	7
42	с другой	7	7
43	как и	6	7
44	по своему	6	7
45	между прочим	3	7
46	может быть	9	6
47	и на	3	6
48	во всех	4	6
49	стороны и	2	6
50	на то	1	6
51	то есть	27	6
52	том что	12	6
53	того чтобы	2	6
54	вовсе не	21	6
55	для того	3	6
56	и даже	9	6
57	как бы	4	6
58	с этой	1	6
59	то что	15	6
60	же как	1	5
61	столь же	2	5
62	но не	5	5
63	не в	13	5
64	в россии	1	5
65	и по	2	5
66	к которым	1	5
67	но если	6	5
68	тем самым	4	5
69	этих областей	1	5
70	как мы	3	5
71	на мировом	1	5
72	одной из	4	5
73	в виде	22	5
74	в частности	2	5
75	и потому	7	5
76	в той	8	5
77	как нам	1	5
78	этой точки	1	5
79	то в	2	4
80	мы не	7	4
81	вопрос о	1	4
82	но даже	4	4
83	в ней	7	4
84	на путях	2	4
85	независимо от	3	4
86	в самом	2	4
87	то ни	1	4
88	того или	3	4
89	не служит	1	4
90	несмотря на	4	4
91	чем в	1	4
92	в предыдущем	3	4
93	даже в	1	4
94	не имеет	4	4
95	и притом	2	4
96	к ней	2	4
97	той или	14	4
98	бы то	1	4
99	по себе	11	4
100	можно сказать	5	4
101	тем более	4	4
102	именно в	7	4
103	ни было	2	4
104	само по	1	4
105	или иной	13	4
106	не на	1	4
107	как это	3	4
108	для нас	6	4
109	сказать что	7	4
110	или иного	3	4
111	в каком	6	4
112	бы и	3	3
113	на себя	1	3
114	того же	2	3
115	время в	1	3
116	россии и	1	3
117	как в	5	3
118	когда он	1	3
119	и к	3	3
120	или иную	1	3
121	в известном	2	3
122	но на	1	3
123	вообще не	3	3
124	мы можем	3	3
125	не будет	2	3
126	не дает	1	3
127	большинстве случаев	1	3
128	этом смысле	3	3
129	и тем	7	3
130	в них	5	3
131	с тем	4	3
132	она в	2	3
133	можно ли	3	3
134	дело в	2	3
135	нельзя ли	2	3
136	никогда не	1	3
137	потому что	15	3
138	уже и	3	3
139	в будущем	1	3
140	во все	2	3
141	всех случаях	1	3
142	тем в	1	3
143	можно было	4	3
144	о том	5	3
145	что и	3	3
146	и только	4	3
147	известном смысле	1	3
148	всяком случае	4	3
149	из них	3	3
150	ту или	1	3
151	себе в	3	3
152	в известной	1	3
153	в прошлом	1	3
154	тем что	3	3
155	по своим	1	3
156	и прежде	2	3
157	в свою	1	3
158	говорит о	2	3
159	ни на	3	3
160	в данном	6	3
161	не является	10	3
162	и для	4	3
163	и от	6	3
164	в результате	8	3
165	мира и	1	3
166	жизни в	2	3
167	как на	1	3
168	в таком	6	3
169	во всяком	8	3
170	и наиболее	1	2
171	и то	2	2
172	по преимуществу	2	2
173	что эти	1	2
174	ведь и	1	2
175	и этот	3	2
176	есть не	6	2
177	бороться с	1	2
178	что если	1	2
179	именно к	1	2
180	которое в	2	2
181	не нужно	1	2
182	на них	1	2
183	между собой	2	2
184	и человеческой	1	2
185	к нулю	1	2
186	а тем	1	2
187	но как	3	2
188	в истории	3	2
189	его на	1	2
190	поскольку они	3	2
191	ли к	1	2
192	с этим	4	2
193	хотя и	5	2
194	и как	3	2
195	можно в	1	2
196	что это	2	2
197	чем больше	1	2
198	в этой	4	2
199	что к	2	2
200	в случае	1	2
201	и если	5	2
202	но именно	2	2
203	он не	2	2
204	и совершенной	1	2
205	и еще	1	2
206	прочим и	1	2
207	отношений между	1	2
208	в силу	1	2
209	таким образом	8	2
210	поскольку она	1	2
211	это значит	10	2
212	качестве орудия	1	2
213	и с	7	2
214	заключается в	2	2
215	с другими	3	2
216	все другие	1	2
217	например с	1	2
218	для них	2	2
219	далеко не	2	2
220	в своих	1	2
221	в этих	5	2
222	в котором	2	2
223	не к	2	2
224	или вернее	2	2
225	и более	3	2
226	при условии	2	2
227	к такой	1	2
228	по своей	1	2
229	как будто	11	2
230	именно потому	1	2
231	не могут	1	2
232	могут быть	1	2
233	россию в	1	2
234	всего в	1	2
235	утверждать что	1	2
236	но по	2	2
237	свою очередь	1	2
238	говоря уже	2	2
239	данном случае	5	2
240	на основе	1	2
241	мог бы	1	2
242	по сравнению	1	2
243	если бы	8	2
244	в содержании	1	2
245	и поэтому	1	2
246	и что	2	2
247	кажется что	2	2
248	в значительной	2	2
249	и во	4	2
250	к нему	3	2
251	высокой и	1	2
252	в его	3	2
253	и можно	5	2
254	мы должны	3	2
255	эти последние	1	2
256	в какой	4	2
257	есть в	7	2
258	если в	1	2
259	при помощи	10	2
260	в одном	4	2
261	в существе	1	2
262	заметить что	1	2
263	в других	2	2
264	другой и	2	2
265	а именно	2	2
266	каких бы	1	2
267	как же	2	2
268	только к	3	2
269	то нельзя	1	2
270	а не	7	2
271	человеческой культуры	1	2
272	и тут	1	2
273	что все	1	2
274	нужно думать	1	2
275	вместе с	5	2
276	за тем	1	2
277	или по	2	2
278	сравнению с	1	2
279	что же	1	2
280	ко всему	1	2
281	и каждая	1	2
282	происходит в	1	2
283	или в	5	2
284	и все	8	2
285	бы в	1	2
286	и всецело	1	2
287	еще более	2	2
288	всех прочих	1	2
289	и наконец	4	2
290	исключительно в	1	2
291	же в	4	2
292	мы видим	1	2
293	а в	4	2
294	не есть	12	2
295	имеет в	1	2
296	между ними	1	2
297	не говоря	3	2
298	другой стороны	6	2
299	жизни и	5	2
300	к проповеди	1	2
301	существует только	1	1
302	как известно	1	1
303	также что	1	1
304	и т	4	1
305	связана с	1	1
306	мы здесь	2	1
307	тем большей	1	1
308	и это	2	1
309	или к	2	1
310	перед лицом	1	1
311	от своей	1	1
312	и до	1	1
313	все ли	1	1
314	смотреть на	2	1
315	будет получать	1	1
316	определенного рода	1	1
317	что между	1	1
318	по самой	1	1
319	чтобы не	2	1
320	есть нечто	9	1
321	время как	2	1
322	говорить о	2	1
323	россии то	1	1
324	другу их	1	1
325	то это	3	1
326	когда мы	5	1
327	в каждой	3	1
328	чем то	1	1
329	нам представляется	2	1
330	что его	4	1
331	истории в	1	1
332	с его	2	1
333	тем как	1	1
334	то мы	2	1
335	и всего	1	1
336	мы будем	1	1
337	значение и	1	1
338	силу этого	1	1
339	для всякого	2	1
340	в оценке	1	1
341	за пределы	2	1
342	только путем	1	1
343	относится к	2	1
344	интенсивного использования	1	1
345	все же	2	1
346	однако не	4	1
347	кроме того	4	1
348	могли бы	1	1
349	не являются	2	1
350	более или	2	1
351	в этот	1	1
352	это есть	3	1
353	как некий	1	1
354	таковы например	1	1
355	он в	1	1
356	в нашем	12	1
357	еще далеко	1	1
358	которые в	1	1
359	за их	1	1
360	поскольку в	1	1
361	будто к	1	1
362	в последнее	1	1
363	с их	1	1
364	бы только	1	1
365	о соотношении	1	1
366	тому же	2	1
367	и те	1	1
368	на его	2	1
369	к выводу	1	1
370	из указанных	1	1
371	при этом	6	1
372	жизни вообще	1	1
373	и лучше	1	1
374	сейчас и	1	1
375	т д	3	1
376	смысле она	1	1
377	в железной	4	1
378	не значит	1	1
379	эта последняя	1	1
