N	3gram	Vinokur_Ku_3	slovoVRo
1	и т п	41	23
2	то же время	1	12
3	в то же	1	12
4	в той или	2	9
5	той или иной	5	9
6	или иной степени	1	9
7	с точки зрения	16	8
8	и в то	1	5
9	во всяком случае	1	5
10	и т д	8	5
11	с одной стороны	4	4
12	с другой стороны	3	4
13	точки зрения на	2	3
14	в зависимости от	7	3
15	хотя бы и	1	3
16	в данном случае	4	3
17	более или менее	2	3
18	так и в	3	3
19	не выходит за	1	3
20	те или иные	1	3
21	выходит за пределы	1	3
22	литературного языка но	1	2
23	точка зрения на	1	2
24	а вовсе не	1	2
25	в этом случае	4	2
26	до сих пор	8	2
27	и не может	1	2
28	в первом случае	2	2
29	не только в	3	2
30	в то время	1	2
31	в известном смысле	2	2
32	и в этом	4	2
33	не могут быть	2	2
34	а не как	1	2
35	то же слово	1	2
36	того или иного	3	2
37	в свою очередь	1	2
38	в поэтическом слове	1	2
39	они как бы	1	2
40	к тому что	1	2
41	можно было бы	10	2
42	слово столь же	1	1
43	между прочим в	1	1
44	нас в данном	1	1
45	в виду не	1	1
46	одной и той	1	1
47	прежде всего в	1	1
48	и той же	1	1
49	как мы видим	1	1
50	разных точек зрения	1	1
51	эта установка на	1	1
52	то или иное	2	1
53	в отличие от	2	1
54	бы то ни	1	1
55	языка в его	1	1
56	но и в	1	1
57	языком а с	1	1
58	ее с другими	1	1
59	то у нас	2	1
60	в противном случае	1	1
61	с этой точки	1	1
62	по крайней мере	1	1
63	п так и	1	1
64	ни в какой	2	1
65	может быть и	1	1
66	в котором в	1	1
67	может быть не	1	1
68	мы имеем в	1	1
69	и в отношении	1	1
70	не столько в	1	1
71	в слове которые	1	1
72	это не значит	1	1
73	не должно быть	1	1
74	как в самом	1	1
75	не может быть	3	1
76	в свое время	2	1
77	форма и содержание	1	1
78	такая точка зрения	1	1
79	тем не менее	9	1
80	о том что	3	1
81	того же языка	1	1
82	можно рассматривать с	1	1
83	на фоне нормального	1	1
84	никогда не может	1	1
85	в отвлечении от	1	1
86	в одном из	1	1
87	этой точки зрения	1	1
88	точек зрения и	1	1
89	не только не	1	1
90	но в этом	1	1
91	т п в	3	1
92	и прежде всего	1	1
93	и не могут	1	1
94	у нас в	1	1
95	поэтическое слово в	1	1
96	уже не только	2	1
97	всяком случае должен	1	1
98	для нас в	1	1
99	т п так	1	1
100	между словом и	1	1
101	тех или иных	1	1
102	с помощью которых	1	1
103	это не только	1	1
104	т п и	4	1
105	для того чтобы	11	1
106	в том что	8	1
107	могут не только	1	1
108	именно потому что	1	1
109	как мы видели	2	1
