N	3gram	Vygotskiy__4	Marksizm
1	с точки зрения	4	13
2	не может быть	1	10
3	по отношению к	1	8
4	то же время	1	8
5	в то же	1	8
6	для того чтобы	19	6
7	в том что	12	6
8	в самом деле	7	5
9	то же самое	6	5
10	с самого начала	5	5
11	в свою очередь	1	5
12	смысле этого слова	3	4
13	бы то ни	1	4
14	то ни было	1	4
15	в точном смысле	1	4
16	на самом деле	5	4
17	и не может	1	3
18	в таком случае	1	3
19	точном смысле этого	2	3
20	до сих пор	3	3
21	с одной стороны	3	3
22	о том что	10	3
23	лежащая в основе	1	3
24	как мы уже	1	3
25	к тому что	5	3
26	какой бы то	1	2
27	мы никогда не	3	2
28	а не в	1	2
29	том что он	3	2
30	не было бы	1	2
31	ни в какой	1	2
32	того чтобы понять	1	2
33	лежит в основе	1	2
34	во всяком случае	3	2
35	таком случае это	1	2
36	мы уже знаем	2	2
37	в нем нет	2	2
38	на то что	6	2
39	к тому же	2	2
40	что иное как	1	1
41	в которой мы	1	1
42	речь идет об	1	1
43	прямо сказать что	1	1
44	он как и	1	1
45	в обращении с	1	1
46	в какой мере	2	1
47	прежде всего на	1	1
48	дело в том	1	1
49	ли отсюда что	1	1
50	следует ли отсюда	1	1
51	том что это	1	1
52	вступить в противоречие	1	1
53	что именно эти	1	1
54	должно быть направлено	1	1
55	тому что в	1	1
56	не так если	1	1
57	сам по себе	2	1
58	сами по себе	3	1
59	по самой своей	1	1
60	в той же	1	1
61	что все эти	1	1
62	забывать что это	1	1
63	а может быть	1	1
64	направлено не на	1	1
65	но он не	1	1
66	одна из них	3	1
67	у него нет	1	1
68	так или иначе	1	1
69	уже о том	1	1
70	как мы узнаем	1	1
71	в таком порядке	2	1
72	до конца и	1	1
73	него в этом	1	1
74	не только в	1	1
75	же самое что	2	1
76	во всех этих	2	1
77	а с другой	1	1
78	так если бы	1	1
79	тем же самым	1	1
80	мы уже говорили	1	1
81	при этом мы	1	1
82	для правильного понимания	1	1
83	с другой стороны	2	1
84	и остается только	1	1
85	это делают некоторые	1	1
86	его так же	1	1
87	при этом как	1	1
88	что такое понимание	1	1
89	и в свою	1	1
90	таким образом в	2	1
91	бы это было	1	1
92	всего того что	1	1
93	этого слова и	2	1
94	с тем что	1	1
95	дела в самом	1	1
96	в конечном счете	1	1
97	ни одна из	1	1
98	не что иное	1	1
99	не выдерживают критики	1	1
100	можно сказать что	1	1
101	как это делают	1	1
102	это было так	1	1
103	так же и	1	1
104	исследования должно быть	1	1
105	что вопрос о	1	1
106	в каком направлении	1	1
107	было так то	1	1
108	друг с другом	4	1
109	быть не может	1	1
110	в противоречие с	1	1
111	но в этом	1	1
112	мы только что	1	1
113	если бы это	1	1
114	что оно является	1	1
115	в жизни и	1	1
116	мы совершенно не	1	1
117	нам кажется что	1	1
