N	2gram	Potebnia_M_4	Problema
1	то что	29	42
2	вовсе не	7	35
3	то есть	34	33
4	и в	23	32
5	и не	18	31
6	не есть	9	29
7	есть ее	1	24
8	в этом	23	19
9	не менее	5	19
10	тем не	4	18
11	не только	10	17
12	потому что	33	16
13	в себе	14	15
14	по себе	11	15
15	в виде	2	15
16	а не	12	15
17	но в	8	14
18	у нас	2	14
19	указывает на	2	14
20	есть символ	1	14
21	может быть	26	14
22	как бы	5	14
23	что мы	10	13
24	в нем	7	13
25	и тем	4	13
26	что символ	1	13
27	при помощи	3	13
28	сказать что	8	13
29	том что	12	12
30	что в	17	12
31	так и	6	12
32	а именно	4	12
33	и т	7	11
34	есть нечто	5	11
35	так как	14	11
36	о том	8	11
37	и даже	2	11
38	если мы	2	11
39	ничего общего	1	11
40	то же	14	10
41	в этой	1	10
42	т д	3	10
43	об этом	2	10
44	ничего не	1	10
45	прежде всего	1	10
46	нет ничего	3	10
47	еще не	3	9
48	но не	1	9
49	того чтобы	4	9
50	же самое	4	9
51	и это	2	9
52	и что	7	9
53	но и	11	9
54	по своему	2	9
55	в данном	4	9
56	это есть	3	9
57	что же	5	9
58	в том	23	9
59	так же	4	9
60	в таком	4	9
61	и о	4	8
62	и на	3	8
63	общего с	1	8
64	все эти	3	8
65	на то	7	8
66	для того	6	8
67	было бы	8	8
68	в своей	1	8
69	когда мы	6	8
70	есть только	5	8
71	данном случае	2	8
72	как нечто	1	8
73	даже и	3	8
74	не может	11	8
75	но это	3	8
76	сам по	4	7
77	во всех	1	7
78	в них	3	7
79	между собою	4	7
80	как мы	2	7
81	никогда не	3	7
82	того что	14	7
83	что он	4	7
84	только в	15	7
85	тем что	10	7
86	все это	5	7
87	и все	4	7
88	во всяком	5	7
89	таком случае	2	6
90	и то	5	6
91	самом деле	3	6
92	на самом	3	6
93	и есть	3	6
94	есть не	4	6
95	говорить о	5	6
96	но как	1	6
97	за пределы	1	6
98	и как	2	6
99	в самом	3	6
100	и если	3	6
101	при этом	15	6
102	его в	4	6
103	это не	7	6
104	что такое	7	6
105	в то	4	6
106	таким образом	24	6
107	в виду	3	6
108	и здесь	2	6
109	в его	5	6
110	так что	5	6
111	то и	4	6
112	предметов и	1	6
113	как это	1	6
114	не существует	2	6
115	хотя и	5	6
116	всегда есть	1	6
117	ни его	2	5
118	мы уже	3	5
119	она есть	1	5
120	в своем	8	5
121	перед нами	1	5
122	то в	3	5
123	что она	2	5
124	но уже	3	5
125	все равно	3	5
126	далеко не	1	5
127	с тем	7	5
128	в котором	4	5
129	есть именно	1	5
130	связи с	3	5
131	в сознании	4	5
132	той или	1	5
133	можно сказать	4	5
134	для нас	14	5
135	есть в	5	5
136	в других	2	5
137	общего между	1	5
138	тем более	5	5
139	мы должны	2	5
140	в их	1	4
141	это совершенно	1	4
142	мы и	2	4
143	в истории	4	4
144	как в	7	4
145	чем больше	2	4
146	их в	3	4
147	входит в	1	4
148	он есть	1	4
149	а есть	1	4
150	не в	11	4
151	тому что	2	4
152	тем самым	4	4
153	и притом	2	4
154	иметь в	2	4
155	казалось бы	1	4
156	действительности но	1	4
157	а в	5	4
158	точно так	2	4
159	на том	2	4
160	если бы	13	4
161	с целью	1	4
162	а также	1	4
163	и только	3	4
164	вообще и	3	4
165	один из	2	4
166	только на	4	4
167	мы можем	10	4
168	указание на	1	4
169	перейти к	1	4
170	именно в	3	4
171	не было	12	4
172	в одно	1	4
173	если не	1	4
174	и вообще	2	4
175	для обозначения	1	4
176	и для	2	4
177	в связи	1	4
178	или в	1	4
179	же в	1	4
180	по поводу	4	4
181	только потому	4	3
182	этот предмет	1	3
183	того же	1	3
184	не нужно	2	3
185	в чем	1	3
186	без которого	2	3
187	сказать и	1	3
188	в ее	2	3
189	которые не	2	3
190	с этим	7	3
191	помнить что	1	3
192	однако не	1	3
193	в действительности	3	3
194	что это	7	3
195	но он	1	3
196	как оно	2	3
197	да и	4	3
198	он не	2	3
199	и еще	1	3
200	но все	1	3
201	что все	4	3
202	же касается	1	3
203	действительности в	1	3
204	как и	14	3
205	на этот	2	3
206	что значит	2	3
207	в этих	3	3
208	точки зрения	4	3
209	с точки	3	3
210	в которых	3	3
211	бы мы	1	3
212	есть еще	1	3
213	в отношении	1	3
214	дело в	1	3
215	того как	6	3
216	только не	3	3
217	в самой	2	3
218	или как	1	3
219	и его	2	3
220	как будто	1	3
221	в каком	4	3
222	и вполне	2	3
223	к тому	3	3
224	говорит и	1	3
225	можно было	2	3
226	ясно что	1	3
227	мы в	3	3
228	о нем	1	3
229	другими словами	8	3
230	настоящее время	1	3
231	то уже	2	3
232	что его	2	3
233	к нему	5	3
234	и во	1	3
235	в теории	1	3
236	мы хотим	2	3
237	и следовательно	3	3
238	что здесь	1	3
239	оно и	1	3
240	известного рода	1	3
241	по этому	1	3
242	именно на	2	3
243	уже не	3	3
244	уже в	5	3
245	свидетельствует о	1	3
246	из них	1	3
247	всяком случае	3	3
248	сами по	2	3
249	уже и	2	3
250	есть также	1	3
251	до сих	4	3
252	с другой	2	3
253	здесь в	1	3
254	как же	4	3
255	оно не	2	3
256	что не	6	3
257	обратить внимание	2	3
258	нужно сказать	1	3
259	бы оно	1	3
260	этих случаях	2	3
261	и менее	1	3
262	быть и	2	3
263	сих пор	4	3
264	только для	2	3
265	от нас	1	3
266	но для	1	3
267	говорим что	3	3
268	в настоящее	1	3
269	чтобы понять	2	3
270	поэтический образ	3	3
271	от всего	1	3
272	хотя бы	4	3
273	с ним	5	3
274	или не	1	3
275	хотя в	2	3
276	мы говорим	7	3
277	другой стороны	1	3
278	есть и	2	3
279	себе но	1	3
280	в искусстве	3	3
281	то на	1	2
282	например в	3	2
283	к нашему	1	2
284	и потому	10	2
285	в первом	3	2
286	и до	3	2
287	для своего	1	2
288	мы имеем	4	2
289	мы не	8	2
290	что если	6	2
291	мы называем	1	2
292	в сущности	2	2
293	что иное	2	2
294	сказать о	1	2
295	себе что	1	2
296	собою и	2	2
297	и этого	1	2
298	он сам	1	2
299	иное как	2	2
300	только после	1	2
301	то он	2	2
302	не то	5	2
303	нет и	1	2
304	меньше всего	1	2
305	математическое уравнение	1	2
306	внутренняя жизнь	1	2
307	кроме того	3	2
308	виду и	1	2
309	есть его	1	2
310	в которой	6	2
311	таковы например	1	2
312	так или	2	2
313	он в	1	2
314	из этих	2	2
315	говорят о	1	2
316	во многих	2	2
317	вообще не	1	2
318	на его	3	2
319	одно целое	1	2
320	не значит	2	2
321	что ни	1	2
322	а это	1	2
323	и понятие	1	2
324	не будет	3	2
325	и может	4	2
