1	может быть	23	45
2	в его	9	40
3	в нем	17	28
4	не может	19	27
5	и не	27	26
6	по отношению	5	26
7	в котором	5	24
8	и в	46	24
9	отношению к	5	22
10	в себе	7	21
11	не есть	1	20
12	а не	11	17
13	и его	6	17
14	в ее	1	16
15	только в	6	16
16	в своем	3	16
17	в этом	16	14
18	точки зрения	11	12
19	ни в	6	12
20	и это	3	12
21	к нему	5	12
22	но не	4	12
23	не в	10	12
24	и единственного	1	12
25	во всех	5	11
26	все эти	4	10
27	все это	6	10
28	в своей	3	10
29	бытия и	3	10
30	в целом	1	10
31	от себя	1	10
32	это не	5	10
33	с точки	9	9
34	и есть	1	9
35	и для	3	9
36	как бы	19	9
37	но и	12	9
38	единого и	2	9
39	для него	2	8
40	если бы	3	8
41	было бы	3	8
42	лишь в	2	8
43	жизни и	5	8
44	себя в	3	8
45	в их	4	8
46	не было	2	8
47	и здесь	4	7
48	конечно не	8	7
49	уже не	4	7
50	и все	9	7
51	во всем	4	7
52	для нее	1	7
53	то что	4	7
54	со стороны	1	7
55	что и	3	7
56	вовсе не	9	7
57	в единстве	3	7
58	в себя	4	7
59	и их	3	6
60	должно быть	4	6
61	менее всего	1	6
62	совершенно не	4	6
63	в том	9	6
64	в мире	3	6
65	но лишь	1	6
66	он не	4	6
67	но это	6	6
68	и только	3	6
69	есть лишь	1	5
70	но все	2	5
71	то же	6	5
72	но ведь	2	5
73	с ним	2	5
74	мы имеем	3	5
75	место в	1	5
76	но в	6	5
77	никогда не	6	5
78	его в	1	5
79	что я	6	5
80	именно в	1	5
81	но эта	1	5
82	не проникает	2	5
83	не знает	4	5
84	для себя	1	5
85	его как	2	5
86	от своей	1	5
87	там где	2	5
88	время и	2	5
89	не только	14	5
90	отношение к	3	5
91	как и	12	5
92	мир где	1	5
93	все же	4	5
94	но как	1	5
95	жизни в	1	5
96	могло бы	2	4
97	ни было	1	4
98	для нас	2	4
99	за свое	1	4
100	что в	4	4
101	мира и	1	4
102	но изнутри	1	4
103	но можно	1	4
104	тем самым	1	4
105	при этом	5	4
106	между тем	2	4
107	нисколько не	1	4
108	должна быть	2	4
109	здесь мы	1	4
110	не как	3	4
111	и жизни	1	4
112	как его	1	4
113	еще не	7	4
114	том что	4	4
115	а в	2	4
116	к ним	4	4
117	себя а	1	4
118	о нем	6	4
119	в одном	11	4
120	хотя бы	2	4
121	времени и	2	4
122	его жизни	1	3
123	от него	1	3
124	себе и	3	3
125	в своих	1	3
126	входит в	1	3
127	в каждом	6	3
128	а лишь	1	3
129	не я	1	3
130	что это	1	3
131	здесь не	4	3
132	как событие	1	3
133	котором он	1	3
134	той или	2	3
135	ибо все	1	3
136	есть я	2	3
137	в некотором	1	3
138	могут быть	2	3
139	его конкретной	1	3
140	а следовательно	2	3
141	положения в	2	3
142	ничего не	2	3
143	с человеком	1	3
144	только с	1	3
145	не дает	2	3
146	в ней	1	3
147	сознания и	2	3
148	рядом с	5	3
149	и тем	2	3
150	бы и	2	3
151	события в	1	3
152	отсюда и	1	3
153	нет и	2	3
154	из его	1	3
155	жизни но	1	3
156	на самом	1	3
157	но здесь	3	3
158	тем как	2	3
159	и единство	1	3
160	в виду	4	3
161	не должен	1	3
162	что не	1	3
163	и совершенно	2	3
164	бы не	2	3
165	тем что	3	3
166	до конца	4	3
167	самом деле	4	3
168	не менее	2	3
169	этом смысле	2	3
170	и на	11	3
171	быть и	1	3
172	тогда когда	1	3
173	в то	5	3
174	но конечно	2	3
175	отвлечения от	1	3
176	и этим	3	3
177	в другом	2	3
178	в свою	1	3
179	слово не	9	3
180	о том	5	3
181	мы не	4	3
182	и пр	2	3
183	от этого	2	2
184	бы он	1	2
185	и время	4	2
186	автора как	1	2
187	в этой	3	2
188	и она	1	2
189	дело в	3	2
190	в него	6	2
191	он и	4	2
192	в соответствии	1	2
193	бы оно	1	2
194	а с	1	2
195	я и	1	2
196	себе а	2	2
197	мы здесь	2	2
198	раз и	4	2
199	а как	2	2
200	войти в	3	2
201	того чтобы	1	2
202	и весь	1	2
203	а это	1	2
204	его с	1	2
205	было и	1	2
206	к этому	1	2
207	же время	5	2
208	людей и	4	2
209	и потому	1	2
210	конечно этот	1	2
211	еще более	3	2
212	и отношения	1	2
213	его к	2	2
214	имеем в	3	2
215	ни у	3	2
216	себе как	2	2
217	не о	1	2
218	предмет как	1	2
219	в сознании	1	2
220	как к	1	2
221	вопрос о	2	2
222	себя и	3	2
223	для этого	2	2
224	та же	1	2
225	но есть	1	2
226	что за	1	2
227	что он	6	2
228	и т.д	3	2
229	и то	1	2
230	и как	2	2
231	всех его	3	2
232	с этого	1	2
233	лишь как	2	2
234	для другого	2	2
235	и эта	1	2
236	пространство и	1	2
