N	2gram	Propp_Isto_3	slovoVRo
1	и в	22	41
2	в нем	9	30
3	и т	16	28
4	могут быть	5	19
5	не только	14	16
6	и не	12	16
7	точки зрения	2	16
8	но и	12	16
9	а не	6	15
10	то же	6	14
11	и на	4	14
12	в то	2	14
13	и его	4	14
14	в пределах	4	14
15	может быть	11	14
16	и др	2	14
17	не может	4	14
18	в его	3	13
19	в этом	17	12
20	как бы	1	12
21	так и	2	11
22	в большинстве	1	10
23	все эти	4	9
24	таким образом	10	9
25	как в	2	8
26	но в	10	8
27	на его	3	8
28	с точки	1	8
29	как мы	8	8
30	в особенности	2	8
31	или в	11	8
32	прежде всего	3	8
33	отношение к	4	7
34	все же	5	7
35	в своей	1	7
36	не в	4	7
37	вовсе не	2	7
38	с ним	1	7
39	они могут	2	7
40	на фоне	1	7
41	все они	1	7
42	во всяком	2	7
43	при этом	2	6
44	в плане	1	6
45	это не	6	6
46	в них	6	6
47	к своему	1	6
48	только в	4	6
49	большинстве случаев	2	6
50	и даже	2	6
51	а в	6	6
52	и к	3	5
53	он в	1	5
54	т д	15	5
55	с другими	1	5
56	далеко не	3	5
57	всяком случае	2	5
58	все это	1	5
59	к нему	5	5
60	с другой	7	5
61	еще более	2	5
62	на своем	1	5
63	ту же	2	4
64	одним из	4	4
65	в ней	2	4
66	еще не	10	4
67	перед нами	1	4
68	всех этих	2	4
69	не как	1	4
70	связанных с	2	4
71	и с	4	4
72	входит в	1	4
73	как и	3	4
74	и для	2	4
75	лежит в	1	4
76	с ее	1	4
77	ничего не	6	4
78	один из	5	4
79	оно и	1	4
80	с одной	2	4
81	одной стороны	2	4
82	и все	3	4
83	там где	7	4
84	и потому	2	4
85	и от	3	4
86	кроме того	1	4
87	здесь в	1	4
88	быть и	3	4
89	другой стороны	7	4
90	также и	1	3
91	почти всегда	1	3
92	эта форма	1	3
93	данном случае	3	3
94	в своем	2	3
95	из этих	3	3
96	вообще не	1	3
97	и сам	1	3
98	его в	3	3
99	было бы	3	3
100	он не	5	3
101	и ее	3	3
102	которые в	1	3
103	на всю	1	3
104	она не	4	3
105	никогда не	3	3
106	в разных	1	3
107	и здесь	7	3
108	в других	4	3
109	к тому	3	3
110	и этим	1	3
111	образом в	2	3
112	но здесь	1	3
113	о том	3	3
114	все время	2	3
115	в него	2	3
116	того что	5	3
117	в том	9	3
118	в качестве	2	3
119	конечно не	1	3
120	из них	7	3
121	его и	4	3
122	так как	7	3
123	друг друга	6	3
124	у него	3	3
125	в свою	4	3
126	не было	2	3
127	с этим	8	3
128	в данном	4	3
129	и там	4	3
130	с этой	1	3
131	как только	2	3
132	в основном	1	3
133	мы найдем	2	3
134	хотя бы	1	3
135	одной из	1	3
136	с ними	3	3
137	из этого	1	3
138	но эти	1	3
139	которая не	1	3
140	например в	2	2
141	связана с	3	2
142	на самом	2	2
143	в котором	2	2
144	мы уже	6	2
145	той же	2	2
146	а как	1	2
147	мы не	1	2
148	же как	2	2
149	время как	2	2
150	это отношение	1	2
151	мы и	1	2
152	и заставляет	1	2
153	свою очередь	1	2
154	и то	2	2
155	между собой	1	2
156	столь же	1	2
157	по своему	1	2
158	в ее	1	2
159	но не	7	2
160	что они	8	2
161	сих пор	5	2
162	хотя и	2	2
163	не пытается	1	2
164	в целом	3	2
165	и те	1	2
166	не могла	2	2
167	одному из	1	2
168	перестает быть	1	2
169	они в	2	2
170	и по	1	2
171	на этом	4	2
172	на ту	1	2
173	на все	2	2
174	для них	3	2
175	том что	8	2
176	в эту	1	2
177	в этих	11	2
178	однако этот	1	2
179	и той	1	2
180	но он	4	2
181	друг другу	2	2
182	и эти	3	2
183	войти в	1	2
184	вместе со	1	2
185	даже в	2	2
186	в самых	2	2
187	из него	1	2
188	явление в	1	2
189	такая же	1	2
190	для нас	4	2
191	у нас	4	2
192	вводимые в	1	2
193	всегда в	1	2
194	и о	2	2
195	но по	3	2
196	то время	2	2
197	так в	6	2
198	роль в	2	2
199	на том	3	2
200	можно было	1	2
201	не с	2	2
202	не исчерпывается	1	2
203	в другом	2	2
204	за пределами	1	2
205	одного из	2	2
206	можно сказать	2	2
207	а также	2	2
208	нас в	1	2
