N	3gram	Losev_Vlad_3	EvropaiC
1	в том что	10	16
2	до сих пор	1	12
3	с точки зрения	6	8
4	более или менее	5	7
5	мы знаем что	1	7
6	на то что	2	7
7	для того чтобы	1	6
8	в самом деле	1	5
9	лишь в том	1	5
10	в этом случае	1	4
11	сих пор не	1	4
12	том случае если	2	4
13	совершенно так же	2	4
14	в том случае	3	4
15	может быть и	1	4
16	в этой области	1	4
17	к тому же	5	4
18	с другой стороны	2	4
19	не может быть	6	4
20	о том что	8	4
21	о которых мы	1	4
22	тем не менее	9	4
23	в конце концов	5	4
24	не может не	1	3
25	в настоящее время	3	3
26	в том же	1	3
27	и то что	4	3
28	так же как	2	3
29	в данном случае	2	3
30	так или иначе	2	3
31	все же не	1	3
32	в связи с	2	3
33	заключается в том	1	3
34	в том и	1	2
35	том что он	1	2
36	что же касается	5	2
37	о которой мы	1	2
38	при этом что	1	2
39	лишь при условии	1	2
40	только то что	1	2
41	бы то ни	3	2
42	то же время	2	2
43	выше мы сказали	1	2
44	вместе с тем	6	2
45	то ни было	1	2
46	с одной стороны	3	2
47	а с другой	2	2
48	у него с	1	2
49	во всяком случае	3	2
50	что несмотря на	2	2
51	нечего и говорить	1	2
52	ничего общего с	2	2
53	то что это	2	2
54	ко всему этому	1	2
55	в то же	3	2
56	в вопросе о	2	2
57	и в том	2	2
58	а следовательно и	1	1
59	уже знаем что	1	1
60	но тут надо	1	1
61	по этому вопросу	1	1
62	и то же	1	1
63	иметь в виду	2	1
64	дело в том	5	1
65	а потому и	1	1
66	то время как	2	1
67	это было бы	1	1
68	на все эти	1	1
69	не говоря уже	1	1
70	в этом последнем	1	1
71	не только с	1	1
72	так что в	1	1
73	если мы будем	1	1
74	то же самое	1	1
75	все та же	1	1
76	ничего такого что	1	1
77	с ярко выраженной	1	1
78	только в том	3	1
79	более высокой ступени	1	1
80	также и то	3	1
81	у него в	4	1
82	и в дальнейшем	1	1
83	независимо от того	2	1
84	без которого немыслим	1	1
85	точно так же	4	1
86	в себе и	2	1
87	одно и то	1	1
88	и в жизни	1	1
89	не имели никакого	1	1
90	дело только в	1	1
91	понятно поэтому что	1	1
92	свидетельствует о том	2	1
93	но и его	1	1
94	здесь дело только	1	1
95	именно в этой	1	1
96	самом деле ведь	1	1
97	и в нашем	1	1
98	мы видели выше	2	1
99	благодаря тому что	1	1
100	хотя бы с	1	1
101	быть и не	1	1
102	только с точки	1	1
103	потому не может	1	1
104	то в ней	1	1
105	в одно целое	1	1
106	но вместе с	1	1
107	и так как	1	1
108	это есть не	1	1
109	и самого себя	1	1
110	все то что	1	1
111	а так как	1	1
112	надо сказать что	1	1
113	в то время	4	1
114	видели выше есть	1	1
115	и что если	1	1
116	к которой он	1	1
117	с самого начала	1	1
118	между ними нет	1	1
119	не только не	1	1
120	и что все	1	1
121	что это есть	2	1
122	несмотря на все	1	1
123	в том числе	1	1
124	к тому что	2	1
125	мы видим что	1	1
126	важную роль в	1	1
127	как мы видели	3	1
128	что если эта	1	1
129	мы уже знаем	1	1
130	точку зрения в	1	1
131	те же самые	1	1
132	как мы знаем	2	1
133	мы только что	1	1
