N	2gram	Losev_Dial_3	Tvorches
1	и в	24	20
2	и т	24	13
3	не только	23	13
4	т д	23	11
5	никогда не	7	11
6	как бы	3	11
7	таким образом	13	10
8	в то	5	10
9	в его	2	10
10	и его	5	9
11	и не	27	9
12	при этом	2	8
13	и с	6	8
14	в том	5	8
15	может быть	13	8
16	в этом	8	8
17	прежде всего	8	8
18	но и	9	8
19	то же	6	7
20	это не	4	7
21	представление о	1	7
22	же время	3	7
23	потому что	7	7
24	не может	19	7
25	что в	7	7
26	как и	7	6
27	что он	13	6
28	так и	5	6
29	у него	2	6
30	именно в	2	6
31	а не	26	6
32	все это	6	6
33	например в	2	5
34	еще не	2	5
35	и на	3	5
36	но не	2	5
37	все же	3	5
38	если он	1	5
39	и сам	1	5
40	в мире	1	5
41	то есть	1	5
42	о том	6	5
43	и даже	13	5
44	но это	5	5
45	так же	4	5
46	мы не	5	4
47	все эти	3	4
48	отнюдь не	10	4
49	хотя и	5	4
50	но в	2	4
51	не в	3	4
52	что она	9	4
53	что у	2	4
54	об этом	6	4
55	показывает что	2	4
56	если бы	6	4
57	тем самым	3	4
58	ничего не	17	4
59	в чем	4	4
60	в лице	1	4
61	а в	2	4
62	если не	3	4
63	и потому	2	4
64	и от	3	4
65	том что	8	4
66	же как	2	3
67	тогда как	1	3
68	в одной	3	3
69	о жизни	1	3
70	это определение	1	3
71	в себе	2	3
72	в нем	3	3
73	он не	5	3
74	я бы	3	3
75	его в	1	3
76	в самом	7	3
77	в котором	1	3
78	в их	2	3
79	место в	1	3
80	тем что	3	3
81	одна из	3	3
82	казалось бы	1	3
83	и это	4	3
84	мифа в	2	3
85	быть может	3	3
86	с ним	1	3
87	до сих	1	3
88	этот вопрос	1	3
89	уже не	5	3
90	для него	4	3
91	у нее	1	3
92	так как	6	3
93	то что	14	3
94	что не	5	3
95	превращается в	6	3
96	вместе с	1	3
97	характера и	1	3
98	в область	1	3
99	с этой	5	3
100	сих пор	1	3
101	нет ничего	9	3
102	но зато	1	3
103	одной из	1	3
104	в своих	2	3
105	в таком	14	3
106	таком случае	10	2
107	ни во	2	2
108	начинается с	1	2
109	самом деле	6	2
110	от этой	1	2
111	и есть	16	2
112	по преимуществу	1	2
113	он всегда	1	2
114	говорить о	4	2
115	этот факт	1	2
116	я не	6	2
117	и он	2	2
118	в ее	1	2
119	они имеют	1	2
120	воздействие на	1	2
