N	2gram	Bakhtin_Fr_6	Analitik
1	может быть	2	29
2	в том	2	27
3	не может	4	22
4	и не	3	21
5	в частности	2	19
6	и в	41	18
7	но и	13	17
8	а не	2	17
9	не только	10	15
10	не в	4	14
11	в этом	12	13
12	как и	7	13
13	в его	7	13
14	при этом	3	12
15	том что	7	12
16	в себе	5	11
17	то есть	24	11
18	но не	2	10
19	то же	5	9
20	в то	6	9
21	а в	4	9
22	но в	8	8
23	в той	5	8
24	художественного восприятия	1	7
25	этого слова	1	7
26	в сущности	8	6
27	по отношению	1	6
28	в самом	10	6
29	это не	1	6
30	далеко не	1	6
31	точки зрения	2	6
32	в своей	2	6
33	в основе	4	6
34	той или	1	6
35	должен быть	2	6
36	в себя	1	6
37	времени и	2	6
38	же время	5	6
39	только в	3	6
40	себя в	2	6
41	то что	10	6
42	или иной	1	6
43	прежде всего	10	6
44	в их	1	5
45	и на	9	5
46	и как	4	5
47	в целом	1	5
48	в этой	8	5
49	лишь в	2	5
50	и его	13	5
51	о том	9	5
52	и того	1	5
53	между тем	2	5
54	и т.п	19	5
55	как бы	7	5
56	отношению к	1	5
57	что в	7	5
58	того же	4	4
59	из того	2	4
60	в широком	1	4
61	все же	4	4
62	с другими	3	4
63	с точки	2	4
64	и другого	1	4
65	большей или	4	4
66	по себе	1	4
67	в области	2	4
68	ни в	1	4
69	могут быть	1	4
70	так и	5	4
71	с ним	4	4
72	в другом	4	4
73	с другой	4	4
74	того что	3	4
75	уже не	1	4
76	для того	1	4
77	именно в	4	4
78	себя и	1	4
79	вместе с	6	4
80	в литературе	5	4
81	исходя из	1	4
82	или меньшей	3	4
83	как известно	2	3
84	одним из	4	3
85	между двумя	1	3
86	подхода к	1	3
87	место в	1	3
88	во внешнем	1	3
89	в наиболее	2	3
90	и к	1	3
91	в нашем	1	3
92	как он	2	3
93	в нем	16	3
94	он не	2	3
95	таким образом	17	3
96	даже в	4	3
97	в котором	4	3
98	своего рода	1	3
99	всякий раз	1	3
100	художественное восприятие	1	3
101	того чтобы	4	3
102	о нем	1	3
103	в таком	1	3
104	как будто	1	3
105	не могут	2	3
106	оно может	1	3
107	а также	5	3
108	к нему	3	3
109	с его	5	3
110	еще не	1	3
111	с одной	4	3
112	никто не	2	3
113	что и	1	3
114	одной стороны	4	3
115	на уровне	1	3
116	а именно	2	3
117	а с	1	3
118	что не	3	3
119	более того	4	3
120	что мы	2	3
121	и одновременно	1	3
122	и все	9	3
123	что он	6	3
124	не остается	3	2
125	самом деле	4	2
126	на самом	1	2
127	он может	1	2
128	в первом	3	2
129	также и	6	2
130	той же	5	2
131	и то	2	2
132	между собой	1	2
133	события в	1	2
134	данном случае	2	2
135	то он	2	2
136	отношение к	1	2
137	не просто	1	2
138	нет и	1	2
139	за пределы	2	2
140	как говорит	1	2
141	что именно	2	2
142	с двумя	1	2
143	в противоположность	1	2
144	то в	1	2
145	в которой	1	2
146	все эти	11	2
147	к месту	1	2
148	бы не	1	2
149	из этих	2	2
150	думать что	1	2
151	рассказ о	1	2
152	и до	7	2
153	широком смысле	1	2
154	на его	2	2
155	свидетельствует о	1	2
156	из виду	1	2
157	смертью в	1	2
158	и по	1	2
159	на этом	2	2
160	и с	16	2
161	самим собой	2	2
