N	3gram	Tiupa_Disk_2	Problema
1	с точки зрения	2	11
2	той или иной	3	11
3	тем не менее	1	10
4	содержит в себе	2	8
5	в том что	6	8
6	в той или	1	7
7	по крайней мере	1	6
8	с другой стороны	1	6
9	то есть в	1	6
10	в данном случае	6	5
11	во всяком случае	1	4
12	мы имеем дело	1	3
13	того или иного	1	3
14	о том что	3	3
15	или иной мере	1	3
16	не говоря уже	1	2
17	как будто бы	1	2
18	или по крайней	1	2
19	и в частности	1	2
20	а также и	1	2
21	и прежде всего	2	2
22	в то же	4	2
23	здесь как и	1	2
24	и может быть	2	1
25	в чем не	1	1
26	при переходе от	1	1
27	дело в том	2	1
28	равно как и	1	1
29	что же касается	2	1
30	и не может	2	1
31	и в то	1	1
32	времени и пространства	1	1
33	бы то ни	1	1
34	в первую очередь	2	1
35	ни в чем	1	1
36	только то что	1	1
37	том числе и	1	1
38	в основе своей	2	1
39	как известного рода	1	1
40	говоря уже о	1	1
41	одно и то	2	1
42	и то что	2	1
43	отнюдь не является	1	1
44	как и его	1	1
45	еще не есть	1	1
46	но здесь это	1	1
47	человеческой жизни в	1	1
48	значимости то есть	1	1
49	то ни было	1	1
50	с одной стороны	4	1
51	на первый взгляд	2	1
52	так и с	1	1
53	и как бы	2	1
54	не в том	1	1
55	прежде всего в	1	1
56	во главе с	1	1
57	в том числе	1	1
58	он не просто	1	1
59	не то чтобы	1	1
60	жизни то есть	1	1
61	то что в	1	1
62	так и в	3	1
63	с самого начала	1	1
64	приходит к выводу	1	1
65	не менее в	1	1
66	ориентации человека в	1	1
67	и том же	1	1
68	легко может быть	2	1
69	одном и том	1	1
70	и есть не	1	1
71	в это время	1	1
72	как и в	5	1
73	добра и зла	1	1
74	то есть мы	1	1
