N	3gram	Bakhtin_Pr_1	Narrotol
1	в том что	7	8
2	в данном случае	2	6
3	не только в	1	6
4	по отношению к	11	5
5	в отличие от	2	5
6	о том что	2	4
7	к себе самому	1	3
8	в этом отношении	5	3
9	в известном смысле	1	3
10	того или иного	1	3
11	то же время	7	3
12	можно сказать что	2	3
13	в то же	7	3
14	к тому что	1	3
15	от первого лица	2	3
16	хотя и не	1	2
17	с точки зрения	15	2
18	на самом деле	3	2
19	подобно тому как	3	2
20	и не может	2	2
21	точно так же	1	2
22	так же как	1	2
23	а в том	1	2
24	не только не	1	2
25	существенную роль в	1	2
26	не может быть	3	2
27	как бы в	2	2
28	все то что	3	2
29	в е годы	1	1
30	то что я	1	1
31	точки зрения на	1	1
32	на главы в	1	1
33	смысле как мы	1	1
34	да и не	1	1
35	отношению к себе	1	1
36	двух или нескольких	1	1
37	в своем собственном	1	1
38	в самом деле	2	1
39	и к этому	1	1
40	в этом смысле	9	1
41	то же самое	1	1
42	как раз и	1	1
43	по сравнению с	1	1
44	мир это мир	1	1
45	и в то	3	1
46	в зависимости от	3	1
47	и возникает проблема	1	1
48	он говорит о	1	1
49	не входит в	1	1
50	не могло бы	1	1
51	что все эти	1	1
52	себе самому и	1	1
53	и мира и	1	1
54	в то что	1	1
55	можно было бы	3	1
56	на этот вопрос	1	1
57	во всей его	2	1
58	в противном случае	1	1
59	может быть только	1	1
60	на себя самого	2	1
61	до сих пор	2	1
62	то что было	3	1
63	позицию по отношению	1	1
64	то время как	1	1
65	мы его не	1	1
66	это прежде всего	1	1
67	на первый взгляд	1	1
68	если бы эти	1	1
69	своем собственном мире	1	1
70	в сознании героя	1	1
71	по природе своей	1	1
72	не в том	1	1
73	за пределы своего	1	1
74	то что он	1	1
75	то есть все	1	1
76	не только к	1	1
77	и что в	1	1
78	взаимодействия сознаний и	1	1
79	во всяком случае	3	1
80	в полной мере	1	1
81	в пределы одного	1	1
82	в мире а	1	1
83	этой точки зрения	1	1
84	в той степени	1	1
85	но с другой	1	1
86	в то время	2	1
87	с этой точки	1	1
88	так и в	1	1
89	то есть в	3	1
90	жизни а не	1	1
91	но и не	2	1
92	тем более что	1	1
93	в большинстве случаев	2	1
94	в качестве личности	1	1
95	в области литературы	1	1
96	в другое противоположное	1	1
97	оно и не	1	1
98	только в форме	1	1
99	пределы одного сознания	1	1
100	для того чтобы	2	1
