N	2gram	Tiupa_Vved_1	Komedia
1	и в	13	22
2	том что	7	12
3	но и	19	11
4	в том	10	11
5	не только	20	10
6	в то	4	10
7	из них	1	10
8	как и	11	9
9	может быть	18	9
10	таким образом	4	8
11	должны были	2	8
12	о том	5	8
13	и его	5	8
14	в одном	1	8
15	и не	12	8
16	едва ли	3	7
17	в этой	1	7
18	то же	5	6
19	тому же	4	6
20	и по	3	6
21	не в	6	6
22	в отношении	1	6
23	в конце	1	6
24	одного из	3	6
25	что он	1	6
26	такого рода	16	6
27	к тому	6	6
28	а в	6	6
29	что в	3	6
30	в истории	1	5
31	как в	4	5
32	на его	1	5
33	при этом	26	5
34	войны и	3	5
35	во время	1	5
36	потому что	5	5
37	со своим	1	5
38	так и	8	5
39	еще в	2	5
40	и даже	1	5
41	между тем	1	5
42	один из	3	5
43	уже в	1	5
44	в его	4	5
45	прежде всего	7	5
46	о которых	1	5
47	с другой	5	5
48	нового времени	3	5
49	все это	1	5
50	другой стороны	2	5
51	что они	1	4
52	но в	6	4
53	в нем	5	4
54	и вот	1	4
55	на протяжении	1	4
56	известно что	1	4
57	участие в	1	4
58	несмотря на	1	4
59	точки зрения	1	4
60	в котором	8	4
61	в их	1	4
62	как мы	3	4
63	на него	2	4
64	же время	3	4
65	ли не	2	4
66	так в	4	4
67	а также	8	4
68	что и	2	4
69	действующих лиц	2	4
70	в качестве	8	4
71	мы можем	2	4
72	тем что	2	4
73	и опять	2	4
74	и особенно	1	4
75	в результате	3	4
76	же в	1	4
77	по поводу	2	4
78	к этому	2	4
79	речь идет	1	3
80	идет о	1	3
81	перед лицом	1	3
82	мы не	4	3
83	и о	1	3
84	и на	3	3
85	как правило	6	3
86	с одной	5	3
87	в этом	21	3
88	все же	6	3
89	хотя и	7	3
90	в целом	3	3
91	на то	1	3
92	да и	1	3
93	он не	3	3
94	и еще	1	3
95	здесь мы	1	3
96	и с	2	3
97	в них	2	3
98	и ее	1	3
99	место в	2	3
100	не менее	4	3
101	однако в	4	3
102	даже в	1	3
103	по отношению	7	3
104	того как	1	3
105	в сознании	4	3
106	этом отношении	4	3
107	у нас	1	3
108	могут быть	4	3
109	и сам	1	3
110	в частности	13	3
