N	2gram	Bakhtin_KF_1	Dialekti
1	не есть	20	47
2	и не	26	30
3	может быть	45	20
4	не только	5	19
5	и в	24	19
6	по себе	2	18
7	а не	17	16
8	в себе	21	15
9	что она	1	14
10	потому что	2	14
11	то что	7	14
12	в том	6	14
13	так как	1	14
14	и даже	1	14
15	как бы	9	14
16	вовсе не	7	13
17	то же	5	12
18	точки зрения	12	12
19	не просто	1	12
20	но и	9	12
21	значит что	1	12
22	и все	7	12
23	есть всегда	1	11
24	и как	2	10
25	что это	3	10
26	в нем	28	10
27	ни в	12	10
28	как и	5	10
29	том что	4	10
30	так и	2	10
31	это не	10	10
32	никогда не	5	9
33	времени и	4	9
34	же и	1	9
35	не может	27	9
36	мы уже	1	8
37	в этом	14	8
38	в своей	10	8
39	с точки	9	8
40	не в	12	8
41	она не	1	8
42	прежде всего	2	8
43	это есть	2	8
44	это значит	1	8
45	и то	2	7
46	и к	1	7
47	должно быть	6	7
48	как это	1	7
49	только тогда	1	7
50	в душе	1	7
51	совершенно не	6	7
52	пространства и	2	7
53	но это	6	7
54	что в	4	7
55	чтобы не	2	6
56	я не	6	6
57	в религии	1	6
58	но не	12	6
59	отнюдь не	6	6
60	время есть	1	6
61	тогда когда	3	6
62	в то	3	6
63	не могу	3	6
64	и та	2	6
65	что он	2	6
66	конечно не	7	6
67	не потому	2	6
68	что не	3	6
69	того что	3	6
70	и может	3	6
71	жизни и	8	6
72	и потому	2	5
73	и это	12	5
74	должна быть	4	5
75	говорить о	2	5
76	все равно	1	5
77	жизнь и	2	5
78	же время	2	5
79	и его	17	5
80	и с	1	5
81	в виду	3	5
82	сознания и	3	5
83	о том	3	5
84	можно сказать	1	5
85	но как	5	5
86	что и	7	5
87	а именно	1	5
88	и пр	3	5
89	по своему	3	5
90	в смысле	6	5
91	как раз	1	5
92	и времени	1	5
93	только что	1	5
94	в самом	1	5
95	только в	16	5
96	и есть	9	4
97	во мне	3	4
98	еще не	4	4
99	быть в	4	4
100	самом деле	3	4
101	или иное	2	4
102	независимо от	3	4
103	в своем	16	4
104	все же	5	4
105	в каком-то	1	4
106	та же	2	4
107	при этом	4	4
108	он не	6	4
109	содержит в	1	4
110	и по	1	4
111	одна и	1	4
112	как таковой	1	4
113	нисколько не	4	4
114	в одном	4	4
115	но он	1	4
116	все это	10	4
117	с ним	5	4
118	и время	2	4
119	по своей	1	4
120	в каком	4	4
121	есть только	1	4
122	той или	3	4
123	в ее	16	4
124	то или	2	4
125	и когда	2	4
126	ясно что	3	4
127	в другом	3	4
128	может не	2	4
129	к нему	12	4
130	и только	6	4
131	субъекта и	1	4
132	одно из	1	4
133	от того	3	4
134	могут быть	3	4
135	том смысле	1	4
136	быть и	3	4
137	хотя бы	4	4
138	а в	4	4
139	это и	2	3
140	и тут	1	3
141	вопрос о	2	3
142	в чем	4	3
143	а только	1	3
144	себе и	3	3
145	есть просто	1	3
146	в этой	2	3
147	она сама	1	3
148	с этим	1	3
149	от этого	2	3
150	себе как	2	3
151	всех этих	3	3
152	не значит	6	3
153	выйти из	1	3
154	же не	1	3
155	об этом	1	3
156	его в	5	3
157	это было	2	3
158	и мы	2	3
159	было бы	8	3
160	в один	1	3
161	мы имеем	5	3
162	и уже	1	3
163	но я	2	3
164	в этих	1	3
165	что этот	3	3
166	можно ли	1	3
167	не менее	3	3
168	ничего не	3	3
169	или как	2	3
170	должны быть	1	3
171	но только	1	3
172	и религии	1	3
173	это только	2	3
174	уже не	7	3
175	нуждается в	1	3
176	может иметь	2	3
177	он есть	1	3
178	даны в	2	3
179	у меня	1	3
180	ведь это	1	3
181	и из	1	3
182	и их	6	3
183	не было	8	3
184	мы говорим	1	3
185	в данном	2	3
186	когда мы	1	3
187	в это	2	3
188	и от	1	3
189	его с	2	3
190	или другой	1	3
191	или нет	1	3
192	становления и	1	3
193	неотделим от	1	3
194	только как	4	3
195	была бы	1	3
196	они не	1	3
197	я и	2	2
198	также и	1	2
199	на самом	3	2
200	он может	2	2
201	тем же	1	2
202	что эти	1	2
203	его не	1	2
204	что уже	1	2
205	так чтобы	1	2
206	этом условии	1	2
207	бы ни	1	2
208	как я	1	2
209	как не	1	2
210	зависимости от	1	2
211	в ней	3	2
212	и говорить	1	2
213	во всех	11	2
214	что я	5	2
215	различия между	1	2
216	и я	5	2
217	в истории	1	2
218	в акте	3	2
219	как в	2	2
220	но в	5	2
221	в которой	1	2
222	бы и	3	2
223	все эти	10	2
224	и пространства	1	2
225	бы только	1	2
226	но ведь	5	2
227	на его	1	2
228	время и	5	2
229	не как	4	2
230	оно должно	1	2
231	на этом	1	2
232	но все	5	2
233	в каждом	3	2
234	не будет	2	2
235	в мире	6	2
236	это суть	2	2
237	на все	1	2
238	с целью	1	2
239	в жизни	2	2
240	только одно	1	2
241	бытие и	3	2
242	она и	1	2
243	с тем	2	2
244	несмотря на	1	2
245	смысл и	6	2
246	категория сознания	1	2
247	в их	8	2
248	в зависимости	1	2
249	тем не	2	2
250	действительно есть	1	2
251	их в	1	2
252	не должно	3	2
253	тому что	2	2
254	что есть	2	2
255	не раз	1	2
256	дело не	2	2
257	не по	4	2
258	только не	1	2
259	и вечность	1	2
260	действительно в	1	2
261	мире и	1	2
262	утверждение себя	2	2
263	следует что	1	2
264	это уже	2	2
265	уже и	1	2
266	и делает	2	2
267	в области	2	2
268	во все	1	2
269	к тому	1	2
270	как таковым	1	2
271	с ее	2	2
272	культуры и	5	2
273	и совершенно	3	2
274	только через	1	2
275	можно только	1	2
276	остается только	1	2
277	со всем	5	2
278	и должно	1	2
279	но мы	1	2
280	все в	1	2
281	тем или	1	2
282	смысле не	2	2
283	между тем	4	2
284	не отличаются	1	2
285	когда оно	1	2
286	и можно	1	2
287	всяком случае	1	2
288	нем и	3	2
289	этих последних	1	2
290	не знаю	1	2
291	и она	2	2
292	мы должны	1	2
293	в каких	1	2
294	как из	1	2
295	времени можно	1	2
296	мы видим	1	2
297	с ними	3	2
298	в какой	1	2
299	себя в	8	2
300	если мы	1	2
301	или в	1	2
302	само по	1	2
303	тем что	3	2
304	смысла и	2	2
305	где есть	1	2
306	момент в	7	2
307	будем говорить	1	2
308	но нельзя	1	2
309	именно в	5	2
310	будет ли	2	2
311	только к	1	2
312	нельзя выйти	1	2
313	человека но	1	2
314	зависит от	1	2
315	человеческой жизни	1	2
316	жизнь в	1	2
317	ни о	1	2
318	в бытии	26	2
319	что мы	1	2
320	когда я	3	2
321	ни на	1	2
322	вместе с	1	2
323	я уже	2	2
324	ибо оно	1	2
325	от факта	1	2
326	быть только	8	2
327	ко мне	6	2
328	же самое	1	2
329	содержанием и	1	2
330	мы только	1	2
331	в результате	1	2
332	или иным	2	2
333	это может	1	2
334	но о	1	2
335	или не	1	2
336	же в	1	2
337	но всегда	2	2
338	не быть	3	2
339	в виде	2	2
340	а я	1	2
341	ее в	1	2
342	того или	3	2
343	в искусстве	1	2
344	в своих	3	2
345	во всяком	1	2
346	всегда в	1	1
347	смысле слова	1	1
348	жизнь человека	1	1
349	говоря о	1	1
350	даны здесь	1	1
351	того же	1	1
352	не остается	2	1
353	и до	1	1
354	сама не	1	1
355	ведь и	1	1
356	оно было	1	1
357	они вообще	1	1
358	их и	1	1
359	все бытие	1	1
360	иной чем	1	1
361	не была	1	1
362	она когда-нибудь	1	1
363	только это	2	1
364	ему в	2	1
365	в некотором	3	1
366	и ни	3	1
367	пространство и	2	1
368	и он	1	1
369	всех сторон	1	1
370	целом есть	1	1
371	не от	1	1
372	и временной	1	1
373	общий и	1	1
374	это противопоставление	2	1
375	бы то	2	1
376	в различных	1	1
377	и понимает	1	1
378	в предыдущем	1	1
379	сказать и	1	1
380	они имеют	1	1
381	мы будем	1	1
382	к которой	2	1
383	со всеми	2	1
384	свою жизнь	2	1
385	себе самой	1	1
386	а он	1	1
387	смыслу и	2	1
388	нет и	3	1
389	в оценке	1	1
390	человека его	1	1
391	его на	2	1
392	что именно	1	1
393	показать что	1	1
394	такова же	1	1
395	бы я	1	1
396	когда он	1	1
397	весь мир	2	1
398	для которой	3	1
399	ведь оно	1	1
400	научное сознание	1	1
401	ее смысл	1	1
402	уже с	1	1
403	или иную	1	1
404	где все	1	1
405	к чему	3	1
406	и конечно	2	1
407	из жизни	1	1
408	в целом	10	1
409	образом и	1	1
410	всей своей	2	1
411	но возможна	1	1
412	другом случае	1	1
413	если он	1	1
414	мы получим	2	1
415	с чем	1	1
416	к выводу	1	1
417	как оно	2	1
418	задний план	1	1
419	по самому	1	1
420	и единое	1	1
421	а скорее	1	1
422	и эти	2	1
423	не к	1	1
424	понятий и	1	1
425	ни была	1	1
426	мир как	6	1
427	это дело	1	1
428	движется и	1	1
429	из него	3	1
430	всех своих	4	1
431	акт нашего	1	1
432	мне с	1	1
433	что все	1	1
434	нем я	3	1
435	главным образом	1	1
436	чем я	1	1
437	причем все	1	1
438	и менее	1	1
439	и оформления	2	1
440	в единую	1	1
441	и ясно	2	1
442	со всех	1	1
443	может стать	1	1
444	действительности в	2	1
445	на почве	1	1
446	форму и	1	1
447	этом смысле	3	1
448	в этике	1	1
449	и тем	3	1
450	делает его	1	1
451	ведь если	1	1
452	и понят	1	1
453	бы совершенно	1	1
454	но уже	1	1
455	же пространство	1	1
456	но лишь	6	1
457	всю жизнь	1	1
458	нигде не	3	1
459	однажды в	1	1
460	чем в	1	1
461	ее действительно	1	1
462	одного и	1	1
463	в эту	1	1
464	и ее	2	1
465	не зависит	1	1
466	как все	1	1
467	на месте	1	1
468	в котором	24	1
469	в принципе	2	1
470	она в	1	1
471	от времени	1	1
472	себе а	2	1
473	не содержит	1	1
474	всем том	1	1
475	от его	5	1
476	науки но	1	1
477	отсюда для	1	1
478	абстрактном мышлении	1	1
479	есть его	2	1
480	но эта	5	1
481	а есть	1	1
482	не будем	1	1
483	творчества и	1	1
484	имеем не	1	1
485	все богатство	1	1
486	всякий другой	1	1
487	ним в	1	1
488	искусстве в	1	1
489	и очень	1	1
490	центра в	1	1
491	каком плане	1	1
492	что эта	2	1
493	отчетливо и	1	1
494	что ему	1	1
495	как о	1	1
496	форма не	1	1
497	дерево а	1	1
498	всею своею	1	1
499	это нисколько	1	1
500	в основе	5	1
501	бытия и	10	1
502	его есть	1	1
503	из их	1	1
504	к такому	1	1
505	нем в	1	1
506	чем не	4	1
507	самого по	1	1
508	пространство в	2	1
509	слово и	1	1
510	одна из	1	1
511	причем они	1	1
512	это слово	1	1
513	и теперь	1	1
514	бы по	1	1
515	и сама	1	1
516	остается в	1	1
517	ее можно	1	1
518	научных и	1	1
519	ли это	2	1
520	это-то и	1	1
521	на границе	1	1
522	отличается от	1	1
523	вокруг него	2	1
524	пр все	1	1
525	оно не	2	1
526	не живет	2	1
527	должен быть	7	1
528	ясность и	1	1
529	и c	1	1
530	то ни	2	1
531	оно может	1	1
532	можно и	2	1
533	своего развития	1	1
534	нас от	1	1
535	и о	1	1
536	более не	1	1
537	не существует	1	1
538	но при	1	1
539	здесь не	3	1
540	были бы	2	1
541	и ценность	2	1
542	мысль о	1	1
543	чтобы быть	2	1
544	та область	1	1
545	приводит к	1	1
546	по способу	1	1
547	дано в	1	1
548	и пространство	4	1
549	его самого	1	1
550	котором мы	3	1
551	поэтому мы	1	1
552	чтобы дать	2	1
553	здесь как	1	1
554	здесь нет	2	1
555	мог бы	1	1
556	к его	1	1
557	как таковую	1	1
558	планы и	1	1
559	подойти к	1	1
560	и на	3	1
561	не стоит	1	1
562	содержание которое	1	1
563	сама она	1	1
564	смысле и	2	1
565	образом в	1	1
566	все дело	1	1
567	жизнь только	1	1
568	познания и	4	1
569	только так	1	1
570	один миг	1	1
571	и здесь	7	1
572	не был	1	1
573	возможна только	1	1
574	и оформление	1	1
575	возможен и	1	1
576	она всегда	1	1
577	и просто	2	1
578	оно ни	1	1
579	как этот	1	1
580	ли она	1	1
581	любви к	1	1
582	и во	1	1
583	и единый	2	1
584	однако что	2	1
585	и познания	1	1
586	нем не	1	1
587	которой мы	1	1
588	общее и	3	1
589	от них	1	1
590	как таковая	1	1
591	как его	4	1
592	во всей	4	1
593	себя но	1	1
594	и содержания	1	1
595	факт не	1	1
596	которой все	2	1
597	ибо вся	2	1
598	и окончательно	1	1
599	и всякое	1	1
600	если это	1	1
601	бы меня	1	1
602	в литературе	1	1
603	он действительно	1	1
604	я ее	1	1
605	жизнь на	1	1
606	но с	1	1
607	совсем не	2	1
608	тот же	1	1
609	мною как	1	1
610	менее в	1	1
611	меня и	3	1
612	не имеет	5	1
613	во всем	7	1
614	и действительно	6	1
615	ему и	1	1
616	поэтому и	1	1
617	всех его	2	1
618	сознания как	2	1
619	их не	1	1
620	но между	1	1
621	именно на	2	1
622	есть я	3	1
623	я имею	3	1
624	из которых	2	1
625	только на	1	1
626	ее а	1	1
627	первые три	1	1
628	а это	2	1
629	его и	2	1
630	ту или	1	1
631	сама вечность	1	1
632	она действительно	1	1
633	и также	1	1
634	содержание и	2	1
635	с собою	1	1
636	для меня	20	1
637	к ним	4	1
638	не о	2	1
639	друг друга	1	1
640	мы можем	1	1
