N	2gram	Voloshinov_2	Dialekti
1	не есть	3	47
2	и не	19	30
3	это –	9	23
4	может быть	28	20
5	не только	13	19
6	и в	19	19
7	по себе	3	18
8	а не	9	16
9	в себе	4	15
10	что она	1	14
11	потому что	1	14
12	то что	4	14
13	в том	7	14
14	так как	3	14
15	и даже	2	14
16	как бы	19	14
17	вовсе не	11	13
18	то же	16	12
19	точки зрения	17	12
20	но и	10	12
21	и все	6	12
22	и как	6	10
23	что это	2	10
24	в нем	11	10
25	ни в	6	10
26	как и	9	10
27	том что	10	10
28	сказать что	4	10
29	так и	10	10
30	это не	4	10
31	по крайней	2	9
32	никогда не	7	9
33	крайней мере	2	9
34	же и	1	9
35	не может	18	9
36	– не	6	9
37	мы уже	6	8
38	в этом	15	8
39	в своей	3	8
40	с точки	13	8
41	не в	10	8
42	прежде всего	7	8
43	– в	4	8
44	и то	3	7
45	так что	1	7
46	должно быть	3	7
47	как это	1	7
48	и притом	1	7
49	только тогда	1	7
50	в душе	4	7
51	но что	2	7
52	совершенно не	5	7
53	но это	1	7
54	что в	2	7
55	но не	2	6
56	что они	2	6
57	отнюдь не	8	6
58	тогда когда	1	6
59	в то	8	6
60	и вообще	1	6
61	что он	4	6
62	конечно не	4	6
63	что не	2	6
64	– это	4	6
65	того что	4	6
66	да и	3	6
67	жизни и	2	6
68	и потому	2	5
69	и это	3	5
70	должна быть	4	5
71	говорить о	1	5
72	в силу	1	5
73	иной раз	1	5
74	же время	8	5
75	и его	16	5
76	и с	2	5
77	сознания и	3	5
78	о том	3	5
79	и что	1	5
80	можно сказать	1	5
81	но как	2	5
82	что и	3	5
83	с другой	3	5
84	а именно	1	5
85	и пр	25	5
86	и следовательно	6	5
87	в смысле	6	5
88	как раз	4	5
89	только что	3	5
90	в самом	6	5
91	только в	8	5
92	еще не	3	4
93	самом деле	9	4
94	или иное	1	4
95	за пределы	3	4
96	в одной	2	4
97	независимо от	2	4
98	же –	1	4
99	в своем	2	4
100	все же	5	4
101	в каком-то	1	4
102	нет никакой	1	4
103	как он	1	4
104	и если	1	4
105	при этом	9	4
106	он не	3	4
107	и вот	1	4
108	– от	1	4
109	одно и	3	4
110	таким образом	14	4
111	заключается в	1	4
112	в одном	1	4
113	но он	1	4
114	все это	1	4
115	с ним	1	4
116	не нуждается	1	4
117	связи с	13	4
118	в таком	7	4
119	в каком	3	4
120	не могут	1	4
121	есть только	1	4
122	что оно	3	4
123	той или	4	4
124	в ее	3	4
125	то или	1	4
126	и когда	1	4
127	ясно что	1	4
128	в другом	3	4
129	к нему	5	4
130	и только	1	4
131	уже в	2	4
132	одно из	1	4
133	от того	1	4
134	в связи	7	4
135	могут быть	3	4
136	быть и	6	4
137	хотя бы	6	4
138	а в	3	4
139	другой стороны	1	4
140	искусство и	1	3
141	таком случае	3	3
142	сам по	1	3
143	это и	1	3
144	как мы	15	3
145	вопрос о	2	3
146	что иное	1	3
147	иное как	2	3
148	а только	1	3
149	в этой	3	3
150	с этим	3	3
151	кроме того	1	3
152	и где	1	3
153	от этого	2	3
154	но без	1	3
155	всех этих	1	3
156	не значит	1	3
157	же не	1	3
158	и почти	2	3
159	его в	7	3
160	это было	2	3
161	было бы	4	3
162	уже знаем	2	3
163	и тогда	2	3
164	в этих	3	3
165	или точнее	1	3
166	что такое	1	3
167	сами по	1	3
168	и более	7	3
169	времени а	1	3
170	не менее	1	3
171	– мы	2	3
172	ничего не	4	3
173	в разных	1	3
174	или как	2	3
175	должны быть	2	3
176	но только	1	3
177	– совершенно	1	3
178	и религии	1	3
179	– и	5	3
180	все его	2	3
181	уже не	1	3
182	как они	1	3
183	нуждается в	1	3
184	все время	2	3
185	он есть	1	3
186	как вещи	1	3
187	же мы	1	3
188	из них	1	3
189	ведь это	2	3
190	бы это	2	3
191	и из	1	3
192	о котором	1	3
193	как же	1	3
194	и их	4	3
195	не было	3	3
