N	3gram	Voloshinov_1	Problemy
1	к себе самому	1	13
2	то же время	5	10
3	в то же	5	10
4	на самом деле	2	9
5	с самого начала	5	8
6	по отношению к	9	6
7	о себе самом	1	5
8	но в то	3	4
9	во всяком случае	3	4
10	его отношение к	2	4
11	к нему и	1	4
12	и прежде всего	5	4
13	а между тем	1	3
14	бы то ни	1	3
15	одно и то	1	3
16	в высшей степени	2	3
17	и то же	1	3
18	не может быть	3	3
19	может войти в	1	2
20	сводится к тому	1	2
21	и наконец в	1	2
22	с точки зрения	10	2
23	и не может	1	2
24	сам по себе	2	2
25	в отличие от	1	2
26	друг на друга	1	2
27	он и не	1	2
28	к тому чтобы	3	2
29	остановимся только на	1	2
30	но в общем	1	2
31	что он сам	1	2
32	желание смерти отца	1	2
33	в другом человеке	1	2
34	так и в	2	2
35	не в силах	2	2
36	мы можем сказать	2	2
37	в ослабленной форме	2	2
38	но все же	1	2
39	в большинстве случаев	4	2
40	как мы уже	4	2
41	на всю жизнь	1	2
42	в том что	4	2
43	можем сказать что	2	2
44	мы увидим что	4	2
45	если бы он	3	1
46	в нем происходит	1	1
47	мы остановимся только	1	1
48	как в отношении	1	1
49	в чем не	2	1
50	или хотя бы	1	1
51	в сознание и	1	1
52	в чем же	1	1
53	дело в том	1	1
54	в самом деле	5	1
55	но и по	1	1
56	и к другим	1	1
57	том что он	2	1
58	в этом случае	1	1
59	что же касается	1	1
60	сознание и в	1	1
61	в нем и	1	1
62	и по отношению	2	1
63	из него все	1	1
64	до сих пор	3	1
65	что он не	1	1
66	мы должны признать	1	1
67	в его душе	1	1
68	это вовсе не	1	1
69	не укладывается в	1	1
70	благодаря тому что	2	1
71	со всех сторон	1	1
72	по крайней мере	1	1
73	может быть и	1	1
74	и со всеми	1	1
75	мы уже указывали	3	1
76	в данном случае	3	1
77	до конца и	1	1
78	чтобы пробиться к	1	1
79	и на протяжении	1	1
80	и все его	2	1
81	он приводит к	1	1
82	как будто бы	1	1
83	настолько велико что	1	1
84	все больше и	1	1
85	во всех отношениях	1	1
86	и в отношении	1	1
87	к той же	1	1
88	то что он	1	1
89	мы видели что	1	1
90	в свое время	1	1
91	что же это	1	1
92	что же такое	2	1
93	мы говорили что	1	1
94	по ту сторону	3	1
95	в то время	1	1
96	и ни в	1	1
97	чем иным как	1	1
98	раз и навсегда	1	1
99	еще не стали	2	1
100	всяком случае в	1	1
101	в такой форме	1	1
102	в свою очередь	1	1
103	о том что	1	1
104	не чем иным	1	1
105	но оно в	1	1
106	ни в чем	2	1
107	можно сказать что	3	1
108	с отцом и	2	1
109	или во всяком	1	1
110	становятся как бы	1	1
111	тем не менее	2	1
112	как бы в	1	1
113	больше и больше	1	1
114	это как бы	2	1
115	для самого себя	1	1
116	как мы видели	4	1
117	для того чтобы	1	1
118	но не может	1	1
119	сознанию и его	1	1
120	в глубине души	1	1
121	только себя и	1	1
122	в этом отношении	2	1
