N	3gram	Vinokur_St_1	FransuaR
1	то же время	4	6
2	в то же	4	6
3	до сих пор	7	4
4	в той же	2	4
5	но в то	2	4
6	на самом деле	6	3
7	в том числе	2	3
8	а также и	2	3
9	прежде всего необходимо	1	3
10	для того чтобы	10	3
11	в той или	1	2
12	по отношению к	3	2
13	находим и в	2	2
14	и в других	1	2
15	жизни и смерти	1	2
16	но и в	2	2
17	в этом отношении	7	2
18	том числе и	2	2
19	можно было бы	8	2
20	это вовсе не	1	2
21	как раз в	2	2
22	и во всей	1	2
23	и не было	1	2
24	не может быть	5	2
25	в данном случае	6	2
26	о том что	11	2
27	той или иной	1	2
28	в первой книге	1	2
29	как и в	2	2
30	мы встречаем в	1	2
31	в том же	1	2
32	смысле этого слова	1	1
33	в другом месте	1	1
34	на том что	1	1
35	несколько слов о	1	1
36	в области изучения	2	1
37	некоторые из них	1	1
38	в своем роде	1	1
39	языка и стиля	1	1
40	том что в	3	1
41	дело в том	4	1
42	оно свидетельствует о	1	1
43	научной работы над	1	1
44	так как в	2	1
45	в настоящее время	1	1
46	но даже и	1	1
47	также и в	1	1
48	свидетельствует о том	1	1
49	о том как	1	1
50	в этом случае	2	1
51	сих пор еще	1	1
52	как это делает	1	1
53	потому что не	1	1
54	и в данном	2	1
55	для этого прежде	1	1
56	с точки зрения	8	1
57	и не может	1	1
58	хотя бы и	2	1
59	в таких случаях	1	1
60	бы то ни	1	1
61	и его эпохи	1	1
62	что в нем	2	1
63	будто бы склонен	1	1
64	за то что	3	1
65	но в плане	1	1
66	и нуждается в	1	1
67	что в то	1	1
68	и в области	4	1
69	не всегда можно	1	1
70	с рядом других	1	1
71	может быть и	2	1
72	в своей статье	4	1
73	это может быть	1	1
74	в применении к	3	1
75	вовсе не была	1	1
76	этого прежде всего	1	1
77	для всей эпохи	1	1
78	в том чтобы	1	1
79	и тем же	2	1
80	и в этом	3	1
81	как будто бы	1	1
82	во втором случае	2	1
83	но это вовсе	1	1
84	же время оно	1	1
85	к самой земле	1	1
86	то что он	1	1
87	во всяком случае	6	1
88	же время не	1	1
89	для правильного понимания	1	1
90	с другой стороны	6	1
91	одним и тем	2	1
92	в свое время	2	1
93	во всех этих	1	1
94	только то что	1	1
95	сих пор не	1	1
96	я бы сказал	1	1
97	вряд ли можно	1	1
98	так например в	4	1
99	было бы совершенно	1	1
100	в вопросе о	1	1
101	не являются чем-то	1	1
102	заключается в том	3	1
103	в прошлом но	1	1
104	даже и в	1	1
105	то что тот	1	1
106	и не хочет	1	1
107	в одном из	1	1
108	изучения и понимания	1	1
109	и в самом	3	1
110	эпохи и в	1	1
111	вовсе не в	2	1
112	но ведь это	1	1
113	но все эти	1	1
114	в узком смысле	1	1
115	и его современников	1	1
116	но все же	3	1
117	но также и	4	1
118	в том что	17	1
119	что и в	4	1
