N	2gram	Losev_Dial_4	Myshleni
1	в процессе	1	27
2	и в	15	25
3	в том	11	23
4	том что	10	20
5	таким образом	5	17
6	так же	4	17
7	что в	7	17
8	с тем	4	16
9	в основе	10	16
10	как и	7	15
11	в его	4	15
12	то что	16	15
13	в этом	11	14
14	вместе с	2	14
15	может быть	17	13
16	так как	14	12
17	в качестве	2	12
18	на основании	3	11
19	что они	4	10
20	перед нами	6	10
21	и что	9	10
22	что и	6	10
23	было бы	9	10
24	того что	13	10
25	только в	7	10
26	как бы	14	10
27	и не	30	10
28	мы не	9	9
29	связи с	1	9
30	мы могли	1	9
31	заключается в	2	9
32	ни в	8	9
33	как в	3	9
34	как мы	1	8
35	того чтобы	5	8
36	тем что	2	8
37	показывает что	2	8
38	не является	1	8
39	что ребенок	1	7
40	все эти	3	7
41	по себе	13	7
42	в области	3	7
43	является то	1	7
44	уже в	1	7
45	мы можем	3	7
46	для того	5	7
47	что мы	7	7
48	как это	2	7
49	же как	1	6
50	совпадает с	2	6
51	зависимости от	1	6
52	и на	5	6
53	потому что	10	6
54	от этого	3	6
55	не только	8	6
56	собственном смысле	2	6
57	в силу	4	6
58	не может	11	6
59	мы видели	1	6
60	точки зрения	14	6
61	в отличие	1	6
62	не в	8	6
63	в отношении	2	6
64	не менее	2	6
65	приходит к	1	6
66	в собственном	3	6
67	можно было	1	6
68	один из	4	6
69	что он	7	6
70	отличие от	2	6
71	и у	1	6
72	с другой	1	6
73	в связи	1	6
74	все это	9	6
75	все же	2	6
76	мы должны	4	6
77	человека и	2	5
78	в зависимости	1	5
79	мы уже	3	5
80	с ее	10	5
81	как говорит	1	5
82	и как	4	5
83	что это	13	5
84	что она	5	5
85	при этом	2	5
86	в понятии	2	5
87	и по	2	5
88	тем не	2	5
89	и другое	2	5
90	но это	4	5
91	могут быть	3	5
92	о том	5	5
93	так и	5	5
94	если бы	6	5
95	в этой	4	5
96	в пользу	2	5
97	по типу	2	5
98	входит в	1	5
99	с одной	1	5
100	именно в	5	5
101	из которых	3	5
102	мы имели	3	4
103	мы имеем	5	4
104	бы что	1	4
105	еще не	4	4
106	отнюдь не	4	4
107	в своем	5	4
108	показали что	1	4
109	ни один	2	4
110	из этих	2	4
111	в известном	1	4
112	на то	5	4
113	он не	1	4
114	в основу	1	4
115	от нее	3	4
116	той же	5	4
117	не мог	2	4
118	одного и	1	4
119	что с	2	4
120	в то	6	4
121	тогда когда	5	4
122	никогда не	2	4
123	то и	2	4
124	не могут	2	4
125	что оно	7	4
126	и это	8	4
127	мог бы	2	4
128	по сравнению	2	4
129	с ним	3	4
130	значит что	9	4
131	из них	2	4
132	от того	2	4
133	но и	4	4
134	прежде всего	11	4
135	что перед	1	4
136	нет никаких	1	4
137	с этим	3	4
138	это значит	8	4
139	в смысле	5	4
140	и все	11	4
141	а в	1	4
142	сказать что	6	4
143	что понятие	1	4
144	в частности	2	4
145	во всяком	2	4
146	которая не	2	4
147	переход от	1	3
148	то в	5	3
149	в котором	2	3
150	оба эти	1	3
151	видели что	1	3
152	но как	2	3
153	когда он	3	3
154	в самом	2	3
155	то обстоятельство	1	3
