1	по отношению к	5	9
2	в отличие от	5	7
3	в том что	8	7
4	я в мире	2	6
5	присутствия я в	2	5
6	более или менее	1	5
7	в то же	3	5
8	то же время	3	5
9	состоит в том	4	5
10	в конечном счете	3	5
11	не сводится к	6	5
12	той или иной	3	4
13	не следует смешивать	1	3
14	всех без исключения	1	3
15	в этом смысле	1	3
16	того или иного	3	3
17	с точки зрения	2	3
18	тем не менее	4	3
19	не может быть	2	3
20	следует смешивать с	1	3
21	можно сказать что	3	3
22	так или иначе	1	3
23	а с другой	1	2
24	в той или	1	2
25	в равной степени	2	2
26	в тарасе бульбе	1	2
27	начало и конец	1	2
28	в противном случае	1	2
29	несет в себе	1	2
30	и того же	1	2
31	одного и того	1	2
32	по большей части	3	2
33	не могло быть	1	2
34	в структуре текста	1	2
35	к тому что	3	2
36	в данный момент	1	2
37	героя тогда как	1	2
38	для того чтобы	1	2
39	во всей его	1	2
40	мастера и маргариты	1	2
41	по своей природе	2	2
42	с одной стороны	5	2
43	мы имеем дело	2	2
44	в рамках которого	1	2
45	причастной вненаходимости бахтин	1	2
46	имеем дело с	2	1
47	не несет в	1	1
48	на первый взгляд	1	1
49	сторону индивида и	1	1
50	отношению к которому	1	1
51	пространственных и временных	1	1
52	в силу своей	1	1
53	жизни а не	1	1
54	не отделен от	1	1
55	оказывается всего лишь	1	1
56	пребывания в мире	2	1
57	на котором он	1	1
58	раз в том	1	1
59	всей его полноте	1	1
60	в художественных текстах	1	1
61	и рецептивного сознаний	1	1
62	что иное как	1	1
63	и его поступки	1	1
64	той мере в	2	1
65	в евгении онегине	1	1
66	современных гуманитарных науках	1	1
67	все то что	2	1
68	я в качестве	1	1
69	не только к	1	1
70	они едины судьба	1	1
71	и многих других	1	1
72	к новой жизни	1	1
73	выражает внеличную сторону	1	1
74	тогда как в	2	1
75	в основе своей	1	1
76	и временных примет	1	1
77	его поступки только	1	1
78	то же самое	1	1
79	обратим внимание на	1	1
80	как уже говорилось	2	1
81	не что иное	1	1
82	своей судьбы они	1	1
83	слияние пространственных и	1	1
84	специфически человеческий способ	1	1
85	судьба выражает внеличную	1	1
86	и в то	1	1
87	в связи с	1	1
88	проявляет себя в	1	1
89	следует иметь в	1	1
90	но в действительности	1	1
91	отделен от своей	1	1
92	и в жизни	1	1
93	только раскрывают содержание	1	1
94	едва ли не	1	1
95	текста так и	1	1
96	внутренней речи как	1	1
97	примет в осмысленном	1	1
98	не входит в	1	1
99	таким образом что	1	1
100	коммуникативного события в	1	1
101	раскрывают содержание судьбы	1	1
102	не могли бы	1	1
103	в этой фразе	1	1
104	ни объективным как	1	1
105	том или ином	1	1
106	как бы не	1	1
107	с этой точки	1	1
108	место слияние пространственных	1	1
109	позицию по отношению	1	1
110	и конкретном целом	1	1
111	дамы с собачкой	7	1
112	осмысленном и конкретном	1	1
113	судьбы они едины	1	1
114	тогда как внутренняя	1	1
115	ни субъективным как	1	1
116	повествователя рассказчика хроникера	1	1
117	а в том	2	1
118	мира представляет собой	1	1
119	внеличную сторону индивида	1	1
120	войны и мира	4	1
121	от своей судьбы	1	1
122	не сводятся к	1	1
123	так же как	2	1
124	возможна только в	1	1
125	следует подчеркнуть что	2	1
126	поступки только раскрывают	1	1
127	к тому же	4	1
128	в соответствии с	3	1
129	мере в какой	2	1
130	имеет место слияние	1	1
131	в частности в	1	1
132	человеческий способ существования	1	1
133	в себе самом	2	1
134	точно так же	2	1
135	есть не что	1	1
136	в том или	1	1
137	как бы в	2	1
138	как субъекта самоопределения	2	1
139	в известном смысле	3	1
140	как раз в	1	1
141	или даже вовсе	1	1
142	из этих сторон	1	1
143	по сути дела	1	1
144	не проходит бесследно	1	1
145	если говорить о	1	1
146	в то время	1	1
147	в области литературы	1	1
148	картина мира это	1	1
149	едины судьба выражает	1	1
150	временных примет в	1	1
151	к другому человеку	1	1
152	в полной мере	1	1
153	практике художественного письма	1	1
154	субъективно оно интерсубъективно	1	1
155	в таком случае	1	1
156	можно сказать не	1	1
157	а не все	1	1
158	в этом тексте	1	1
159	вследствие того что	1	1
160	креативного и рецептивного	1	1
161	и тем самым	2	1
162	текста в целом	1	1
163	иметь в виду	1	1
164	подобно тому как	2	1
165	более того личность	1	1
166	никогда не бывает	1	1
167	о том что	4	1
168	уже говорилось выше	2	1
169	но и внутренне	1	1
170	не субъективно оно	1	1
171	себя в другом	1	1
172	в современных гуманитарных	1	1
173	в е годы	1	1
174	имеет в своем	1	1
175	автора и читателя	1	1
176	собственно говоря и	1	1
177	индивида и его	1	1
178	в реальной действительности	1	1
179	в молчание бахтин	1	1
180	а тем более	1	1
181	этой точки зрения	1	1
182	в этом втором	1	1
183	не все что	1	1
184	в своем составе	1	1
185	поименованное в тексте	1	1
186	в осмысленном и	1	1
187	при всей своей	2	1
188	в той мере	2	1
189	а также в	1	1
