N	3gram	Losev_Vlad_3	FransuaR
1	то же время	2	8
2	в то же	3	8
3	в конце концов	5	4
4	и в то	2	4
5	более или менее	5	3
6	в том числе	1	3
7	для того чтобы	1	3
8	это и есть	1	3
9	с другой стороны	2	3
10	с самого начала	1	3
11	с точки зрения	6	2
12	на самом же	2	2
13	то есть о	2	2
14	с одной стороны	3	2
15	самом же деле	2	2
16	не только в	1	2
17	в то время	4	2
18	о том что	8	2
19	как мы видели	3	2
20	но как раз	1	1
21	а следовательно и	1	1
22	уже знаем что	1	1
23	но вовсе не	1	1
24	само собой разумеется	2	1
25	году то есть	1	1
26	и всякого рода	1	1
27	дело в том	5	1
28	которым мы встретились	1	1
29	здесь перед нами	1	1
30	между прочим и	1	1
31	был еще и	1	1
32	и так сказать	1	1
33	такой точки зрения	1	1
34	с которым мы	1	1
35	те же самые	1	1
36	то же самое	1	1
37	одной стороны и	2	1
38	в сущности совершенно	1	1
39	были еще и	1	1
40	на первый план	2	1
41	о которой мы	1	1
42	до сих пор	1	1
43	том случае если	2	1
44	и не столь	1	1
45	мы уже не	1	1
46	и в дальнейшем	1	1
47	в этом отношении	2	1
48	и то что	4	1
49	и в тех	1	1
50	он не мог	1	1
51	ко всякого рода	1	1
52	и вовсе не	1	1
53	в том случае	3	1
54	в этом же	1	1
55	одно и то	1	1
56	в это время	2	1
57	то время как	2	1
58	на эту тему	1	1
59	в данном случае	2	1
60	ни в одном	1	1
61	с тех пор	1	1
62	именно в этой	1	1
63	на этот раз	1	1
64	и то же	1	1
65	том что эта	1	1
66	а также и	6	1
67	может быть и	1	1
68	и в нашем	1	1
69	в отличие от	3	1
70	а с другой	2	1
71	только и не	1	1
72	а всего только	1	1
73	все же не	1	1
74	в связи с	2	1
75	в виду что	1	1
76	так же и	1	1
77	в году то	1	1
78	быть и не	1	1
79	тех кто не	1	1
80	как мы знаем	2	1
81	не может быть	6	1
82	об этом он	1	1
83	мы уже знаем	1	1
84	раз и навсегда	1	1
85	даже и в	2	1
86	включает в себя	1	1
87	это вполне соответствовало	1	1
88	таким образом эта	1	1
89	но даже и	2	1
90	в вопросе о	2	1
91	мы видим что	1	1
92	и весь этот	1	1
93	в буквальном смысле	1	1
94	в том что	10	1
95	что и в	3	1
96	к тому же	5	1
97	в том же	1	1
98	и любви но	1	1
