N	3gram	Losev_Prob_1	DiskursI
1	в том что	5	13
2	о том что	5	5
3	к тому же	1	4
4	той или иной	4	3
5	не может быть	2	3
6	и как бы	2	3
7	с другой стороны	3	3
8	в то же	4	3
9	что же касается	3	2
10	мы имеем дело	1	2
11	и того же	2	2
12	а не в	1	2
13	не говоря уже	2	2
14	подобно тому как	2	2
15	то же самое	9	2
16	тот или иной	1	2
17	говоря уже о	1	2
18	сами по себе	3	2
19	в самом общем	1	2
20	и требует для	1	2
21	обратить внимание на	1	2
22	в основе своей	1	2
23	по крайней мере	2	2
24	а не только	2	2
25	в данном случае	8	2
26	в том чтобы	1	2
27	не только в	1	2
28	хотя и в	1	2
29	более или менее	3	2
30	сказать и о	3	2
31	то есть в	4	2
32	но отнюдь не	3	2
33	можно сказать что	3	2
34	одного и того	2	2
35	и может быть	1	1
36	в этом случае	2	1
37	на том что	2	1
38	прежде всего как	1	1
39	дело в том	3	1
40	одним и тем	1	1
41	в нем только	2	1
42	на самом деле	4	1
43	в этом последнем	1	1
44	том что ни	1	1
45	также и в	1	1
46	в этом смысле	6	1
47	внимание на то	1	1
48	свидетельствует о том	2	1
49	как раз и	7	1
50	о том как	2	1
51	тем же словом	1	1
52	себя не только	1	1
53	это понятие и	1	1
54	с точки зрения	3	1
55	не было и	1	1
56	до сих пор	3	1
57	из них в	1	1
58	и в то	1	1
59	сам по себе	7	1
60	может и должен	1	1
61	имеем дело не	1	1
62	в первую очередь	1	1
63	только то что	4	1
64	в таком случае	6	1
65	что в них	1	1
66	не есть она	1	1
67	перед нами не	1	1
68	также и все	1	1
69	вместе с тем	1	1
70	есть она сама	1	1
71	одно и то	1	1
72	только потому что	2	1
73	как мы видели	1	1
74	но в таком	4	1
75	что не есть	1	1
76	уже одно это	1	1
77	содержит в себе	7	1
78	можно даже сказать	1	1
79	дело не с	1	1
80	и тем же	1	1
81	и в том	1	1
82	тем что он	1	1
83	именно в этой	1	1
84	и потому что	1	1
85	как будто бы	1	1
86	в известном смысле	1	1
87	во всех этих	2	1
88	и на его	2	1
89	требует для себя	1	1
90	в связи с	4	1
91	несет в себе	1	1
92	к той же	1	1
93	в пиковой даме	1	1
94	во всяком случае	3	1
95	вопросом о том	1	1
96	до наших дней	1	1
97	того или иного	2	1
98	в этом отношении	1	1
99	это пока еще	1	1
100	в этом же	1	1
101	до известной степени	1	1
102	даже сказать что	1	1
103	к тому или	1	1
104	так и в	1	1
105	не только потому	1	1
106	до настоящего времени	1	1
107	и тем более	1	1
108	заключается в том	1	1
109	тому или иному	1	1
110	образом свидетельствует о	1	1
111	на то что	8	1
112	может и не	1	1
113	и все прочие	1	1
114	предстают перед нами	1	1
115	в другом случае	1	1
116	в результате этого	1	1
117	и то же	1	1
118	в том и	1	1
119	тех или иных	2	1
120	том и в	1	1
121	тем не менее	18	1
122	как и в	1	1
123	в себе не	3	1
124	и в другом	1	1
