N	2gram	Nazirov_Tv_2	Problema
1	то есть	5	39
2	то что	3	38
3	вовсе не	2	37
4	и не	9	37
5	и в	20	35
6	не есть	1	33
7	не только	13	24
8	сказать что	1	24
9	том что	4	19
10	у нас	2	18
11	о том	5	18
12	может быть	8	18
13	в этом	8	17
14	и вообще	2	16
15	но и	8	16
16	такого рода	1	15
17	только в	2	14
18	не менее	2	13
19	потому что	7	13
20	не может	7	13
21	и что	2	13
22	во всяком	2	13
23	в том	8	12
24	не просто	1	11
25	и даже	5	11
26	так что	2	11
27	прежде всего	8	11
28	что в	7	11
29	в таком	3	11
30	таком случае	2	10
31	говорить о	2	10
32	еще не	5	10
33	всяком случае	2	10
34	ничего не	4	10
35	и с	8	10
36	а не	6	10
37	едва ли	2	9
38	в этой	5	9
39	пока еще	1	9
40	для себя	1	9
41	что же	1	9
42	для нас	1	9
43	тут же	2	8
44	все же	5	8
45	по себе	1	8
46	ясно что	1	8
47	в виду	1	8
48	было бы	1	8
49	уже не	3	8
50	при помощи	2	8
51	как раз	1	8
52	все эти	4	7
53	тоже не	2	7
54	м а	1	7
55	того или	1	7
56	мы не	4	7
57	тем самым	4	7
58	некоторого рода	1	7
59	не имеет	1	7
60	не является	3	7
61	в конце	6	7
62	так и	6	7
63	казалось бы	3	7
64	в его	10	7
65	так как	3	7
66	и т	13	6
67	мы и	1	6
68	с другой	2	6
69	но как	1	6
70	а только	1	6
71	но в	4	6
72	на то	1	6
73	т д	11	6
74	что все	1	6
75	был бы	1	6
76	по крайней	2	6
77	необходимо сказать	1	6
78	а а	4	6
79	не о	1	6
80	как будто	1	6
81	крайней мере	2	6
82	в виде	2	6
83	ни в	1	6
84	в области	1	6
85	но это	5	6
86	и для	1	6
87	в то	10	6
88	то же	7	5
89	между собой	1	5
90	отнюдь не	4	5
91	с этим	1	5
92	в самом	3	5
93	в себе	3	5
94	с другими	2	5
95	но уже	3	5
96	как и	6	5
97	и без	2	5
98	представление о	7	5
99	и более	1	5
100	для меня	1	5
101	связи с	1	5
102	будто бы	1	5
103	той или	1	5
104	указывает на	1	5
105	и это	3	5
106	как мы	1	5
107	можно было	1	5
108	и на	5	5
109	с одной	1	5
110	же это	1	5
111	или иной	1	5
112	что не	3	5
113	другой стороны	2	5
114	а ф	3	5
115	уже давно	1	5
116	в частности	2	5
117	так же	5	5
118	в связи	1	5
119	или иного	1	5
120	самом деле	2	4
121	и есть	2	4
122	и значение	1	4
123	что если	1	4
124	и тут	1	4
125	не вполне	1	4
126	не был	1	4
127	но не	5	4
128	не все	1	4
129	и как	1	4
130	что она	4	4
131	их в	2	4
132	таким образом	10	4
133	заключается в	1	4
134	которой он	2	4
135	в этих	1	4
136	но если	2	4
137	на свете	1	4
138	до сих	3	4
139	но только	1	4
140	что на	2	4
141	стороны и	1	4
142	не могут	1	4
143	и вполне	1	4
144	и о	1	4
145	если бы	4	4
146	и здесь	1	4
147	и только	2	4
148	значит что	1	4
149	значение в	1	4
150	всякого рода	2	4
151	тот же	1	4
152	что он	6	4
153	не можем	1	4
154	тем что	3	4
155	ни о	1	4
156	если не	4	4
157	мы говорим	1	4
158	в область	3	4
159	как бы	11	4
160	сих пор	3	4
161	все это	6	4
162	вообще говоря	2	4
163	в результате	1	4
164	а в	4	4
165	можно говорить	1	3
166	это и	1	3
167	в их	3	3
168	мы уже	1	3
169	это отношение	1	3
170	то это	1	3
171	а тем	1	3
172	нет и	2	3
173	что они	4	3
174	в истории	2	3
175	хотя и	4	3
176	не было	2	3
177	не являются	1	3
178	и к	1	3
179	только то	1	3
180	в целом	6	3
181	бы не	2	3
182	из этих	1	3
183	но ведь	2	3
184	в случае	1	3
185	теории и	1	3
186	при этом	8	3
187	и по	2	3
188	лишь в	1	3
189	его в	3	3
190	для них	1	3
191	несмотря на	1	3
192	нас не	1	3
193	должны были	1	3
194	является только	1	3
195	но эта	2	3
196	тому что	1	3
197	в таких	1	3
198	о значении	1	3
199	как о	2	3
200	одна из	3	3
201	в основе	2	3
202	и является	1	3
203	как только	1	3
204	не знает	1	3
205	анализа и	1	3
206	если же	1	3
207	она не	1	3
208	ничего общего	1	3
209	то или	1	3
210	с самого	1	3
211	он сам	3	3
212	в свете	3	3
213	и наконец	2	3
214	один из	3	3
215	ли он	1	3
216	и всякий	1	3
217	уже в	2	3
218	или даже	2	3
219	и их	1	3
220	даже не	1	3
221	говорим о	1	3
222	термины как	1	3
223	же о	1	3
224	что для	1	3
225	будет иметь	1	3
226	и если	2	3
227	только его	1	3
228	и символа	1	3
229	к тому	1	3
230	и от	4	3
231	и ни	1	3
232	только как	1	3
233	я могу	1	3
234	в своих	3	3
235	точно так	1	3
236	речь идет	1	2
237	не имел	1	2
238	по преимуществу	2	2
239	нас на	1	2
240	в какой-то	1	2
241	той же	1	2
242	самое же	1	2
243	это совершенно	1	2
244	большую роль	1	2
245	нечто более	1	2
246	но при	1	2
247	представляет собой	1	2
248	без которой	1	2
249	во всех	1	2
250	не то	1	2
251	мы же	1	2
252	есть по	1	2
253	или иное	1	2
254	общего с	1	2
