N	2gram	Bakhtin_Pr_3	KFilosof
1	может быть	12	43
2	в его	8	39
3	в нем	10	31
4	не может	2	27
5	и не	15	26
6	по отношению	2	25
7	и в	53	22
8	в себе	5	21
9	в котором	1	21
10	отношению к	1	21
11	и его	10	17
12	в ее	3	17
13	а не	11	17
14	только в	4	16
15	в этом	8	13
16	точки зрения	4	13
17	и это	3	12
18	но не	5	12
19	все эти	9	11
20	как момент	1	11
21	в своей	3	11
22	не в	2	11
23	во всех	12	10
24	в своем	1	10
25	это не	6	10
26	с точки	2	10
27	от себя	1	10
28	все это	8	10
29	в их	2	9
30	в целом	1	9
31	его целом	1	9
32	бытия и	2	9
33	но и	7	9
34	как бы	14	9
35	и для	4	9
36	и все	10	9
37	было бы	5	8
38	мир в	1	8
39	не было	4	8
40	жизни и	9	8
41	то что	9	7
42	во всем	2	7
43	на основе	2	7
44	в себя	6	7
45	и здесь	1	7
46	что и	3	7
47	конечно не	4	7
48	вовсе не	3	7
49	быть только	2	7
50	я не	4	6
51	менее всего	2	6
52	отношение к	6	6
53	он не	3	6
54	в мире	5	6
55	этот момент	1	6
56	и действительно	1	6
57	уже не	1	6
58	и их	2	6
59	но это	3	6
60	в смысле	2	6
61	в том	14	6
62	от своей	1	5
63	мы имеем	1	5
64	жизни как	4	5
65	но в	5	5
66	жизнь как	1	5
67	не только	4	5
68	но ведь	1	5
69	то же	6	5
70	его в	2	5
71	как и	11	5
72	что я	2	5
73	но эта	1	5
74	никогда не	2	5
75	с ним	2	5
76	со всем	1	5
77	именно в	2	5
78	его как	1	5
79	там где	1	5
80	ее и	1	5
81	в основе	5	5
82	хотя бы	2	5
83	жизни в	3	5
84	не знает	4	5
85	ко всему	1	5
86	как его	1	4
87	при этом	3	4
88	время и	1	4
89	не как	1	4
90	здесь мы	2	4
91	бы быть	1	4
92	место в	2	4
93	тем самым	1	4
94	к ним	1	4
95	о нем	1	4
96	с ними	1	4
97	и т.д	2	4
98	времени и	2	4
99	мира и	2	4
100	между тем	2	4
101	во всей	4	4
102	нисколько не	1	4
103	поскольку мы	1	4
104	том что	5	4
105	отношению ко	1	4
106	а в	2	4
107	что в	2	4
108	в своих	2	4
109	на самом	1	3
110	мы не	4	3
