N	3gram	Vinokur_St_3	Myshleni
1	с точки зрения	4	21
2	для того чтобы	1	18
3	в том что	11	13
4	не только не	1	9
5	с самого начала	2	7
6	к тому что	2	6
7	то же самое	1	5
8	с одной стороны	2	5
9	этой точки зрения	1	4
10	в самом деле	1	4
11	с этой точки	1	4
12	вместе с тем	1	4
13	не может быть	5	4
14	заключается в том	2	4
15	о том что	4	4
16	на то что	3	4
17	состоит в том	3	3
18	до сих пор	2	3
19	в этом отношении	4	3
20	в собственном смысле	1	3
21	находит свое выражение	1	3
22	в самом начале	1	3
23	тем не менее	2	3
24	в такой же	1	3
25	все что мы	1	3
26	собственном смысле этого	1	3
27	можно сказать что	1	3
28	по этому поводу	2	3
29	как мы видели	1	3
30	и в конце	1	2
31	потому что он	2	2
32	и в речи	1	2
33	одной и той	1	2
34	прежде всего в	3	2
35	и той же	1	2
36	но то что	1	2
37	на самом деле	1	2
38	том что он	1	2
39	в известном смысле	1	2
40	в лучшем случае	1	2
41	для себя и	1	2
42	ни в какой	1	2
43	как раз в	1	2
44	то время как	4	2
45	в то время	4	2
46	приводит к тому	1	2
47	в этом и	1	2
48	в свою очередь	1	2
49	таким образом в	1	2
50	благодаря тому что	1	2
51	на основе внутренней	1	1
52	знак равенства между	1	1
53	так как в	1	1
54	каждой из них	1	1
55	отличается тем что	1	1
56	в этом смысле	4	1
57	с которым мы	1	1
58	в том же	1	1
59	должно было бы	1	1
60	в одной и	1	1
61	сам по себе	1	1
62	не может жить	1	1
63	особенность заключается в	1	1
64	объясняется и то	1	1
65	и тогда он	1	1
66	можно было бы	1	1
67	что если бы	2	1
68	и в этих	2	1
69	в этой области	2	1
70	может быть не	1	1
71	не только в	3	1
72	должна была бы	2	1
73	и в этом	2	1
74	во всех этих	2	1
75	в одной из	1	1
76	потому что в	1	1
77	с другой стороны	4	1
78	он говорит что	1	1
79	в этом направлении	1	1
80	во всяком случае	4	1
81	что у него	1	1
82	на этом пути	1	1
83	сомнения в том	1	1
84	ни у одного	1	1
85	на вопрос о	1	1
86	что несмотря на	1	1
87	и во всяком	1	1
88	нельзя сказать что	2	1
89	из которых складывается	2	1
90	смотреть как на	1	1
91	несет на себе	1	1
92	той или иной	1	1
93	того что он	1	1
94	из этих двух	1	1
95	но все же	2	1
96	в то же	3	1
97	тем что он	2	1
98	только тогда когда	2	1
99	в конце концов	3	1
