N	2gram	Medvedev_F_2	Problemy
1	и в	38	35
2	как бы	4	31
3	и не	20	27
4	что он	5	24
5	в его	10	21
6	но в	4	19
7	как и	9	18
8	не может	14	18
9	к другому	2	16
10	в нем	13	16
11	то же	6	15
12	с самим	1	15
13	и все	3	15
14	в сущности	4	14
15	в этом	27	14
16	и его	21	14
17	для него	7	14
18	может быть	23	14
19	но и	13	14
20	все это	3	14
21	он не	6	13
22	к нему	3	13
23	с другим	1	13
24	и с	9	12
25	в другом	1	12
26	прежде всего	15	12
27	и к	4	12
28	в пределах	12	11
29	в то	5	11
30	слова и	7	11
31	самом деле	8	10
32	не только	9	10
33	не в	15	10
34	же время	5	10
35	то что	6	10
36	на самом	3	9
37	самим собою	1	9
38	все же	8	8
39	самого начала	2	8
40	как мы	7	8
41	с самого	2	8
42	так и	8	8
43	и для	5	8
44	потому что	2	8
45	на них	1	7
46	с его	11	7
47	и наконец	4	7
48	самим собой	1	7
49	лишь в	7	7
50	там где	4	7
51	таким образом	20	7
52	для себя	1	7
53	и сам	1	7
54	в виде	1	7
55	вовсе не	11	7
56	так же	1	7
57	что же	5	7
58	точки зрения	8	7
59	с ним	2	7
60	а в	6	7
61	и на	3	6
62	но не	2	6
63	отношение к	2	6
64	что они	4	6
65	в самом	16	6
66	в плане	2	6
67	в каждом	1	6
68	в слове	5	6
69	к тому	4	6
70	слово с	1	6
71	только в	6	6
72	слова в	3	6
73	стремится к	1	6
74	но это	2	6
75	от него	2	6
76	что в	7	6
77	и то	2	5
78	как в	4	5
79	в себе	1	5
80	он и	3	5
81	в конце	2	5
82	даже в	2	5
83	на него	1	5
84	да и	1	5
85	его с	3	5
86	и это	2	5
87	в том	11	5
88	с ними	2	5
89	так что	1	5
90	к самому	1	5
91	и даже	4	5
92	к своему	1	5
93	как к	3	5
94	этого слова	1	5
95	героя в	1	5
96	ведь и	1	4
97	так чтобы	1	4
98	он в	2	4
99	в чем	2	4
100	же и	2	4
101	та же	2	4
102	что это	3	4
103	но на	1	4
104	но все	3	4
105	же не	1	4
106	его в	3	4
107	в них	1	4
108	рядом с	1	4
109	его слово	1	4
110	в эту	1	4
111	в своей	7	4
112	в такой	2	4
113	его отношение	1	4
114	но он	1	4
115	друг другу	1	4
