N	2gram	Vygotskiy__2	Sovremen
1	не может	17	17
2	может быть	18	12
3	точки зрения	17	12
4	таким образом	21	11
5	мы не	3	9
6	в каждом	2	8
7	в этом	13	7
8	и в	32	7
9	каждый раз	1	6
10	мы можем	3	6
11	ничего не	4	6
12	как и	10	6
13	и не	10	6
14	в результате	1	6
15	и наконец	1	5
16	все эти	7	5
17	что же	3	5
18	прежде всего	1	5
19	с точки	10	5
20	в зависимости	1	4
21	зависимости от	1	4
22	мы должны	3	4
23	в том	37	4
24	в целом	4	4
25	если мы	12	4
26	из них	4	4
27	так как	12	4
28	мы видели	1	4
29	не только	12	4
30	с помощью	1	4
31	как бы	6	4
32	вместе с	2	4
33	это не	2	4
34	их в	2	4
35	а в	4	4
36	жизни и	4	4
37	он может	1	3
38	в первом	1	3
39	с самого	1	3
40	на две	1	3
41	то же	13	3
42	ясно что	7	3
43	и т.д	1	3
44	но мы	1	3
45	естественных наук	1	3
46	отнюдь не	5	3
47	у всех	2	3
48	все же	4	3
49	еще не	2	3
50	но в	3	3
51	мы получаем	2	3
52	он в	3	3
53	у каждого	1	3
54	в этой	6	3
55	в себе	2	3
56	как он	2	3
57	мы получим	2	3
58	что она	16	3
59	ведь это	1	3
60	в одном	2	3
61	в конце	3	3
62	в нем	4	3
63	при этом	13	3
64	из двух	1	3
65	и мы	6	3
66	было бы	11	3
67	а не	7	3
68	не в	8	3
69	все это	5	3
70	самого начала	1	3
71	при таком	4	3
72	одна из	1	3
73	для нас	2	3
74	и все	4	3
75	состоит из	2	3
76	и к	3	3
77	когда мы	2	3
78	отличается от	2	3
79	следующим образом	1	3
80	в области	1	3
81	как известно	1	2
82	как мы	1	2
83	ли оно	1	2
84	свою очередь	2	2
85	тем же	1	2
86	приводит к	1	2
87	роль в	2	2
88	все те	2	2
89	той же	8	2
90	времени и	1	2
91	в и	1	2
92	на этом	3	2
93	и даже	5	2
94	и что	22	2
95	на другом	1	2
96	и во	1	2
97	самом деле	16	2
98	в его	2	2
99	с совершенно	1	2
100	с этим	4	2
101	только один	1	2
102	в самом	12	2
103	в которой	2	2
104	или же	3	2
105	что это	8	2
106	в нашем	1	2
107	из этих	1	2
108	с одной	1	2
109	со всеми	1	2
110	уже не	1	2
111	с другом	1	2
112	в виде	1	2
113	на его	2	2
114	тем не	4	2
115	мы знаем	7	2
116	который как	1	2
117	всяком случае	2	2
118	и по	4	2
119	отличие от	2	2
120	ее на	1	2
121	но все	1	2
122	то ни	2	2
123	что все	9	2
124	значение в	2	2
125	с общим	1	2
126	абсолютной величины	3	2
127	в некоторых	1	2
128	а на	4	2
129	на этот	2	2
130	которой он	1	2
131	такой же	7	2
132	он должен	1	2
133	из которых	2	2
134	в отличие	1	2
135	знаем что	4	2
136	такого рода	1	2
137	друг с	1	2
138	форма в	2	2
139	же мы	3	2
140	не менее	8	2
141	на котором	1	2
142	она может	1	2
143	этих двух	2	2
144	еще более	3	2
145	мы видим	4	2
146	не дает	1	2
147	тот же	6	2
148	в свою	3	2
149	такие же	2	2
150	совершенно не	4	2
151	не могут	3	2
152	могут быть	4	2
153	что при	9	2
154	же самое	6	2
155	что в	20	2
156	помощью которых	1	2
157	если же	4	2
158	в таком	2	2
159	во всяком	2	2
160	должен быть	1	1
161	и это	4	1
162	оперение птиц	1	1
163	для этих	1	1
164	совпадают с	1	1
165	человека и	1	1
166	переносятся на	1	1
167	в объяснении	2	1
168	с ее	3	1
169	на другой	2	1
170	на самом	5	1
171	это и	1	1
172	мы имели	1	1
173	так в	2	1
174	по преимуществу	1	1
175	и до	4	1
176	бы к	1	1
177	не имеют	2	1
178	входящих в	2	1
179	по аналогии	1	1
180	можно было	7	1
181	те же	6	1
182	их и	1	1
183	из всех	2	1
184	верно ли	1	1
185	есть не	4	1
186	мы имеем	4	1
187	виде мы	1	1
188	нуждаются в	1	1
189	же как	4	1
190	еще в	1	1
191	и всюду	1	1
192	когда в	1	1
193	только все	2	1
194	это только	3	1
195	это что	1	1
196	мы в	3	1
197	что уже	1	1
198	если бы	6	1
199	и вообще	2	1
200	совсем иное	1	1
201	что иное	1	1
202	для нашей	1	1
203	построения в	1	1
204	и должно	1	1
205	разобраться в	1	1
206	того же	2	1
207	о том	6	1
208	в ней	5	1
209	и та	1	1
210	что каждый	1	1
