N	3gram	Vygotskiy__5	VerxiiNi
1	вместе с тем	2	8
2	с одной стороны	3	7
3	с точки зрения	9	6
4	во всяком случае	1	6
5	более или менее	1	5
6	в том числе	1	5
7	до сих пор	3	5
8	друг с другом	7	5
9	а с другой	2	5
10	для того чтобы	14	5
11	о том что	4	4
12	том числе и	1	4
13	и вместе с	1	4
14	но все же	2	4
15	так же как	7	3
16	в связи с	1	3
17	и таким образом	1	3
18	тем не менее	1	3
19	в том что	11	3
20	в том виде	1	2
21	и потому что	1	2
22	то же самое	4	2
23	те и другие	1	2
24	в этом отношении	5	2
25	с этой точки	4	2
26	не только для	1	2
27	по сравнению с	5	2
28	то что он	2	2
29	но вместе с	1	2
30	между этими двумя	1	2
31	таким образом в	2	2
32	ничего общего с	2	2
33	этой точки зрения	4	2
34	с самого начала	5	2
35	той или иной	1	2
36	можно сказать что	5	2
37	в то же	1	2
38	влечет за собой	1	2
39	и того же	3	1
40	не может не	1	1
41	что в этом	1	1
42	в силу этого	1	1
43	сказать что в	1	1
44	в прямом смысле	1	1
45	состоит в том	3	1
46	найти выход из	1	1
47	психологической точки зрения	1	1
48	по отношению к	12	1
49	с другом не	1	1
50	имеем в виду	1	1
51	в самом деле	2	1
52	одного и того	3	1
53	о том как	2	1
54	а потому что	2	1
55	по своему значению	1	1
56	к этому что	1	1
57	в одном и	1	1
58	в первую очередь	1	1
59	это мы и	1	1
60	что мы знаем	1	1
61	совершенно так же	1	1
62	в этот период	2	1
63	другой стороны сами	1	1
64	и требует от	1	1
65	в этой области	1	1
66	в первом случае	1	1
67	смысле этого слова	1	1
68	но при этом	2	1
69	в отличие от	2	1
70	приводит к их	1	1
71	потому что в	2	1
72	а не как	1	1
73	все более и	1	1
74	развития тем более	1	1
75	мы уже говорили	1	1
76	тем или иным	2	1
77	в смысле общего	1	1
78	друг к другу	1	1
79	с другой стороны	2	1
80	один и тот	3	1
81	не совпадает с	1	1
82	что оно имеет	1	1
83	не может быть	3	1
84	имеющие ничего общего	1	1
85	что происходит в	1	1
86	что в этой	1	1
87	в то время	4	1
88	так и в	1	1
89	не имеющие ничего	1	1
90	в свою очередь	3	1
91	в этом последнем	1	1
92	тем и другим	1	1
93	и никогда не	1	1
94	не только не	3	1
95	в связь с	1	1
96	более и более	1	1
97	к тем же	1	1
98	мы имеем в	1	1
99	того что оно	1	1
100	к нему в	1	1
101	мы видим что	2	1
102	самом деле если	1	1
103	не связанные с	1	1
104	в этом процессе	1	1
105	именно потому что	2	1
106	и тот же	3	1
107	что оно является	2	1
