N	3gram	Losev_Vesc_1	Myshleni
1	в том что	4	21
2	с точки зрения	3	18
3	для того чтобы	2	10
4	с одной стороны	3	7
5	заключается в том	1	7
6	в зависимости от	1	6
7	во всяком случае	2	6
8	не может быть	6	6
9	на то что	2	6
10	можно было бы	1	5
11	по сравнению с	6	5
12	в самом деле	4	4
13	из того что	2	4
14	в том чтобы	1	4
15	все что мы	1	4
16	о том что	4	4
17	в собственном смысле	2	3
18	в данном случае	2	3
19	мы видели что	1	3
20	мы не можем	1	3
21	в этом отношении	1	3
22	того что в	1	2
23	более или менее	1	2
24	подобно тому как	4	2
25	одной стороны и	1	2
26	как раз в	1	2
27	не потому что	4	2
28	само по себе	1	2
29	то же самое	1	2
30	и в самом	1	2
31	вопрос о том	1	2
32	сама по себе	3	2
33	друг с другом	1	2
34	только тогда когда	2	2
35	точки зрения и	1	1
36	по своей природе	1	1
37	оба эти момента	1	1
38	не может не	1	1
39	которое приводит к	1	1
40	в той или	2	1
41	у нас в	2	1
42	мы видим таким	1	1
43	в самом первичном	1	1
44	этой точки зрения	1	1
45	дело в том	2	1
46	но так как	1	1
47	таким же точно	1	1
48	это было бы	1	1
49	идеализма и материализма	1	1
50	как и во	1	1
51	сознательно и намеренно	1	1
52	о том как	1	1
53	от той которую	1	1
54	и потому что	1	1
55	того же типа	1	1
56	существует не только	1	1
57	что как бы	1	1
58	до сих пор	1	1
59	тот или иной	1	1
60	сам по себе	3	1
61	бы то ни	4	1
62	это значило бы	2	1
63	на самом же	1	1
64	мы можем установить	1	1
65	только то что	2	1
66	самим по себе	1	1
67	к пониманию и	1	1
68	об этом в	1	1
69	с тем что	1	1
70	ни у кого	1	1
71	или хотя бы	1	1
72	если оно не	1	1
73	что все это	1	1
74	бы сказать что	2	1
75	по самому своему	1	1
76	то и другое	4	1
77	с этой характеристикой	1	1
78	и то что	3	1
79	в коем случае	1	1
80	и в частности	1	1
81	в применении к	1	1
82	только и может	1	1
83	то что оно	2	1
84	не в том	1	1
85	сами по себе	3	1
86	в данный момент	1	1
87	то ни было	4	1
88	однако и здесь	1	1
89	мы не знаем	1	1
90	же есть не	1	1
91	здесь мы не	1	1
92	что у них	1	1
93	все эти теории	1	1
94	с ним и	1	1
95	и во всей	1	1
96	же точно образом	1	1
97	с другой стороны	2	1
98	сказать что она	2	1
99	так же как	1	1
100	что это есть	3	1
101	видим таким образом	1	1
102	ни в коем	1	1
103	той или другой	2	1
104	опыт как бы	1	1
105	только на то	1	1
106	том смысле что	1	1
107	она не может	2	1
108	в интересующей нас	1	1
109	коем случае не	1	1
110	в сущности в	1	1
111	не только не	2	1
112	в отрыве от	2	1
113	как бы ни	2	1
114	можно сказать что	3	1
115	я не хочу	1	1
116	к действительности и	1	1
117	с которой мы	1	1
118	когда мы говорим	1	1
119	в том смысле	1	1
120	не только то	1	1
121	самом же деле	1	1
122	должно быть понято	2	1
123	исходить из того	1	1
124	что еще никогда	1	1
125	но в чем	1	1
126	в свое время	2	1
