N	3gram	Vinokur_Ku_1	Psycholo
1	в том что	15	17
2	для того чтобы	15	13
3	в самом деле	7	11
4	заключается в том	2	10
5	с точки зрения	9	10
6	и т п	18	8
7	не может быть	3	8
8	на то что	2	6
9	до сих пор	4	5
10	на самом деле	2	5
11	в этом отношении	5	5
12	о том что	5	4
13	в сущности говоря	1	4
14	в том случае	1	4
15	так же как	1	4
16	том случае если	1	4
17	можно было бы	3	4
18	и в самом	2	4
19	только в том	3	4
20	тем не менее	4	4
21	в том виде	1	3
22	точно так же	1	3
23	приходится иметь дело	1	3
24	что и в	1	3
25	с тем что	1	3
26	каждая эпоха имеет	1	3
27	сами по себе	1	3
28	в том чтобы	8	3
29	само по себе	1	3
30	том что она	1	3
31	том что он	4	3
32	что все это	1	2
33	как только мы	1	2
34	совершенно справедливо указывает	1	2
35	ни в каком	1	2
36	с другой стороны	6	2
37	к тому что	2	2
38	этой точки зрения	2	2
39	того или иного	3	2
40	и т д	14	2
41	как раз обратное	1	2
42	таким образом в	1	2
43	в то же	2	2
44	то же время	2	2
45	только потому что	6	2
46	в том и	2	2
47	на этот вопрос	1	2
48	не в том	4	2
49	столько же сколько	1	2
50	потому что она	1	2
51	состоит в том	3	2
52	во всяком случае	5	2
53	в свою очередь	3	2
54	это было бы	1	2
55	на том же	1	2
56	справедливо указывает что	1	2
57	не менее важно	1	1
58	с одной стороны	1	1
59	том смысле что	1	1
60	при этом что	1	1
61	с тем чтобы	1	1
62	в данный момент	1	1
63	следующим образом если	1	1
64	не потому что	3	1
65	которым приходится иметь	1	1
66	в этом смысле	3	1
67	тот же звук	2	1
68	то же с	1	1
69	те или иные	1	1
70	до наших дней	1	1
71	но сейчас же	1	1
72	о том как	3	1
73	таким путем получить	1	1
74	что в них	2	1
75	же касается до	1	1
76	при всем желании	1	1
77	и должны быть	1	1
78	и там где	1	1
79	мы увидим что	2	1
80	чтобы показать что	1	1
81	лишь тогда когда	1	1
82	а с другой	3	1
83	некоторое знание о	1	1
84	к примеру у	1	1
85	с этой точки	1	1
86	если бы в	1	1
87	тогда когда он	2	1
88	всего тем что	1	1
89	от того что	1	1
90	дело не с	1	1
91	что оно не	1	1
92	в известных случаях	1	1
93	в противном случае	1	1
94	в отличие от	1	1
95	и тем самым	1	1
96	того чтобы дать	2	1
97	это можно было	1	1
98	то это значит	1	1
99	имеем в виду	1	1
100	что стоит на	1	1
101	в силу того	2	1
102	это на примере	1	1
103	и того же	2	1
104	того или другого	1	1
105	в этом случае	2	1
106	никак не может	1	1
107	как об особом	1	1
108	не только из	1	1
109	едва ли не	1	1
110	в первом случае	1	1
111	и то же	1	1
112	иное как история	1	1
113	ту же роль	1	1
114	т п так	2	1
115	по крайней мере	5	1
116	свидетельствует о том	1	1
117	ничего общего с	1	1
118	в языке с	1	1
119	чтобы уяснить себе	1	1
120	то обстоятельство что	8	1
121	и может быть	1	1
122	в зависимости от	5	1
123	то что они	1	1
124	что это только	2	1
125	и ничего не	1	1
126	в том смысле	1	1
127	получить некоторое знание	1	1
128	не что иное	1	1
129	потому что если	1	1
130	всяком случае все	1	1
131	более или менее	3	1
132	одного и того	2	1
133	в чем здесь	1	1
134	только о том	1	1
135	мы имеем в	1	1
136	того факта что	1	1
137	в связи с	3	1
138	я позволю себе	2	1
139	наука изучает не	1	1
140	что иное как	1	1
141	крайней мере в	1	1
142	вместо того чтобы	1	1
143	силу того что	2	1
144	под влиянием его	1	1
145	вместе с тем	3	1
146	так как именно	2	1
147	все что нужно	1	1
148	что для нас	1	1
149	в историческом развитии	1	1
150	в свое время	2	1
151	по аналогии с	1	1
152	ясно что в	1	1
153	таких слов в	1	1
154	из того факта	1	1
155	чем здесь дело	1	1
156	друг от друга	1	1
157	после того как	1	1
158	легко убедиться что	1	1
159	что же касается	4	1
160	чтобы доказать что	1	1
161	того что они	2	1
162	по происхождению и	1	1
163	в русском языке	4	1
164	и в таком	1	1
165	потому что он	1	1
166	не то что	1	1
167	одно и то	1	1
168	случаев в которых	1	1
