N	3gram	Tiupa_Narr_1	Myshleni
1	в том что	8	21
2	с точки зрения	2	18
3	с одной стороны	7	7
4	в связи с	2	6
5	не может быть	5	6
6	по отношению к	6	5
7	можно было бы	2	5
8	в самом деле	1	4
9	а с другой	1	4
10	в том чтобы	1	4
11	о том что	6	4
12	в конечном счете	2	4
13	состоит в том	3	3
14	в том числе	6	3
15	в отличие от	5	3
16	том числе и	4	3
17	как мы уже	1	3
18	в данном случае	4	3
19	в этом отношении	3	3
20	том что в	1	2
21	более или менее	2	2
22	на самом деле	1	2
23	подобно тому как	2	2
24	в этом смысле	1	2
25	в том же	1	2
26	к тому чтобы	1	2
27	с таким же	1	2
28	то что он	1	2
29	само по себе	1	2
30	то же самое	1	2
31	на протяжении всего	1	2
32	друг от друга	1	2
33	на всем протяжении	1	2
34	друг с другом	1	2
35	речь идет о	2	2
36	точки зрения и	1	1
37	по своей природе	1	1
38	не может не	2	1
39	по сути дела	2	1
40	что в этом	1	1
41	в той или	2	1
42	самом деле когда	1	1
43	что на протяжении	1	1
44	этой точки зрения	2	1
45	иметь в виду	1	1
46	дело в том	1	1
47	который в отличие	1	1
48	в этом последнем	1	1
49	и т.п то	1	1
50	один и тот	1	1
51	все та же	2	1
52	он не может	1	1
53	ничем не отличается	1	1
54	самом деле не	1	1
55	до сих пор	1	1
56	тот или иной	1	1
57	сам по себе	1	1
58	не входит в	1	1
59	из которых он	1	1
60	бы то ни	3	1
61	только то что	1	1
62	а по своей	2	1
63	и речевой деятельности	1	1
64	или хотя бы	1	1
65	точно так же	2	1
66	во всей его	1	1
67	лишь постольку поскольку	1	1
68	наличии у него	1	1
69	и то что	1	1
70	все равно что	1	1
71	сами по себе	2	1
72	в данный момент	1	1
73	то ни было	3	1
74	и тот же	1	1
75	представляет собой не	2	1
76	сам того не	1	1
77	отношению к которому	2	1
78	все без исключения	1	1
79	связаны между собой	1	1
80	именно это и	1	1
81	и тем самым	3	1
82	с другой стороны	4	1
83	так же как	2	1
84	не отличается от	2	1
85	по себе не	1	1
86	здесь не только	1	1
87	не является для	1	1
88	в отрыве от	1	1
89	включает в себя	1	1
90	той или иной	4	1
91	можно сказать что	4	1
92	и с точки	1	1
93	является в данном	1	1
94	этого слова а	1	1
95	из этих двух	1	1
96	в известном смысле	2	1
97	том что он	1	1
98	как и в	1	1
99	к тому же	4	1
100	и тем более	1	1
101	и не то	1	1
102	точку зрения на	1	1
103	как мы видели	1	1
104	в свое время	1	1
