N	4gram	Bakhtin_Fr_2	Marksizm
1	и не может быть	1	4
2	один и тот же	1	3
3	в то же время	6	3
4	на самом же деле	1	2
5	но в то же	3	2
6	одной и той же	1	2
7	и как мы видели	1	1
8	что один и тот	1	1
9	можно сказать что вся	1	1
10	находит свое выражение в	1	1
11	в большей или меньшей	3	1
12	свое яркое выражение в	1	1
13	в тесной связи с	1	1
14	одна и та же	1	1
15	или во всяком случае	1	1
16	не может быть ничего	1	1
17	лишь в меру своей	1	1
18	более и более суживается	1	1
19	в этом случае происходит	1	1
20	выходит далеко за пределы	1	1
21	все более и более	1	1
22	нашло свое яркое выражение	1	1
