N	2gram	Bakhtin_fo_2	RusskieA
1	и в	46	36
2	не только	11	22
3	том что	4	19
4	что в	5	19
5	в том	10	17
6	но и	9	16
7	так как	6	15
8	во время	10	14
9	и другие	3	13
10	п в	1	13
11	в этом	22	12
12	и т	14	10
13	и на	7	10
14	в этот	3	10
15	это не	2	10
16	как и	8	10
17	как мы	6	10
18	вместе с	9	10
19	потому что	8	10
20	т д	3	9
21	об этом	1	9
22	а в	3	9
23	и по	3	8
24	с тем	2	8
25	у нас	2	8
26	о том	4	8
27	один из	2	8
28	мы увидим	1	8
29	из них	8	8
30	может быть	7	8
31	как это	2	8
32	что они	4	7
33	так и	7	7
34	между тем	1	7
35	что и	3	7
36	и других	2	7
37	мы не	1	6
38	в виде	1	6
39	так например	1	6
40	таким образом	3	6
41	при этом	6	6
42	видно что	1	6
43	в день	2	6
44	не имеет	1	6
45	уже не	3	6
46	в них	7	6
47	и не	9	6
48	все это	6	6
49	то что	7	6
50	как в	4	5
51	все же	6	5
52	праздники и	1	5
53	в которых	3	5
54	там же	1	5
55	и у	5	5
56	как бы	10	5
57	этом случае	2	5
58	животных и	1	4
59	мы имеем	2	4
60	еще не	6	4
61	во всех	11	4
62	что по	1	4
63	следующим образом	1	4
64	после этого	2	4
65	с собой	1	4
66	из этих	4	4
67	в их	3	4
68	тому что	1	4
69	вплоть до	2	4
70	одна из	1	4
71	связи с	8	4
72	изображается как	1	4
73	что на	3	4
74	к тому	3	4
75	его с	1	4
76	так в	1	4
77	еще в	1	4
78	и что	1	4
79	и их	4	4
80	тем что	3	4
81	и др	5	4
82	в некоторых	2	4
83	в тех	1	4
84	того что	3	4
85	по существу	5	4
86	но это	2	4
87	в связи	8	4
88	как уже	3	4
89	не может	2	4
90	только в	11	4
91	к этому	3	4
92	то на	1	3
93	их и	1	3
94	на каждом	1	3
95	представление о	2	3
96	если в	2	3
97	в своем	5	3
98	не можем	1	3
99	и те	1	3
100	под землей	2	3
101	связанные с	5	3
102	в основном	8	3
103	на этом	2	3
104	то же	8	3
105	но все	1	3
106	чаще всего	1	3
107	он же	1	3
108	далеко не	2	3
109	несмотря на	1	3
110	в этих	3	3
111	точки зрения	10	3
112	с точки	8	3
113	их в	4	3
114	в разных	1	3
115	начиная с	1	3
116	то есть	10	3
117	а также	3	3
118	всякого рода	1	3
119	христа и	1	3
120	тех местах	1	3
121	по этому	1	3
122	в качестве	3	3
123	в одном	7	3
124	к ним	2	3
125	и обряды	1	3
126	из приведенных	1	3
127	на этот	1	3
128	о чем	3	3
129	так называемой	1	3
130	так же	2	3
131	в уже	1	3
132	в это	3	3
133	этого слова	1	3
134	в настоящее	1	3
135	в целях	1	3
136	и к	2	3
137	в свою	1	3
138	ко времени	1	3
139	но эти	3	3
140	можно говорить	1	2
141	например в	1	2
142	на тех	1	2
143	их к	1	2
144	они были	2	2
145	как не	1	2
146	в числе	1	2
147	это время	1	2
148	в ней	1	2
149	он был	2	2
150	это имеет	1	2
151	на самом	1	2
152	но не	5	2
153	значение и	4	2
154	отнюдь не	4	2
155	с этим	5	2
156	местах где	1	2
157	мы можем	1	2
158	хотя и	3	2
159	и как	3	2
160	его к	1	2
161	в фольклоре	2	2
162	состояло в	1	2
163	но в	10	2
164	та же	3	2
165	все эти	5	2
166	в нашем	1	2
167	в дальнейшем	5	2
168	и до	2	2
169	как он	2	2
170	не едят	1	2
171	в нем	5	2
172	всех этих	7	2
173	не значит	1	2
174	и связанные	1	2
175	его от	1	2
176	в каждом	1	2
177	и с	6	2
178	на этой	1	2
179	такой же	1	2
180	в один	1	2
181	далее в	2	2
182	если угодно	1	2
183	и более	2	2
184	том же	4	2
185	как можно	3	2
186	она не	2	2
187	что ему	1	2
188	у него	9	2
189	до того	2	2
190	и здесь	1	2
191	могут быть	2	2
192	основаны на	1	2
193	день и	1	2
194	имеет место	3	2
195	коня в	1	2
196	свою очередь	1	2
197	мы наблюдаем	3	2
198	в образе	4	2
199	что от	1	2
200	с ним	4	2
201	находится в	2	2
202	и поэтому	1	2
203	в различных	1	2
204	в его	8	2
205	значит что	2	2
206	в разные	1	2
207	их не	2	2
208	так что	4	2
209	в большинстве	3	2
210	борьбы с	1	2
211	за счет	3	2
212	этому вопросу	1	2
213	в прошлом	3	2
214	но что	1	2
215	он так	2	2
216	не было	3	2
217	в особенности	6	2
218	не были	2	2
219	чем в	1	2
220	такое же	1	2
221	себя и	3	2
222	по нескольку	1	2
223	и пр	2	2
224	до конца	2	2
225	не на	3	2
226	а не	4	2
227	и непосредственно	1	2
228	его как	1	2
229	большинстве случаев	3	2
230	в частности	5	2
231	и потому	2	2
232	там где	2	2
233	останавливаться на	1	2
234	в первые	1	2
235	быть и	2	2
236	только для	2	2
237	направления в	1	2
238	между прочим	1	2
239	между собой	1	2
240	к вопросу	3	2
241	мы видим	2	2
242	и для	9	2
243	когда он	1	2
244	интерес к	1	2
245	в отдельности	1	2
246	который должен	1	1
247	ту же	2	1
248	говоря о	1	1
249	также и	4	1
250	чтобы не	1	1
251	мы здесь	1	1
252	самом деле	1	1
253	значении этого	1	1
254	тех же	1	1
255	характерное для	2	1
256	из самых	2	1
257	по преимуществу	1	1
258	и ее	1	1
259	оно было	2	1
260	должна быть	1	1
261	видеть в	1	1
262	приходит к	1	1
263	мы уже	9	1
264	в несколько	1	1
265	что если	1	1
266	которую мы	1	1
267	фольклоре не	1	1
268	вопрос о	1	1
269	на место	1	1
270	названия и	1	1
271	говорить о	2	1
272	ему в	3	1
273	и самой	1	1
274	нет но	1	1
275	же что	1	1
276	того же	3	1
277	и он	4	1
278	в каждой	1	1
279	в отличие	1	1
280	не был	2	1
281	всего этого	1	1
282	в чем	1	1
283	с его	1	1
284	этих случаях	1	1
285	непосредственно после	1	1
286	а следовательно	3	1
287	другой пример	3	1
288	на основе	3	1
289	после смерти	1	1
290	с трудом	1	1
291	в общем	1	1
292	себе и	1	1
293	отличие от	1	1
294	значение имеет	2	1
295	еды в	1	1
296	в истории	4	1
297	что во	1	1
298	его на	1	1
299	сочетается с	1	1
300	однако не	1	1
301	целый ряд	3	1
302	формы частично	1	1
303	и наконец	6	1
304	и каким	1	1
305	тем же	2	1
306	от этого	2	1
307	поэтому и	1	1
308	и питье	2	1
309	в которой	1	1
