N	4gram	Bakhtin_Pr_3	slovoVRo
1	в то же время	5	4
2	в той или иной	1	3
3	но в то же	1	3
4	и в новое время	2	2
5	с большей или меньшей	1	1
6	в средние века и	2	1
7	и не может быть	1	1
8	в том числе и	10	1
9	и в дальнейшем развитии	2	1
10	и в то же	2	1
11	как мы уже говорили	2	1
12	нем нет ни грана	2	1
13	так и в новое	1	1
14	но подчеркиваем еще раз	1	1
15	в нем нет ни	2	1
16	все более и более	1	1
17	в себя целый ряд	1	1
18	а также и в	1	1
19	необходимо еще раз подчеркнуть	1	1
20	прежде чем перейти к	1	1
