N	3gram	Bakhtin_Fr_8	TeoriaLi
1	по отношению к	1	8
2	в отличие от	1	7
3	в том что	6	6
4	то же время	10	6
5	в то же	10	6
6	в данном случае	2	5
7	состоит в том	1	4
8	более или менее	2	4
9	в первой строфе	1	4
10	с другой стороны	2	3
11	можно сказать что	2	3
12	той или иной	1	3
13	в этом смысле	1	3
14	с точки зрения	2	2
15	но он не	1	2
16	в самом начале	1	2
17	с одной стороны	2	2
18	а с другой	1	2
19	не только не	2	2
20	в этой системе	1	2
21	в тарасе бульбе	4	2
22	не может быть	2	2
23	как и в	4	2
24	таким образом что	1	1
25	это уже не	1	1
26	и глубже чем	1	1
27	мы видим в	1	1
28	в той или	1	1
29	он мог бы	1	1
30	дело в том	2	1
31	подобно тому как	1	1
32	отвечая на вопрос	1	1
33	в настоящее время	3	1
34	в том числе	3	1
35	войны и мира	1	1
36	начала и конца	1	1
37	и в то	5	1
38	в таких случаях	1	1
39	только в условиях	1	1
40	бы то ни	2	1
41	только то что	1	1
42	том числе и	2	1
43	и в пространстве	1	1
44	во всей его	1	1
45	и др в	2	1
46	что одна из	2	1
47	никогда не бывает	1	1
48	может быть и	1	1
49	в этих исключительных	1	1
50	до известной степени	1	1
51	между вещами и	3	1
52	то ни было	1	1
53	таким образом и	3	1
54	между собой в	1	1
55	времени и в	1	1
56	и не быть	1	1
57	родного дома и	1	1
58	в известном смысле	1	1
59	и как бы	1	1
60	шире и глубже	1	1
61	нового времени в	1	1
62	себя в своих	1	1
63	в связи с	3	1
64	как бы в	1	1
65	тем или иным	1	1
66	на вопрос о	1	1
67	здесь как бы	2	1
68	в то время	2	1
69	на две части	2	1
70	что даже в	1	1
71	о том что	2	1
72	картина мира где	1	1
73	включает в себя	1	1
74	и прежде всего	1	1
75	но в то	2	1
76	в реальной действительности	1	1
77	и является в	1	1
78	и в слове	1	1
79	в большинстве случаев	6	1
80	для того чтобы	2	1
81	в литературе последних	1	1
82	в большинстве своем	1	1
83	к тому же	1	1
84	существенно связаны с	1	1
85	он не только	1	1
