N	2gram	Potebnia_M_4	Analitik
1	тогда как	4	19
2	в этом	23	18
3	не только	10	16
4	и в	23	16
5	в частности	1	16
6	так и	6	15
7	как и	14	14
8	своего рода	1	12
9	но и	11	12
10	и не	18	12
11	том что	12	12
12	в том	23	12
13	в качестве	1	11
14	при этом	15	10
15	могут быть	7	10
16	а не	12	10
17	как бы	5	10
18	в этой	1	9
19	лишь в	3	9
20	ничего не	1	9
21	в пределах	1	9
22	и даже	2	9
23	то есть	34	9
24	состоит в	2	8
25	в данном	4	8
26	к тому	3	7
27	а также	1	7
28	о том	8	7
29	в себе	14	7
30	то что	29	7
31	в самом	3	6
32	и на	3	6
33	но в	8	6
34	в мире	2	6
35	говорить о	5	6
36	может быть	26	6
37	с другой	2	6
38	как это	1	6
39	и к	6	5
40	данном случае	2	5
41	с одной	1	5
42	того же	1	4
43	в сущности	2	4
44	столь же	2	4
45	но не	1	4
46	по отношению	10	4
47	за пределы	1	4
48	как в	7	4
49	в своем	8	4
50	хотя и	5	4
51	в себя	1	4
52	он в	1	4
53	нашего времени	3	4
54	на этом	1	4
55	то же	14	4
56	не с	2	4
57	и тем	4	4
58	тем самым	4	4
59	для него	5	4
60	точки зрения	4	4
61	не в	11	4
62	только не	3	4
63	не менее	5	4
64	во второй	1	4
65	можно сказать	4	4
66	времени в	1	4
67	во всех	1	4
68	только в	15	4
69	и его	2	4
70	уже не	3	4
71	в сознании	4	4
72	не так	2	4
73	у него	1	4
74	одной стороны	1	4
75	не может	11	4
76	этом случае	5	4
77	все это	5	4
78	отношению к	8	4
79	и то	5	3
80	в их	1	3
81	мы имеем	4	3
82	ему в	1	3
83	проявляется в	2	3
84	не был	1	3
85	как уже	1	3
86	в нашем	2	3
87	на его	3	3
88	и если	3	3
89	и сам	1	3
90	подобно тому	2	3
91	не мог	1	3
92	в эту	1	3
93	тем не	4	3
94	по крайней	5	3
95	на себе	3	3
96	как о	1	3
97	никогда не	3	3
98	казалось бы	1	3
99	имеем дело	2	3
100	со своим	4	3
101	тем что	10	3
102	как будто	1	3
103	этом отношении	1	3
104	что на	2	3
105	той или	1	3
106	как мы	2	3
107	можно было	2	3
108	если бы	13	3
109	в словах	1	3
110	что и	7	3
111	крайней мере	5	3
112	и все	4	3
113	одной из	1	3
114	с ними	3	3
115	так что	5	3
116	есть в	5	3
117	я в	2	3
118	из них	1	3
119	при всей	1	3
120	только на	4	3
121	со стороны	3	3
122	именно в	3	3
123	было бы	8	3
124	в речи	3	3
125	из трех	1	3
126	и за	1	3
127	тому как	2	3
128	в первой	1	3
129	этого слова	7	3
130	или в	1	3
131	бы в	2	3
132	прежде всего	1	3
133	а в	5	3
134	не знает	1	3
135	в действительности	3	3
136	по поводу	4	3
137	речь идет	1	2
138	таком случае	2	2
139	художественного произведения	1	2
140	и до	3	2
141	той же	3	2
142	а как	2	2
143	я как	1	2
144	еще не	3	2
145	на основе	1	2
146	отличие от	1	2
147	и я	2	2
148	как говорит	1	2
149	не дано	2	2
150	на то	7	2
151	вообще не	1	2
152	не следует	2	2
153	он не	2	2
154	что она	2	2
155	таким образом	24	2
156	значительной степени	2	2
157	что все	4	2
158	них не	1	2
159	это было	2	2
160	за собою	2	2
161	по себе	11	2
162	в этих	3	2
163	в своей	1	2
164	в котором	4	2
165	с точки	3	2
166	к предмету	1	2
167	стало быть	8	2
168	но эта	2	2
169	теми же	2	2
170	и наоборот	1	2
171	для нее	1	2
172	даже в	2	2
173	в таких	2	2
174	она не	2	2
175	что с	1	2
176	в то	4	2
177	дело не	2	2
178	не имеет	5	2
179	на котором	4	2
180	же время	3	2
181	в нас	3	2
182	роль в	1	2
183	языка и	3	2
184	те же	3	2
185	того и	1	2
186	на которую	1	2
187	это только	1	2
188	с ним	5	2
189	что в	17	2
190	в произведении	1	2
191	другому в	1	2
192	его в	4	2
193	и во	1	2
194	между тем	9	2
195	в его	5	2
196	чем и	1	2
197	вообще и	3	2
198	того что	14	2
199	с той	1	2
200	один из	2	2
201	в поэзии	3	2
202	не есть	9	2
203	свидетельствует о	1	2
204	по выражению	1	2
205	одно из	1	2
206	и их	3	2
207	в одном	4	2
208	вовсе не	7	2
209	уже и	2	2
210	с действительностью	1	2
211	здесь в	1	2
212	вслед за	1	2
213	своего собственного	1	2
214	превращается в	2	2
215	может ли	1	2
216	на этот	2	2
217	его как	1	2
218	была бы	1	2
219	должна была	1	2
220	вместе с	6	2
221	так же	4	2
222	к его	2	2
223	к своему	1	2
224	этих случаях	2	2
225	в столь	1	2
226	в состоянии	2	2
227	и для	2	2
228	при таком	1	2
229	в двух	2	2
230	внимание на	5	2
231	еще более	2	2
232	от своего	1	2
233	сказать что	8	2
234	другой стороны	1	2
235	ли человек	1	2
236	все что	2	2
237	в таком	4	2
238	же нам	1	1
239	а между	4	1
240	произведения но	1	1
241	этого в	1	1
242	ко всем	3	1
243	и т	7	1
244	с с	1	1
245	значение здесь	1	1
246	самом деле	3	1
247	переход от	3	1
248	идет о	1	1
249	в первом	3	1
250	к другому	1	1
251	отношения между	2	1
252	можно лишь	2	1
253	мы уже	3	1
254	полагает что	1	1
255	есть не	4	1
256	со всех	1	1
257	бы уже	1	1
258	прямого значения	1	1
259	до такой	5	1
260	они могут	2	1
261	что никто	1	1
262	почему мы	1	1
263	что иное	2	1
264	не вполне	2	1
265	я не	2	1
266	но даже	2	1
267	частный случай	1	1
268	всех сторон	1	1
269	что оба	1	1
270	и сами	2	1
271	как один	1	1
272	иное как	2	1
273	быть в	1	1
274	нам представляется	2	1
275	в последних	1	1
276	в чем	1	1
277	тем как	2	1
278	сказать и	1	1
279	то он	2	1
280	не все	1	1
281	очевидно что	7	1
282	один и	5	1
283	бы для	1	1
284	субъекта и	1	1
285	независимо от	6	1
286	кто говорит	2	1
287	в лицах	1	1
288	в приведенном	1	1
289	однако не	1	1
290	и тот	3	1
291	его к	2	1
292	тем же	1	1
293	имеет в	2	1
294	следующим образом	1	1
295	себе как	1	1
296	в которой	6	1
297	бы и	5	1
298	так или	2	1
299	все эти	3	1
300	бы не	3	1
301	не оставляет	1	1
302	из этих	2	1
303	которые в	1	1
304	еще один	1	1
305	в известном	1	1
306	что даже	2	1
307	и те	1	1
308	лица и	3	1
309	не приводит	1	1
310	в наших	2	1
311	но на	1	1
312	так сказать	5	1
313	быть только	1	1
314	мы их	1	1
315	по-видимому не	2	1
316	в нем	7	1
317	вера в	1	1
318	внутренняя форма	2	1
319	время и	1	1
320	всех остальных	4	1
321	и легко	1	1
322	что же?	1	1
323	речи то	1	1
324	состоит именно	1	1
325	к одному	3	1
326	не как	2	1
327	почти то	1	1
328	в силу	7	1
329	различия в	1	1
330	из виду	2	1
331	об отношении	2	1
332	что одно	1	1
333	свое время	1	1
334	на жизнь	1	1
335	настоящего времени	2	1
