N	2gram	Losev_Dial_2	Problema
1	и не	30	28
2	не только	19	24
3	только в	5	23
4	в виде	2	22
5	вовсе не	13	21
6	и в	19	20
7	в том	14	20
8	ни в	10	17
9	не просто	12	16
10	все эти	2	16
11	смысле слова	1	15
12	то что	14	15
13	потому что	14	15
14	точки зрения	12	14
15	той или	4	14
16	было бы	3	14
17	но и	12	14
18	также и	2	13
19	перед нами	2	13
20	не в	8	13
21	даже и	1	13
22	или иной	1	13
23	в себе	15	12
24	том что	10	12
25	не есть	47	12
26	с точки	8	11
27	по себе	18	11
28	прежде всего	8	11
29	как будто	7	11
30	отнюдь не	6	10
31	тем не	2	10
32	и его	5	10
33	не менее	3	10
34	так и	10	10
35	при помощи	1	10
36	это значит	8	10
37	есть нечто	8	9
38	в этом	8	9
39	может быть	20	9
40	и даже	14	9
41	все это	4	9
42	но в	2	8
43	содержит в	4	8
44	таким образом	4	8
45	значит что	12	8
46	что он	6	8
47	в той	3	8
48	символ и	3	8
49	в результате	2	8
50	и все	12	8
51	во всяком	2	8
52	то же	12	7
53	мы не	1	7
54	в ней	2	7
55	еще не	4	7
56	и с	5	7
57	ясно что	4	7
58	это не	10	7
59	здесь не	1	7
60	хотя бы	4	7
61	и тем	1	7
62	есть в	2	7
63	с другой	5	7
64	именно в	2	7
65	сказать что	10	7
66	а не	16	7
67	и потому	5	7
68	сам по	3	6
69	есть не	7	6
70	мы имеем	3	6
71	а только	3	6
72	при этом	4	6
73	всех этих	3	6
74	об этом	3	6
75	как и	10	6
76	в данном	3	6
77	но если	1	6
78	по крайней	9	6
79	в каком	4	6
80	же самое	2	6
81	в виду	5	6
82	и вообще	6	6
83	крайней мере	9	6
84	что здесь	2	6
85	так что	7	6
86	в одно	5	6
87	по своему	5	6
88	но это	7	6
89	и от	3	6
90	другой стороны	4	6
91	в таком	4	6
92	на самом	2	5
93	действительности и	1	5
94	но не	6	5
95	символ но	1	5
96	как в	2	5
97	и если	4	5
98	в нем	10	5
99	да и	6	5
100	в них	1	5
101	мере не	1	5
102	в этих	3	5
103	образности и	1	5
104	и очень	1	5
105	только и	2	5
106	когда мы	3	5
107	и о	1	5
108	в ее	4	5
109	данном случае	2	5
110	о том	5	5
111	можно сказать	5	5
112	и можно	2	5
113	жизни и	6	5
114	уже не	3	5
115	если мы	2	5
116	так как	14	5
117	случае не	1	5
118	здесь в	1	5
119	то и	1	5
120	миф есть	6	5
121	человеческой жизни	2	5
122	не может	9	5
123	вместе с	2	5
124	так же	2	5
125	в смысле	5	5
126	не существует	1	5
127	или в	2	5
128	и ни	1	5
129	в целях	3	5
130	и т	17	4
131	живое существо	2	4
132	это и	3	4
133	но даже	1	4
134	без всякого	4	4
135	кроме того	3	4
136	и есть	4	4
137	нет никакой	4	4
138	уже в	4	4
139	в этой	3	4
140	что она	14	4
141	времени и	9	4
142	с тем	2	4
143	несмотря на	2	4
144	в своей	8	4
145	всяком случае	2	4
146	в одном	4	4
147	в вечном	2	4
148	отличается от	1	4
149	не имеет	1	4
150	только не	2	4
151	в разных	3	4
152	и символ	1	4
153	ни о	2	4
154	нет ни	3	4
155	всегда есть	2	4
156	и образ	1	4
157	здесь как	1	4
158	жизнь и	5	4
159	с ним	4	4
160	и во	1	4
161	во всех	2	4
162	и только	4	4
163	тем более	1	4
164	и ее	1	4
165	или даже	1	4
166	ни с	4	4
167	что не	6	4
168	уже давно	1	4
169	с этим	3	4
170	как бы	14	4
171	однако не	1	4
172	как раз	5	4
173	тех или	2	4
174	солнца и	1	4
175	у достоевского	1	4
176	же в	2	4
177	а в	4	4
178	в то	6	4
179	в какой	2	4
180	самом деле	4	3
181	в зависимости	2	3
182	каком случае	2	3
183	но она	1	3
184	то это	2	3
185	и на	1	3
186	он был	1	3
187	но как	5	3
188	явлений и	2	3
189	тут же	4	3
190	в истории	2	3
191	поскольку они	1	3
192	же и	9	3
193	в своем	4	3
194	и к	7	3
195	идея и	2	3
196	бы и	2	3
197	сказать о	1	3
198	сливаются в	2	3
199	вообще не	1	3
200	т д	15	3
201	но все	2	3
202	в другом	4	3
203	того или	2	3
204	этом смысле	1	3
205	из них	3	3
206	здесь нет	1	3
207	в жизни	2	3
208	все равно	5	3
209	что всякий	1	3
210	как это	7	3
211	в предыдущем	1	3
212	связи с	4	3
213	нет никакого	2	3
214	и другое	1	3
215	как о	1	3
216	дело не	2	3
217	и сама	1	3
218	у пушкина	2	3
219	можно ли	3	3
220	не всякий	2	3
221	уже и	2	3
222	в области	2	3
223	зависимости от	2	3
224	к тому	2	3
225	в самых	1	3
226	как мы	3	3
227	есть миф	4	3
228	все в	2	3
229	к нему	4	3
230	общее и	1	3
231	в его	1	3
232	что и	5	3
233	даже если	1	3
234	не мешает	5	3
235	без этого	4	3
236	конечно не	6	3
237	а это	1	3
238	только к	2	3
239	себе и	3	3
240	мы можем	1	3
241	тем что	2	3
242	не было	3	3
243	были бы	1	3
244	еще и	1	3
245	меньше всего	1	3
246	в связи	4	3
247	тем больше	1	3
248	нет ничего	1	3
249	ни на	2	3
250	к его	1	3
251	независимо от	4	3
252	из которых	1	3
253	или иного	1	3
254	а если	1	3
255	это есть	8	3
256	и более	3	3
257	что мы	2	3
258	только для	1	3
259	понятия и	1	3
260	это уже	2	3
261	сознания и	5	3
262	или другой	3	3
263	и как	10	3
