N	2gram	Vinokur_Ku_2	Myshleni
1	в том	19	33
2	том что	11	27
3	точки зрения	14	26
4	то что	9	20
5	в этом	18	19
6	с точки	8	18
7	того что	3	17
8	не только	20	15
9	и в	23	15
10	речи и	5	15
11	таким образом	5	14
12	что в	10	14
13	того чтобы	11	12
14	что он	5	12
15	в самом	12	11
16	в процессе	3	11
17	мы не	1	10
18	в целом	1	10
19	было бы	15	10
20	для того	9	10
21	но и	7	10
22	мы можем	1	10
23	в сущности	9	9
24	в своем	2	9
25	о том	1	9
26	связи с	3	9
27	может быть	15	9
28	что мы	6	9
29	не может	9	9
30	заключается в	2	8
31	не в	8	8
32	никогда не	2	8
33	казалось бы	3	8
34	так и	4	8
35	если бы	12	8
36	и что	8	8
37	едва ли	1	7
38	на основе	1	7
39	он не	3	7
40	по себе	10	7
41	к тому	4	7
42	тот же	5	7
43	с одной	2	7
44	потому что	25	7
45	мы знаем	4	7
46	речи к	1	7
47	одной стороны	1	7
48	как бы	4	7
49	и не	16	7
50	во всяком	5	7
51	самом деле	9	6
52	в зависимости	4	6
53	мы уже	1	6
54	зависимости от	5	6
55	по отношению	1	6
56	в этой	6	6
57	мы должны	2	6
58	и к	1	6
59	что это	7	6
60	на то	4	6
61	как и	2	6
62	мы видели	2	6
63	всяком случае	5	6
64	точку зрения	1	6
65	речи в	6	6
66	в отношении	2	6
67	что эта	2	6
68	как мы	3	6
69	в виду	3	6
70	но в	11	6
71	если мы	4	6
72	мы находим	1	6
73	вовсе не	9	6
74	с другой	8	6
75	на этот	2	6
76	там где	5	6
77	в частности	2	6
78	вместе с	5	6
79	как это	5	6
80	в связи	4	6
81	сказать что	4	6
82	смысле слова	2	5
83	на деле	1	5
84	показать что	1	5
85	то же	6	5
86	вопрос о	9	5
87	последнее время	3	5
88	говорит что	1	5
89	уже в	3	5
90	приводит к	5	5
91	это не	6	5
92	тогда когда	1	5
93	можно было	9	5
94	и даже	2	5
95	этот вопрос	6	5
96	и их	1	5
97	и др	1	5
98	с помощью	7	5
99	сравнению с	1	5
100	по существу	5	5
101	речи с	2	5
102	по сравнению	2	5
103	хотя бы	9	4
104	с его	1	4
105	из этих	1	4
106	конечном счете	2	4
107	независимо от	1	4
108	как в	3	4
109	все же	7	4
110	могли бы	2	4
111	от речи	3	4
112	в которой	1	4
113	в последнее	1	4
114	том чтобы	1	4
115	что все	5	4
116	в них	4	4
117	несмотря на	5	4
118	в своей	2	4
119	признать что	1	4
120	значение для	1	4
121	к этому	4	4
122	их в	1	4
123	даже в	1	4
124	не имеет	4	4
125	того как	2	4
126	и его	3	4
127	с и	1	4
128	указание на	3	4
129	что оно	3	4
130	речи мы	2	4
131	в совершенно	1	4
132	и с	7	4
133	мы могли	2	4
134	на вопрос	1	4
135	в конечном	2	4
136	так как	15	4
137	только в	5	4
138	в качестве	8	4
139	как раз	3	4
140	его мысли	1	4
141	в предисловии	1	4
142	прежде всего	8	4
143	так же	4	4
144	предисловии к	1	4
145	все это	5	4
146	для нас	4	4
147	а в	3	4
148	по поводу	2	4
149	на самом	2	3
150	идет о	1	3
151	и до	2	3
152	мы имеем	5	3
153	что можно	3	3
154	мы будем	2	3
155	в общем	1	3
156	очевидно что	2	3
157	что они	2	3
158	языка и	8	3
159	что именно	1	3
160	с этим	3	3
161	что как	1	3
162	смысле этого	2	3
163	когда он	1	3
164	бы и	4	3
165	все эти	12	3
166	речи но	2	3
167	что она	3	3
168	при этом	2	3
169	что у	2	3
170	состоит в	2	3
171	и по	3	3
172	об этом	5	3
173	те же	3	3
174	лишь в	5	3
175	о которых	3	3
176	социальной функции	1	3
177	таким же	2	3
