N	3gram	Vygotskiy__5	Dialekti
1	с точки зрения	9	9
2	в том что	11	9
3	что иное как	1	8
4	не что иное	1	8
5	это значит что	4	7
6	не может быть	3	6
7	в то же	1	6
8	есть не что	1	5
9	сама по себе	4	5
10	для того чтобы	14	5
11	в этом смысле	1	4
12	того что он	1	4
13	само по себе	2	4
14	подобно тому как	4	4
15	и тем более	2	4
16	ничего не говорит	1	4
17	в меру того	2	4
18	ни в каком	1	4
19	и той же	1	3
20	в чем заключается	1	3
21	одной и той	1	3
22	лежит в основе	2	3
23	тем более не	1	3
24	то же что	1	3
25	не есть просто	1	3
26	о том как	2	2
27	если так то	1	2
28	сам по себе	1	2
29	есть в сущности	1	2
30	в собственном смысле	1	2
31	с этой точки	4	2
32	то и другое	2	2
33	ничего общего с	2	2
34	ни на что	1	2
35	этой точки зрения	4	2
36	по сравнению с	5	2
37	от того что	2	2
38	в свою очередь	3	2
39	и в частности	2	2
40	мы видим что	2	2
41	теперь мы можем	1	2
42	тем не менее	1	2
43	признает полную невозможность	1	1
44	что он упал	1	1
45	не может не	1	1
46	тот же самый	1	1
47	из которых один	1	1
48	в обоих случаях	1	1
49	что в этом	1	1
50	в силу этого	1	1
51	прямо сказать что	1	1
52	сказать что в	1	1
53	что это не	1	1
54	не есть также	1	1
55	отличаются друг от	1	1
56	же как и	1	1
57	на первый план	1	1
58	но они же	1	1
59	в лучшем случае	3	1
60	именно в этом	2	1
61	в зависимости от	2	1
62	в той же	2	1
63	в отличие от	2	1
64	во времени что	1	1
65	можно сказать что	5	1
66	но в сущности	1	1
67	не было бы	1	1
68	этого вопроса не	1	1
69	в одинаковой мере	2	1
70	это и значит	1	1
71	это не имеет	1	1
72	к жизни и	1	1
73	то в чем	1	1
74	и то что	2	1
75	совершенно ясно как	1	1
76	нечто третье что	1	1
77	а не только	1	1
78	это было бы	1	1
79	в сущности это	2	1
80	которая заключается в	1	1
81	становится ясным что	1	1
82	тем что должно	1	1
83	это не так	1	1
84	если мы хотим	1	1
85	в связи с	1	1
86	а не как	1	1
87	но так же	1	1
88	что содержится в	2	1
89	можно прямо сказать	1	1
90	я не могу	1	1
91	так же невозможно	1	1
92	было бы чудом	3	1
93	то обстоятельство что	2	1
94	этим понятием и	1	1
95	в этом случае	3	1
96	о том что	4	1
97	и вместе с	1	1
98	не имеет никаких	1	1
99	хотя бы в	2	1
100	не только не	3	1
101	и не может	2	1
102	вопрос о том	3	1
103	в себя и	1	1
104	в этой сфере	1	1
105	но все же	2	1
106	включает в себя	2	1
107	то что ребенок	3	1
108	с другой стороны	2	1
109	не говорит об	1	1
110	друг от друга	4	1
111	совершенно очевидно что	1	1
112	тех или иных	1	1
113	из того что	4	1
114	но только к	1	1
115	мы только что	1	1
116	той или иной	1	1
117	и в области	2	1
118	он еще не	1	1
