N	3gram	Losev_Prob_5	Literetu
1	то же время	1	9
2	в то же	1	9
3	не может быть	2	7
4	с одной стороны	3	6
5	в том что	8	5
6	состоит в том	1	4
7	едва ли не	1	4
8	с другой стороны	5	4
9	с точки зрения	8	3
10	в этом отношении	1	3
11	в данном случае	2	3
12	по отношению к	2	3
13	о том что	9	2
14	не говоря уже	1	2
15	говоря уже о	1	2
16	в русской литературе	3	2
17	по крайней мере	4	2
18	в том числе	2	2
19	тем не менее	5	2
20	в сравнении с	3	2
21	такой же мере	1	1
22	но даже и	2	1
23	вместе с тем	3	1
24	бы то ни	2	1
25	а так как	1	1
26	говорит о себе	1	1
27	том числе и	1	1
28	можно было бы	1	1
29	вновь и вновь	1	1
30	в другом стихотворении	1	1
31	с этой точки	1	1
32	у него нет	1	1
33	и то что	3	1
34	у того же	1	1
35	в конце концов	6	1
36	для искусства в	1	1
37	мира и жизни	1	1
38	не только как	1	1
39	нам представляется что	1	1
40	в такой же	1	1
41	того же автора	1	1
42	этой точки зрения	1	1
43	он знает как	1	1
44	все того же	2	1
45	может быть это	1	1
46	имея в виду	1	1
47	что в ней	1	1
48	на самом деле	1	1
49	то есть в	1	1
50	той или иной	1	1
51	то ни было	1	1
52	после того как	3	1
53	нет у нас	1	1
54	а с другой	3	1
55	и притом в	1	1
56	тех или иных	2	1
57	в начале стихотворения	1	1
58	для того чтобы	2	1
59	это свидетельствует о	1	1
