N	3gram	Vygotskiy__1	Morfolog
1	и т д	8	47
2	мы видим что	2	9
3	в связи с	1	8
4	не может быть	8	8
5	подобно тому как	5	5
6	таким образом мы	1	5
7	с точки зрения	2	4
8	с другой стороны	5	4
9	тем не менее	2	4
10	в первом случае	1	3
11	если мы не	1	3
12	не могут быть	1	3
13	независимо от того	1	3
14	на самом деле	2	3
15	как и в	4	3
16	состоит в том	2	2
17	оно может быть	1	2
18	более или менее	2	2
19	в тех случаях	1	2
20	в настоящее время	2	2
21	в собственном смысле	3	2
22	точно так же	3	2
23	мы приходим к	1	2
24	то время как	5	2
25	с одной стороны	5	2
26	собственном смысле слова	2	2
27	образом мы видим	1	2
28	и таким образом	2	2
29	которое может быть	1	2
30	в то время	5	2
31	должны рассматриваться как	1	2
32	для того чтобы	5	2
33	в том что	9	2
34	не означает что	2	1
35	бросается в глаза	1	1
36	можно себе представить	1	1
37	хотя и не	2	1
38	к другу и	1	1
39	уже не может	1	1
40	а вовсе не	1	1
41	но то что	1	1
42	а затем уже	1	1
43	и вслед за	1	1
44	том что он	1	1
45	что иное как	1	1
46	и там где	1	1
47	мы должны будем	1	1
48	как бы в	1	1
49	который позволил бы	1	1
50	до сих пор	3	1
51	свои законы и	1	1
52	в таком случае	2	1
53	том случае если	1	1
54	ни в коем	1	1
55	так как мы	1	1
56	со всеми другими	1	1
57	в какой степени	1	1
58	мы увидим как	1	1
59	с этим и	1	1
60	то мы увидим	1	1
61	и не всегда	1	1
62	не то что	1	1
63	в том случае	2	1
64	в коем случае	1	1
65	одно и то	1	1
66	этой формы в	1	1
67	который может быть	1	1
68	в применении к	2	1
69	можно сравнить с	1	1
70	отличие от других	1	1
71	в том или	1	1
72	могут быть названы	1	1
73	и то же	1	1
74	может быть дано	1	1
75	прежде всего и	1	1
76	то что он	1	1
77	на составные части	1	1
78	т д все	1	1
79	во всяком случае	6	1
80	так же и	1	1
81	но так как	1	1
82	вместо того чтобы	1	1
83	т д то	1	1
84	что они хотят	1	1
85	в целом не	2	1
86	друг к другу	1	1
87	коем случае не	1	1
88	о том что	7	1
89	если бы мы	1	1
90	и что следовательно	2	1
91	с самого начала	1	1
92	является одновременно и	1	1
93	даже в тех	1	1
94	он не может	1	1
95	вслед за этим	1	1
96	можно сказать что	1	1
97	составные части но	1	1
98	и пр как	1	1
99	на то что	8	1
100	не что иное	1	1
101	может быть объяснено	1	1
102	дело не в	1	1
103	такую же роль	1	1
104	с известными формами	1	1
105	что и в	2	1
106	и др это	1	1
