N	3gram	Tiupa_Anal_2	Problemy
1	то же время	2	12
2	в то же	2	12
3	с самим собою	1	7
4	в отношении к	1	7
5	не может быть	1	6
6	с самим собой	1	6
7	по отношению к	4	5
8	в этом смысле	2	4
9	с точки зрения	2	4
10	а между тем	1	3
11	в самом деле	1	3
12	по крайней мере	3	3
13	и в самом	2	3
14	с другой стороны	2	3
15	подобно тому как	3	2
16	как раз и	1	2
17	в этом случае	4	2
18	хотя бы и	1	2
19	сама по себе	1	2
20	в отличие от	2	2
21	которого никогда не	1	2
22	как бы уже	1	2
23	и в этом	4	2
24	ведь и сам	1	2
25	о том что	6	2
26	той или иной	3	2
27	тем не менее	3	2
28	друг с другом	1	2
29	к тому же	4	2
30	если бы он	1	1
31	так и не	4	1
32	одних и тех	1	1
33	к чужому мнению	1	1
34	прежде всего в	1	1
35	знаю что меня	2	1
36	потому что я	1	1
37	как бы с	1	1
38	самом деле не	1	1
39	с другим он	1	1
40	он вообще не	1	1
41	в этом отношении	3	1
42	и тех же	1	1
43	со всех сторон	1	1
44	несмотря на то	1	1
45	конечно и слово	1	1
46	самого себя чтобы	1	1
47	и то что	2	1
48	к тому что	1	1
49	ибо и в	1	1
50	в значительной степени	2	1
51	в данном случае	5	1
52	о своей собственной	1	1
53	на этот раз	1	1
54	и все его	1	1
55	не в самом	1	1
56	и даже выражение	1	1
57	не только для	1	1
58	и то же	1	1
59	одно и то	1	1
60	но и не	1	1
61	на жизнь и	1	1
62	и тот же	1	1
63	как бы не	1	1
64	с одной из	1	1
65	себя за голову	1	1
66	о себе не	1	1
67	как и в	3	1
68	в свою очередь	1	1
69	но и для	1	1
70	не только не	2	1
71	говорит не о	1	1
72	другой голос но	1	1
73	можно сказать что	1	1
74	на то что	2	1
75	с собой он	1	1
76	на всем протяжении	1	1
77	в том что	6	1
78	возвращает нас к	1	1
79	обратим внимание на	1	1
