N	2gram	Losev_Prob_1	Mirosoze
1	у достоевского	1	42
2	может быть	14	30
3	не только	17	29
4	и в	32	28
5	не может	8	28
6	но и	9	25
7	а не	15	25
8	он не	3	24
9	в этом	19	20
10	не было	4	18
11	не в	4	16
12	потому что	16	16
13	в своей	8	15
14	переходит в	1	15
15	и есть	6	14
16	он был	1	14
17	никогда не	7	14
18	человека в	1	13
19	в нем	13	13
20	и это	9	12
21	в самом	6	11
22	для него	2	11
23	и не	31	11
24	из подполья	2	10
25	во имя	1	10
26	в своем	5	10
27	было бы	8	10
28	что в	12	10
29	прежде всего	10	10
30	что он	7	10
31	и потому	2	10
32	и все	7	10
33	с тем	5	9
34	но он	3	9
35	и его	3	9
36	не есть	29	9
37	в его	6	9
38	к человеку	1	9
39	человек в	1	9
40	из самых	1	8
41	в глубине	1	8
42	в котором	5	8
43	иван карамазов	1	8
44	но не	9	8
45	ивана карамазова	1	7
46	но в	14	7
47	в себе	15	7
48	в конце	6	7
49	в самой	3	7
50	к нему	3	7
51	того что	7	7
52	нет ничего	10	7
53	должна быть	1	6
54	и на	8	6
55	он сам	2	6
56	в которой	2	6
57	лишь в	1	6
58	в этой	10	6
59	только в	7	6
60	он уже	1	6
61	вместе с	2	6
62	все это	7	6
63	в том	9	6
64	нет и	2	5
65	если он	1	5
66	это не	6	5
67	как и	3	5
68	если нет	1	5
69	у нас	14	5
70	не могут	2	5
71	то что	42	5
72	у человека	1	5
73	и я	1	5
74	смысле слова	7	4
75	отношения к	1	4
76	и этот	1	4
77	есть не	6	4
78	xix века	1	4
79	за пределы	6	4
80	духа и	1	4
81	то нет	1	4
82	не к	1	4
83	не как	2	4
84	в них	7	4
85	в этих	3	4
86	точки зрения	3	4
87	в их	4	4
88	в которых	3	4
89	к ней	1	4
90	она не	2	4
91	мог бы	1	4
92	значит что	3	4
93	один из	4	4
94	уже не	3	4
95	уже в	3	4
96	есть уже	1	4
97	а в	4	4
98	тем что	7	4
99	нет в	1	4
100	человек есть	1	4
101	не знал	5	4
102	с этой	1	4
103	от него	1	4
104	не знает	1	4
105	с его	2	3
106	с этим	3	3
107	бы и	1	3
108	в братьях	1	3
109	и еще	3	3
110	на том	4	3
111	на этом	1	3
112	и с	2	3
113	то есть	33	3
114	его в	6	3
115	в жизни	3	3
116	для них	2	3
117	мир в	1	3
