N	2gram	Vinokur_Ku_3	Psycholo
1	то что	4	44
2	и в	23	33
3	в этом	16	28
4	и что	7	25
5	как бы	5	25
6	все время	1	24
7	потому что	12	24
8	для того	12	23
9	том что	11	22
10	того чтобы	11	22
11	может быть	14	22
12	что в	13	21
13	в том	22	21
14	о том	6	20
15	что он	6	20
16	и мы	1	15
17	только что	2	15
18	как это	7	14
19	что это	3	13
20	таким образом	9	13
21	так же	2	13
22	и не	10	13
23	все это	2	13
24	сказать что	7	13
25	самом деле	14	12
26	в самом	13	12
27	было бы	16	12
28	к тому	3	12
29	если мы	7	12
30	так как	9	12
31	он не	3	11
32	что все	2	11
33	говорит что	1	10
34	что она	5	10
35	если бы	8	10
36	в его	11	10
37	не может	6	10
38	то же	6	9
39	и если	2	9
40	по себе	6	9
41	как раз	4	9
42	как будто	1	8
43	совершенно ясно	2	8
44	для этого	6	8
45	вместе с	2	8
46	в каком	3	8
47	в своем	4	7
48	раз в	1	7
49	не только	17	7
50	и только	3	7
51	когда он	2	7
52	для нас	4	7
53	и т	54	6
54	на самом	3	6
55	в сущности	4	6
56	в ней	3	6
57	что они	2	6
58	перед нами	1	6
59	все эти	7	6
60	в себе	1	6
61	после этого	1	6
62	и вот	3	6
63	во время	1	6
64	точки зрения	23	6
65	всякий раз	1	6
66	но он	1	6
67	тому что	4	6
68	в самой	1	6
69	когда мы	3	6
70	же самое	1	6
71	никак не	2	6
72	это не	3	6
73	мы видим	1	6
74	а не	11	6
75	что мы	2	6
76	мы должны	3	6
77	как на	8	6
78	это и	3	5
79	мы не	3	5
80	в целом	4	5
81	и на	1	5
82	только после	3	5
83	с этим	1	5
84	все же	5	5
85	целый ряд	4	5
86	и как	2	5
87	как он	2	5
88	ясно что	4	5
89	как и	5	5
90	никогда не	1	5
91	что самое	1	5
92	и его	1	5
93	мы будем	1	5
94	казалось бы	1	5
95	заключается в	4	5
96	в какой	3	5
97	что для	1	5
98	вовсе не	5	5
99	и есть	5	4
100	той же	3	4
101	в которой	1	4
102	я не	5	4
103	не то	2	4
104	с совершенно	1	4
105	том чтобы	4	4
106	не будет	1	4
107	с тем	6	4
108	и уже	1	4
109	для чего	1	4
110	слова и	7	4
111	смысл и	2	4
112	в своей	4	4
113	с точки	16	4
114	ее с	1	4
115	на него	3	4
116	а в	5	4
117	у нас	10	4
118	так например	1	4
119	как мы	5	4
120	и о	4	4
121	можно было	11	4
122	о нем	1	4
123	не просто	2	4
124	того что	11	4
125	в двух	2	4
126	этот вопрос	3	4
127	только в	6	4
128	и так	1	4
129	при помощи	1	4
130	никто не	1	4
131	по поводу	3	4
132	что не	4	4
133	смысла и	1	4
134	в частности	2	4
135	исходя из	1	4
136	с этой	3	4
137	совершенно не	5	4
138	это в	2	4
139	к этому	1	4
140	в таком	4	4
141	речь идет	3	3
142	например в	1	3
143	же как	1	3
144	идет о	1	3
145	этой фразы	2	3
146	что если	2	3
147	говорить о	6	3
148	как я	2	3
149	то это	3	3
150	слова как	2	3
151	но не	3	3
152	в сторону	1	3
153	значение имеет	1	3
154	сама по	2	3
155	как в	4	3
156	что именно	3	3
157	увидим что	2	3
158	не можем	1	3
159	он все	1	3
160	на этом	2	3
161	в основу	1	3
162	здесь мы	1	3
163	его в	2	3
164	ни в	3	3
165	этого слова	4	3
166	далеко не	5	3
167	должно быть	7	3
168	обратимся к	1	3
169	всех этих	1	3
170	но если	3	3
171	мы в	1	3
172	в которых	3	3
173	т п	41	3
174	тем самым	4	3
175	она не	3	3
176	в то	3	3
177	в основе	1	3
178	в самых	1	3
179	и для	1	3
180	нам о	2	3
181	в пределах	2	3
182	так и	6	3
183	понятно что	1	3
184	и здесь	2	3
185	которой мы	1	3
186	что и	6	3
187	вслед за	1	3
188	сделать это	1	3
189	с одной	4	3
190	конечно не	2	3
191	мы получим	1	3
192	в виде	1	3
193	был бы	3	3
194	тому же	3	3
195	всяком случае	1	3
196	могло бы	3	3
197	в одном	2	3
198	не для	1	3
199	тем что	5	3
200	до сих	8	3
201	но и	3	3
202	на этот	2	3
203	обратиться к	1	3
204	не было	4	3
205	одной стороны	4	3
206	совершенно одинаково	1	3
207	эти слова	2	3
208	из которых	1	3
209	в той	4	3
210	смысле этого	2	3
211	еще раз	2	3
212	сих пор	8	3
213	тот же	6	3
214	за этим	1	3
215	к этой	1	3
216	во всяком	2	3
217	также и	5	2
218	сам по	3	2
219	и то	1	2
220	между двумя	1	2
221	на две	1	2
222	почти всегда	1	2
223	что эти	2	2
224	все те	2	2
225	с таким	1	2
226	мы имеем	2	2
227	нам в	1	2
228	так чтобы	1	2
229	время как	1	2
230	и ее	1	2
231	вместо этого	1	2
232	для нашей	4	2
233	большей частью	1	2
234	литературы и	1	2
235	столь же	4	2
236	бы то	1	2
237	точка зрения	4	2
238	со стороны	1	2
239	она есть	2	2
240	вот эти	1	2
241	в одной	1	2
242	что касается	1	2
243	в круг	1	2
244	не в	5	2
245	и к	3	2
246	в каком-то	1	2
247	самое важное	2	2
248	но в	2	2
249	тому как	2	2
250	бы и	3	2
251	бы не	3	2
252	из этих	5	2
253	думать что	1	2
254	нами в	1	2
255	если он	1	2
256	при этом	6	2
257	т д	8	2
258	читателя в	1	2
259	тем и	1	2
260	одной и	1	2
261	приходим к	1	2
262	может понять	1	2
263	есть конечно	2	2
264	и чтобы	2	2
265	о которых	1	2
266	но вся	1	2
267	он знает	1	2
268	иначе говоря	2	2
269	такой же	2	2
270	просто и	2	2
271	в такой	1	2
272	в котором	2	2
273	в их	6	2
274	оказывается что	1	2
275	вопрос о	11	2
276	бы сказать	3	2
277	и той	1	2
278	не понимает	3	2
279	быть не	2	2
280	даже в	1	2
281	же мы	4	2
282	в русской	1	2
283	не имеет	3	2
284	и остается	1	2
285	не по	3	2
286	и именно	3	2
287	значит просто	1	2
288	только не	1	2
289	же время	1	2
290	во всем	1	2
291	бы по	1	2
292	только с	1	2
293	не потому	3	2
294	к таким	1	2
295	но все	2	2
296	лежит в	1	2
297	и конечно	1	2
298	перейти к	2	2
299	о них	4	2
300	без всякого	1	2
301	в ее	4	2
302	нет никакой	1	2
303	действия и	1	2
304	то время	1	2
305	самое это	2	2
306	до самого	1	2
307	переход к	1	2
308	те же	7	2
309	и с	3	2
310	в словах	1	2
311	ничего не	6	2
312	можно сказать	2	2
313	в виду	8	2
314	сводится к	1	2
315	внимание на	2	2
316	но мы	2	2
317	пор пока	4	2
318	не надо	1	2
319	один из	4	2
320	отца и	1	2
321	мы увидим	1	2
322	почти все	1	2
323	нас с	1	2
324	связи с	6	2
325	уже в	3	2
326	ни одного	2	2
327	в нашей	4	2
328	не все	2	2
329	мы знаем	1	2
330	котором все	1	2
331	дело и	1	2
332	образом что	1	2
333	к самому	1	2
334	именно как	1	2
335	на примере	1	2
336	с другой	7	2
337	именно в	3	2
338	в каких	1	2
339	а с	3	2
340	так вот	1	2
341	прежде всего	9	2
342	тех пор	4	2
343	а на	1	2
344	этот рассказ	1	2
345	ни на	2	2
346	до этого	1	2
347	и потому	1	2
348	к другой	2	2
349	в тех	2	2
350	слов в	1	2
351	по существу	3	2
352	как нельзя	2	2
353	и формы	1	2
354	и от	1	2
355	в результате	3	2
356	хотя бы	9	2
357	все они	2	2
358	но автор	1	2
359	до тех	4	2
360	слово в	3	2
361	и эта	1	2
362	другой стороны	3	2
363	какой мере	2	2
364	самое что	1	2
365	этого события	1	2
366	который не	1	2
367	этой цели	1	2
368	который должен	1	1
369	говоря о	1	1
370	не сомневаюсь	1	1
371	зависимость от	1	1
372	таком случае	2	1
373	связана с	1	1
374	три слова	1	1
375	того же	4	1
376	и должны	1	1
377	на деле	1	1
378	очень много	2	1
379	тем же	2	1
380	в первом	5	1
381	из самых	1	1
382	к другому	2	1
383	не имеют	1	1
384	этому вопросу	1	1
385	к созданию	1	1
386	случае нельзя	1	1
387	этого уже	1	1
388	в несколько	1	1
389	есть не	3	1
390	из всего	2	1
391	же фразе	1	1
392	этого нет	1	1
393	ставить вопрос	1	1
394	в деле	1	1
395	мы получаем	1	1
396	мы и	1	1
397	и со	1	1
398	которое в	2	1
399	так называемые	1	1
400	откуда же	1	1
401	на наше	1	1
402	еще не	9	1
403	это возможно	1	1
404	стороны она	1	1
405	от темы	1	1
406	тем как	1	1
407	то мы	3	1
408	чем это	2	1
409	признать что	1	1
410	ко всякому	1	1
411	но как	3	1
412	легко может	1	1
413	значение и	1	1
414	конечном счете	1	1
415	по отношению	3	1
416	в общем	6	1
417	который мы	1	1
418	очевидно что	3	1
419	менее всего	1	1
420	которая действительно	1	1
421	и будет	1	1
422	несмотря на	1	1
423	за пределы	2	1
424	связи и	2	1
425	то обстоятельство	3	1
426	относится к	2	1
427	которые не	1	1
428	все силы	1	1
429	и я	2	1
430	более чем	2	1
431	что во	1	1
432	же с	1	1
433	независимо от	5	1
434	сказать то	1	1
435	сразу и	1	1
436	дает нам	2	1
437	как к	2	1
438	один только	1	1
439	словом в	1	1
440	нельзя было	1	1
441	отправную точку	1	1
442	такой который	1	1
443	мы тем	1	1
444	же должно	1	1
445	и всецело	1	1
446	вопросом о	4	1
447	критики но	1	1
448	имеет в	2	1
449	роль играет	1	1
450	факт как	1	1
451	со своей	1	1
452	точку зрения	2	1
453	формы в	1	1
454	в нашем	7	1
455	или во	1	1
456	вы услышите	1	1
457	что ничего	1	1
458	такое значение	1	1
459	и те	1	1
460	слово это	2	1
461	не могла	1	1
462	так сказать	2	1
463	что одна	2	1
464	главным образом	2	1
465	в корне	2	1
466	случайно и	1	1
467	у читателя	1	1
468	наших глазах	1	1
469	его от	1	1
470	и независимо	1	1
471	будем говорить	1	1
472	это конечно	2	1
473	для всякой	1	1
474	в одну	1	1
475	не станем	2	1
476	то ни	1	1
477	как они	2	1
478	несоответствие между	2	1
479	имеют в	1	1
480	и дальше	2	1
481	в другом	1	1
482	зрения на	3	1
483	противоположного характера	1	1
484	те или	1	1
485	искусства в	1	1
486	подходит к	1	1
487	ко второму	1	1
488	деле в	1	1
489	этом смысле	1	1
490	между смыслом	1	1
491	себе место	1	1
492	за ним	1	1
493	материал этот	1	1
494	и статей	1	1
495	можно считать	1	1
496	и было	1	1
497	форма и	3	1
498	это имело	1	1
499	и факт	1	1
500	в эту	1	1
501	в этих	2	1
502	для него	1	1
503	но что	1	1
504	что такое	4	1
505	два слова	1	1
506	рассказа о	1	1
507	мы конечно	1	1
508	и без	2	1
509	она в	1	1
510	указать что	1	1
511	объявляют что	1	1
512	не столько	4	1
513	что до	1	1
514	сделано в	1	1
515	которые лежат	1	1
516	свой смысл	1	1
517	мысли и	2	1
518	бы что	1	1
519	от его	1	1
520	ответить на	2	1
521	значение для	1	1
522	одном из	1	1
523	эту можно	3	1
524	которых эта	1	1
525	образом и	1	1
526	которые в	4	1
527	начнем с	1	1
528	и более	3	1
529	что сам	3	1
530	что основная	2	1
