N	3gram	Tiupa_Hudo_1	Istorich
1	с другой стороны	5	8
2	с одной стороны	2	7
3	в этом случае	1	6
4	в том что	7	5
5	о том что	1	4
6	мы имеем в	3	4
7	в то время	1	3
8	не может быть	3	3
9	только то что	1	2
10	точно так же	1	2
11	не могло быть	2	2
12	таким образом и	1	2
13	по отношению к	9	2
14	больше и больше	1	2
15	как и в	1	2
16	том что она	1	1
17	однако и в	1	1
18	если он не	1	1
19	что иное как	1	1
20	в этом мире	2	1
21	мы видим в	1	1
22	с ними и	1	1
23	связь со смертью	1	1
24	более или менее	5	1
25	в том числе	2	1
26	том что он	1	1
27	в частности в	1	1
28	в одной из	1	1
29	в таком случае	1	1
30	в этих случаях	1	1
31	том числе и	1	1
32	на первый взгляд	1	1
33	и др в	1	1
34	с этой точки	1	1
35	то или иное	1	1
36	одно и то	3	1
37	который может быть	1	1
38	так же как	1	1
39	и то же	3	1
40	как один из	1	1
41	он не будет	1	1
42	а с другой	2	1
43	так или иначе	3	1
44	как бы в	1	1
45	и в том	1	1
46	этой точки зрения	1	1
47	по ту сторону	1	1
48	есть не что	1	1
49	и тем самым	1	1
50	подобно тому как	1	1
51	можно сказать что	3	1
52	из этих двух	1	1
53	не что иное	1	1
54	тем не менее	3	1
55	в сравнении с	1	1
56	для того чтобы	2	1
57	и не могло	2	1
58	один из видов	1	1
59	в более или	1	1
